replication_id,method,regret_cny_per_month,abs_q99_relative_error,abs_mean_relative_error,abs_stoploss_relative_error,mode_value_gap_ratio
54,TAIL,13894.323483838183,0.0046710963365475,0.0229895509290408,0.1322661748877527,11.453193584804644
55,EMP,9813.35057590043,0.2104141307778647,0.0273398147511456,0.4742782005725824,34.95931984641882
55,KDE,9527.32089560924,0.1779695871125589,0.0254960174992046,0.3530198863347042,24.8665312037783
55,TAIL,3559.96021909753,0.0822836826810492,0.0055691201665641,0.1453258659457815,9.820606500619286
56,EMP,108941.39117990734,0.3747733991023376,0.0824308728626062,0.8223937452648964,59.96610445661912
56,KDE,77883.12682829311,0.3419623508013811,0.0828651674469667,0.7823149935252145,55.89250521259403
56,TAIL,91842.40953176684,0.3379210338759943,0.0934308666499383,0.8558573229987362,62.33313765219973
57,EMP,14268.123601725323,0.1728584075453612,0.0307323074882807,0.3704729401636608,25.619863349113743
57,KDE,14268.123601725323,0.238443062991036,0.0333532974618423,0.6714101586482005,44.99764622173348
57,TAIL,7625.691224526304,0.036791286800842,0.0090602911845592,0.0628857891083911,4.560140985193581
58,EMP,14268.123601725323,0.3586582836568696,0.071277995657945,0.7802915055535827,49.982647144641305
58,KDE,14268.123601725323,0.4217630542240077,0.0667503752479257,1.1612774503693422,77.18419764922595
58,TAIL,14268.123601725323,0.3555508135317543,0.0914172566598281,1.0560654655170276,70.03972886068654
59,EMP,14268.123601725323,0.0495711562099885,0.0759116159158947,0.5820924317347657,40.532934404592005
59,KDE,14268.123601725323,0.0057740488623652,0.0751915312110251,0.7816992526129868,51.12326150783036
59,TAIL,14268.123601725323,0.1832557743098334,0.0608225338889205,0.6237290279676024,41.50488638394952
60,EMP,9133.085098852818,0.1765921113445395,0.022811931951542,0.0745696339122469,11.289294804106651
60,KDE,13894.323483838183,0.1391357706622168,0.0224308654724097,0.1072066675040224,11.097574385829216
60,TAIL,8976.234806090179,0.073332630234541,0.0224311374810803,0.0649615144814606,11.09770896095114
61,EMP,16501.564695790617,0.0704122255949471,0.0682890358568775,0.5541261270737308,35.14963442620069
61,KDE,14268.123601725323,0.0034793825923012,0.0654456712687079,0.7655479548732288,50.2184655285038
61,TAIL,14268.123601725323,0.1008270920639694,0.0187994002528768,0.2476145021394365,16.739635634255826
62,EMP,48218.379721733945,0.2102940411846107,0.0230514004276262,0.1211689648765275,11.441310997073549
62,KDE,12334.139553899462,0.168325502968215,0.0192046112229303,0.1178302137816942,9.517009321737255
62,TAIL,13894.323483838183,0.0247766568275968,0.0270147744836325,0.1298612610865011,13.365443688174649
63,EMP,18679.734221090355,0.1924301427547095,0.0149711496440852,0.2146420983199887,16.205161025377727
63,KDE,14677.364289252811,0.1551975078709071,0.0131392830627939,0.1080931782479324,8.76871787078436
63,TAIL,13894.323483838183,0.0490492077780901,0.0308620355846175,0.1118352091213528,15.268859599718745
64,EMP,12515.076425079464,0.1594730973316744,0.0044445861386181,0.0827980240966105,7.559921261195118
64,KDE,9482.918614325215,0.1122781183214464,0.0023571620153415,0.1312208382572199,7.060468286853627
64,TAIL,14268.123601725323,0.0883583163388248,0.0214891020556928,0.2360741082123225,15.97057421058668
65,EMP,19928.05709261354,0.091205474947417,0.0331024856100596,0.1373115448382374,17.318955188354835
65,KDE,28245.75461791425,0.0359559162869222,0.0301441918545565,0.0452217663828934,14.913709496324357
65,TAIL,11755.139142814509,0.106288207395357,0.0368079060920887,0.3122650545975731,21.768675918273686
66,EMP,27961.80391044366,0.1080160451384271,0.0575547961634566,0.4414494942673923,34.25368527907826
66,KDE,12404.022746612629,0.0653430473759844,0.0561168539967334,0.3129185056359061,27.76357257786025
66,TAIL,16274.096722496672,0.1360278507167155,0.0550114163560173,0.441075424769483,31.50400888942372
67,EMP,8605.455479892074,0.1065197926514349,0.0146895738653506,0.0405366107954788,7.267603600377238
67,KDE,14268.123601725323,0.0622492140734895,0.0166685506552157,0.1742638070666322,11.700870476782027
67,TAIL,13894.323483838183,0.0223020596772764,0.034114267383441,0.2236332408227244,17.175070233638404
68,EMP,48597.99823859396,0.2503789809802306,0.0320998764900679,0.1117821450836221,15.884909269353107
68,KDE,12627.37418635914,0.2028009535875119,0.0329787169303317,0.1311553392013764,16.316078607565426
68,TAIL,14268.123601725323,0.1675425178677485,0.0411108240838521,0.4337538492556163,29.073357992704658
69,EMP,9360.913441153658,0.2991625467130012,0.0544306201141568,0.6374526260818774,44.94718489070377
69,KDE,8558.58322230085,0.2667527316528765,0.0547866197600884,0.5550181645592738,38.4285147304452
69,TAIL,3780.725648892008,0.032899072015187,0.0079277759327314,0.0948477169482663,6.507823621849113
70,EMP,14268.123601725323,0.0405835870756414,0.0240188714066877,0.6247247210043151,43.02523184335298
70,KDE,14268.123601725323,0.05567327993892,0.0225311499425507,0.8385392807483397,57.23687064788611
70,TAIL,14268.123601725323,0.2107787315633844,0.0420452126983663,0.5493446872350658,36.892152579804055
71,EMP,8326.333102513208,0.0834531581423024,0.0092124867981698,0.1713754205332085,11.333859415330991
71,KDE,6287.927717027151,0.0398324916362822,0.0095988450851121,0.0212741824581112,4.748987393335675
71,TAIL,9009.556031659244,0.0505705134825382,0.0239577576785727,0.1850575229875738,13.077071517795211
72,EMP,72574.15443942623,0.4083637447355,0.0789963814162438,0.8753441309568216,63.13634644560406
72,KDE,74557.62260175424,0.3694827920871463,0.0779199248814723,0.8373981173952603,59.86296390373699
72,TAIL,77687.98892409199,0.3716559498527573,0.0782988735907326,0.883765043718729,63.29640767196877
73,EMP,2518.4005048811023,0.1675474329374066,0.0047061194313119,0.029806433567077,2.3547112809657387
73,KDE,9482.918614325215,0.1031278651845037,0.0053387967969827,0.122299281437138,8.85006743137013
73,TAIL,9482.918614325215,0.0526904684131187,0.0009293384629938,0.0935453714459351,6.294221666594832
74,EMP,9025.33955411934,0.2494971528523374,0.0121930361301415,0.2666557010926821,16.484344162119672
74,KDE,8904.382739634977,0.2008934504403436,0.0146742080294052,0.1759317543584121,11.057337997076322
74,TAIL,8604.630432088032,0.0393145075133703,0.0137957343183429,0.1431890605394875,9.78434460782436
75,EMP,26055.162016033195,0.2205050983292904,0.0007935871788094,0.2682325845511824,21.63002175358376
75,KDE,14052.181102346529,0.185248452084721,0.0007489674913025,0.149198811864454,10.984882856485472
75,TAIL,8598.78455976283,0.1450936922515016,0.0082130098251319,0.2408030181769186,16.39280310833119
76,EMP,20603.877228704383,0.1906675439259317,0.0304084215692095,0.299610240232687,20.55126813140029
76,KDE,8900.55718402906,0.1468790374991459,0.0309456414382484,0.1870448781967613,15.310223236841884
76,TAIL,8610.991331655221,0.0358090623229383,0.0203889540669242,0.1640927528912008,11.47901394865466
77,EMP,13894.323483838183,0.1552055623236626,0.0157816073118537,0.1150222785024927,8.46280721424172
77,KDE,14268.123601725323,0.1087437106172447,0.0135299673142663,0.2140236167501993,15.269668019302005
77,TAIL,14268.123601725323,0.0790804261251607,0.0291192963770636,0.27464323742068,18.547508101573325
78,EMP,11499.434788467364,0.2022984205923598,0.0272085010667554,0.257137992251808,16.483332551504432
78,KDE,28245.75461791425,0.1588751144304852,0.0280622523652034,0.134775083716913,13.883678872748414
78,TAIL,9916.08694259305,0.0834889320754541,0.0277589968499708,0.2442609908824349,16.885096996468
79,EMP,10901.730832324469,0.1274140272050545,0.0085648172252152,0.1328211617527641,9.13702678705116
79,KDE,3783.784823647183,0.0911481027375494,0.0074215099252496,0.0521188922365155,3.7021811359658887
79,TAIL,10479.745141703635,0.1300082118131537,0.0287735623665332,0.0932194863364998,14.23559644190561
80,EMP,10978.830699989676,0.2772540217685877,0.014237354956086,0.3497279287540715,24.5597186858796
80,KDE,12197.90173043414,0.2231764583246153,0.0141305384320529,0.2198721885634078,14.842451004261113
80,TAIL,10091.491960184649,0.0133075102969584,0.0157948014894947,0.0466904172012787,7.814410222141267
81,EMP,14268.123601725323,0.1022240960205633,0.0309921735202601,0.2791960774648597,17.304575815601737
81,KDE,14268.123601725323,0.0177690530637271,0.0314126450515819,0.5132030499521222,34.21404975026833
81,TAIL,8752.02539158654,0.1553997114298136,0.0276197048246527,0.3563631543143499,24.457337509011094
82,EMP,84340.54459901765,0.2576467908001122,0.0681752700648645,0.5680117246203287,41.152257535505946
82,KDE,16062.6858664987,0.2223016721738607,0.0666169855324144,0.4807999079403231,35.36024453915131
82,TAIL,17227.52973972147,0.1668925828363642,0.058288633766243,0.5102653582775444,36.21280939771916
83,EMP,8884.412984626988,0.0912584769412235,0.01901893113402,0.0716382589964311,9.409534521009144
83,KDE,14268.123601725323,0.1501547982050389,0.0185211948383603,0.3364453513121863,22.09994737469949
83,TAIL,9736.34820574936,0.1725607557999923,0.0336095691977427,0.4272176219100544,29.445979412931056
84,EMP,14268.123601725323,0.0071360168995217,0.0225100148649859,0.269043854119289,16.391109409103002
