replication_id,oracle_region,baseline_method,tail_minus_baseline_regret_cny_per_month
152,Capacity,EMP,-1404.296049404271
153,Capacity,EMP,-10378.182969306905
154,Capacity,EMP,0.0
155,Capacity,EMP,0.0
156,Capacity,EMP,0.0
157,Capacity,EMP,-1309.3309576135762
158,Capacity,EMP,306.0832471173853
159,Capacity,EMP,-5087.762155331671
160,Capacity,EMP,37920.21331008524
161,Capacity,EMP,0.0
162,Capacity,EMP,-9091.351618314782
163,Capacity,EMP,0.0
164,Capacity,EMP,-9958.07759781213
165,Capacity,EMP,15134.343978225252
166,Capacity,EMP,0.0
167,Capacity,EMP,-4079.731487615656
168,Capacity,EMP,0.0
169,Capacity,EMP,12779.826983616686
170,Capacity,EMP,-110.03970025572926
171,Capacity,EMP,-10516.558370860605
172,Capacity,EMP,0.0
173,Capacity,EMP,-3998.1390071529895
174,Capacity,EMP,181181.61600064207
175,Capacity,EMP,0.0
176,Capacity,EMP,0.0
177,Capacity,EMP,854.3491918841974
178,Capacity,EMP,12594.258021481335
179,Capacity,EMP,3542.8099082547124
180,Capacity,EMP,0.0
181,Capacity,EMP,0.0
182,Capacity,EMP,0.0
183,Capacity,EMP,0.0
184,Capacity,EMP,325.54741022735834
185,Capacity,EMP,2133.7928587098904
186,Capacity,EMP,-19191.414709499728
187,Capacity,EMP,468.6344181193672
188,Capacity,EMP,0.0
189,Capacity,EMP,-22955.28422442387
190,Capacity,EMP,869.2919239417351
191,Capacity,EMP,436.967423761882
192,Capacity,EMP,-194407.5764641948
193,Capacity,EMP,-9436.480961317817
194,Capacity,EMP,-625.3120763221159
195,Capacity,EMP,0.0
196,Capacity,EMP,-12730.088914617896
197,Capacity,EMP,36968.0099120702
198,Capacity,EMP,-1251.9469896135852
199,Capacity,EMP,0.0
0,Contract-demand,KDE,-3324.925598137702
1,Contract-demand,KDE,0.0
2,Contract-demand,KDE,29449.895845573395
3,Contract-demand,KDE,0.0
4,Contract-demand,KDE,-1699.229132667184
5,Contract-demand,KDE,79.15923567675054
6,Contract-demand,KDE,-14127.748058038454
7,Contract-demand,KDE,0.0
8,Contract-demand,KDE,-27362.971038434032
9,Contract-demand,KDE,-14184.556236840786
10,Contract-demand,KDE,-13259.179422271747
11,Contract-demand,KDE,-18180.29085114474
12,Contract-demand,KDE,-4098.681673110773
13,Contract-demand,KDE,6416.981506649408
14,Contract-demand,KDE,1473.5811615834632
15,Contract-demand,KDE,-19014.10885589818
16,Contract-demand,KDE,-28233.80162835928
17,Contract-demand,KDE,-14127.748058038454
18,Contract-demand,KDE,-7403.444796729832
19,Contract-demand,KDE,1545.6829811986536
20,Contract-demand,KDE,-8231.190217119332
21,Contract-demand,KDE,29277.70479040655
22,Contract-demand,KDE,-14079.918600858502
23,Contract-demand,KDE,0.0
24,Contract-demand,KDE,10389.680035818988
25,Contract-demand,KDE,-27388.87885747353
26,Contract-demand,KDE,-12696.867338531338
27,Contract-demand,KDE,-14127.748058038454
28,Contract-demand,KDE,0.0
29,Contract-demand,KDE,0.0
30,Contract-demand,KDE,-5918.613539570943
31,Contract-demand,KDE,4378.340598665796
32,Contract-demand,KDE,194.6589625608176
33,Contract-demand,KDE,1719.7228261896707
34,Contract-demand,KDE,0.0
35,Contract-demand,KDE,-3365.239762207493
36,Contract-demand,KDE,0.0
37,Contract-demand,KDE,0.0
38,Contract-demand,KDE,21524.41612980173
39,Contract-demand,KDE,0.0
40,Contract-demand,KDE,0.0
41,Contract-demand,KDE,2514.072719876344
42,Contract-demand,KDE,39993.24666476064
43,Contract-demand,KDE,0.0
44,Contract-demand,KDE,21653.24698679087
45,Contract-demand,KDE,0.0
46,Contract-demand,KDE,-19127.647267327644
47,Contract-demand,KDE,0.0
48,Contract-demand,KDE,-13151.992447463486
49,Contract-demand,KDE,-28576.199088626232
50,Contract-demand,KDE,0.0
51,Contract-demand,KDE,0.0
52,Contract-demand,KDE,57952.84241389981
53,Contract-demand,KDE,-19600.32340546573
54,Contract-demand,KDE,-17492.987820245948
55,Contract-demand,KDE,-2516.222647664448
56,Contract-demand,KDE,20938.924055210624
57,Contract-demand,KDE,-28234.12531613993
58,Contract-demand,KDE,0.0
59,Contract-demand,KDE,0.0
60,Contract-demand,KDE,-14754.266033244008
61,Contract-demand,KDE,0.0
62,Contract-demand,KDE,4680.551789816156
63,Contract-demand,KDE,12413.343632951375
64,Contract-demand,KDE,0.0
65,Contract-demand,KDE,-35598.870476632685
66,Contract-demand,KDE,6618.401364365591
67,Contract-demand,KDE,-3365.239762207493
68,Contract-demand,KDE,7166.087654644623
69,Contract-demand,KDE,-137.21644145871204
70,Contract-demand,KDE,0.0
71,Contract-demand,KDE,-1753.6749519413956
72,Contract-demand,KDE,4695.549483506633
73,Contract-demand,KDE,0.0
74,Contract-demand,KDE,-599.5046150938917
75,Contract-demand,KDE,-20325.291790526364
76,Contract-demand,KDE,-1700.8782921501747
77,Contract-demand,KDE,0.0
78,Contract-demand,KDE,-39276.974877075605
79,Contract-demand,KDE,5732.265991969034
80,Contract-demand,KDE,-1595.180014065777
81,Contract-demand,KDE,-27477.34992105017
82,Contract-demand,KDE,-287.95177998766303
83,Contract-demand,KDE,-25508.704292724527
84,Contract-demand,KDE,-28436.039775309466
85,Contract-demand,KDE,-3365.239762207493
86,Contract-demand,KDE,-24553.40894526368
87,Contract-demand,KDE,-38007.99837150487
88,Contract-demand,KDE,-12465.256039799193
89,Contract-demand,KDE,-25390.458361886445
90,Contract-demand,KDE,2.472789506738387
91,Contract-demand,KDE,-3724.6992891461896
92,Contract-demand,KDE,28039.33434986758
93,Contract-demand,KDE,9333.821795494605
94,Contract-demand,KDE,0.0
95,Contract-demand,KDE,0.0
96,Contract-demand,KDE,0.0
97,Contract-demand,KDE,-4245.730257960036
98,Contract-demand,KDE,0.0
99,Contract-demand,KDE,-42571.17739925409
100,Contract-demand,KDE,111.2766171408196
101,Contract-demand,KDE,-3054.91545490486
102,Contract-demand,KDE,-39370.29319850666
103,Contract-demand,KDE,0.0
104,Contract-demand,KDE,5231.156053363035
105,Contract-demand,KDE,10550.213842353473
106,Contract-demand,KDE,3164.818197688088
107,Contract-demand,KDE,76.02263739332555
108,Contract-demand,KDE,-23976.531402415283
109,Contract-demand,KDE,4410.168542121845
110,Contract-demand,KDE,-19449.336216231182
111,Contract-demand,KDE,-16.443991972754418
112,Contract-demand,KDE,-3365.239762207493
113,Contract-demand,KDE,-11508.02647441874
114,Contract-demand,KDE,-28581.576595911443
115,Contract-demand,KDE,0.0
116,Contract-demand,KDE,18435.644624808803
117,Contract-demand,KDE,0.0
118,Contract-demand,KDE,-3365.239762207493
119,Contract-demand,KDE,0.0
120,Contract-demand,KDE,-3255.7529494365062
121,Contract-demand,KDE,-3365.239762207493
122,Contract-demand,KDE,-19045.417402723186
123,Contract-demand,KDE,5709.52587127313
124,Contract-demand,KDE,1519.4039003470289
125,Contract-demand,KDE,-14127.748058038454
126,Contract-demand,KDE,5543.844146216287
127,Contract-demand,KDE,-3365.239762207493
128,Contract-demand,KDE,0.0
129,Contract-demand,KDE,-22850.23542695368
130,Contract-demand,KDE,0.0
131,Contract-demand,KDE,-954.37573542508
132,Contract-demand,KDE,-24778.356017607573
133,Contract-demand,KDE,-31900.40146343037
134,Contract-demand,KDE,0.0
135,Contract-demand,KDE,0.0
136,Contract-demand,KDE,-19410.13352027504
137,Contract-demand,KDE,254.52242792397732
138,Contract-demand,KDE,0.0
139,Contract-demand,KDE,-28395.60158143752
140,Contract-demand,KDE,-7807.692875051871
141,Contract-demand,KDE,32469.463483384498
142,Contract-demand,KDE,9170.639769786969
143,Contract-demand,KDE,-3365.239762207493
144,Contract-demand,KDE,-2215.49001014667
145,Contract-demand,KDE,-14127.748058038454
146,Contract-demand,KDE,0.0
147,Contract-demand,KDE,4550.124169512341
148,Contract-demand,KDE,41.31186855242777
149,Contract-demand,KDE,-27266.365922939032
150,Contract-demand,KDE,-26419.226660072185
151,Contract-demand,KDE,0.0
152,Contract-demand,KDE,-3367.995679703852
153,Contract-demand,KDE,-4581.083789998665
154,Contract-demand,KDE,-3365.239762207493
155,Contract-demand,KDE,-191.5211363965645
156,Contract-demand,KDE,-3365.239762207493
157,Contract-demand,KDE,-3758.337040690084
158,Contract-demand,KDE,-41244.208873595424
159,Contract-demand,KDE,-1816.808120567352
160,Contract-demand,KDE,28963.37326226693
161,Contract-demand,KDE,-22942.06361858143
162,Contract-demand,KDE,-27493.23453267229
163,Contract-demand,KDE,0.0
164,Contract-demand,KDE,-9033.82891623924
165,Contract-demand,KDE,-1459.2104506095252
166,Contract-demand,KDE,-3365.239762207493
167,Contract-demand,KDE,4465.698907146231
168,Contract-demand,KDE,0.0
169,Contract-demand,KDE,-2297.960364085312
170,Contract-demand,KDE,447.76921325797866
171,Contract-demand,KDE,-35546.06243792238
172,Contract-demand,KDE,0.0
173,Contract-demand,KDE,-1578.1298746361083
174,Contract-demand,KDE,7432.231696818644
175,Contract-demand,KDE,0.0
176,Contract-demand,KDE,-3365.239762207493
177,Contract-demand,KDE,-33882.26577274067
178,Contract-demand,KDE,-5514.584875674918
179,Contract-demand,KDE,24172.43502230569
180,Contract-demand,KDE,-3365.239762207493
181,Contract-demand,KDE,0.0
182,Contract-demand,KDE,0.0
183,Contract-demand,KDE,0.0
184,Contract-demand,KDE,9726.861447035026
185,Contract-demand,KDE,4366.123917765915
186,Contract-demand,KDE,-38382.829418999456
187,Contract-demand,KDE,13189.294158109156
188,Contract-demand,KDE,0.0
189,Contract-demand,KDE,-8699.295839019116
190,Contract-demand,KDE,2587.870356476556
191,Contract-demand,KDE,4297.155314886322
192,Contract-demand,KDE,-11051.36318325624
193,Contract-demand,KDE,5848.508957682177
194,Contract-demand,KDE,1096.7075666449964
195,Contract-demand,KDE,0.0
196,Contract-demand,KDE,-25460.177829235792
197,Contract-demand,KDE,3742.247976721577
198,Contract-demand,KDE,602.9703225325792
199,Contract-demand,KDE,0.0
0,Contract-demand,EMP,-5312.021572821463
1,Contract-demand,EMP,0.0
2,Contract-demand,EMP,40948.283012030646
3,Contract-demand,EMP,0.0
4,Contract-demand,EMP,-2161.889070062588
5,Contract-demand,EMP,-5215.277870222305
6,Contract-demand,EMP,28410.47410992781
7,Contract-demand,EMP,15062.106482989777
8,Contract-demand,EMP,-934.2464253387104
9,Contract-demand,EMP,-66948.59623280726
10,Contract-demand,EMP,10732.335101891307
11,Contract-demand,EMP,-18180.29085114474
12,Contract-demand,EMP,-602.831396125257
13,Contract-demand,EMP,-34038.22964561544
14,Contract-demand,EMP,-3985.04703726309
15,Contract-demand,EMP,-19014.10885589818
16,Contract-demand,EMP,170.3093076199293
17,Contract-demand,EMP,2384.230152066797
18,Contract-demand,EMP,-10661.523876670126
19,Contract-demand,EMP,657.4537983878205
20,Contract-demand,EMP,-14468.149922154536
21,Contract-demand,EMP,-2634.525838627793
22,Contract-demand,EMP,-60809.95676460117
23,Contract-demand,EMP,0.0
24,Contract-demand,EMP,7417.167988151312
25,Contract-demand,EMP,-24023.63909526604
26,Contract-demand,EMP,-54343.56369269515
27,Contract-demand,EMP,4584.271700045094
28,Contract-demand,EMP,3365.239762207493
29,Contract-demand,EMP,0.0
30,Contract-demand,EMP,-4903.431490847841
31,Contract-demand,EMP,28782.13171838596
32,Contract-demand,EMP,-1515.5822877349956
33,Contract-demand,EMP,-58317.60746173064
34,Contract-demand,EMP,3365.239762207493
35,Contract-demand,EMP,24923.40054661346
36,Contract-demand,EMP,0.0
37,Contract-demand,EMP,0.0
38,Contract-demand,EMP,28045.613574389987
39,Contract-demand,EMP,0.0
40,Contract-demand,EMP,0.0
41,Contract-demand,EMP,-11695.0018303593
42,Contract-demand,EMP,19983.225052825488
43,Contract-demand,EMP,0.0
44,Contract-demand,EMP,-15365.432640910774
45,Contract-demand,EMP,3365.239762207493
46,Contract-demand,EMP,-15762.407505120147
47,Contract-demand,EMP,28447.60000114143
48,Contract-demand,EMP,-16827.78724327187
49,Contract-demand,EMP,-34200.97910142629
50,Contract-demand,EMP,0.0
51,Contract-demand,EMP,0.0
52,Contract-demand,EMP,26455.76723654941
53,Contract-demand,EMP,-16235.083643258238
54,Contract-demand,EMP,-17492.987820245948
55,Contract-demand,EMP,-3088.2820082468293
56,Contract-demand,EMP,-25648.472472210728
57,Contract-demand,EMP,-28234.12531613993
58,Contract-demand,EMP,0.0
59,Contract-demand,EMP,0.0
60,Contract-demand,EMP,8747.635980507359
61,Contract-demand,EMP,-3350.1616410979404
62,Contract-demand,EMP,-53306.99286462429
63,Contract-demand,EMP,4408.603769276291
64,Contract-demand,EMP,10532.749148705352
65,Contract-demand,EMP,-18963.47542603128
66,Contract-demand,EMP,-21879.52143686327
67,Contract-demand,EMP,24557.161251672853
68,Contract-demand,EMP,19093.37383817757
69,Contract-demand,EMP,-1741.876879164328
70,Contract-demand,EMP,0.0
71,Contract-demand,EMP,2862.338797322785
72,Contract-demand,EMP,7670.7517269986365
73,Contract-demand,EMP,23137.39373687841
74,Contract-demand,EMP,-841.4182440626125
75,Contract-demand,EMP,-45895.67777562296
76,Contract-demand,EMP,-22489.87885506761
77,Contract-demand,EMP,3365.239762207493
78,Contract-demand,EMP,-4662.588630779335
79,Contract-demand,EMP,9720.875520404428
80,Contract-demand,EMP,842.9620468231542
81,Contract-demand,EMP,-27477.34992105017
82,Contract-demand,EMP,-11751.354981611174
83,Contract-demand,EMP,-7113.733032883456
84,Contract-demand,EMP,-28436.039775309466
85,Contract-demand,EMP,24875.91755006959
86,Contract-demand,EMP,-24553.40894526368
87,Contract-demand,EMP,-38007.99837150487
88,Contract-demand,EMP,-8096.041542297851
89,Contract-demand,EMP,-25390.458361886445
90,Contract-demand,EMP,-9156.052361526836
91,Contract-demand,EMP,-465.12404515594267
92,Contract-demand,EMP,2037.605770192422
93,Contract-demand,EMP,14989.145012047142
94,Contract-demand,EMP,0.0
95,Contract-demand,EMP,-9018.036634839144
96,Contract-demand,EMP,0.0
97,Contract-demand,EMP,-1318.523469117781
98,Contract-demand,EMP,0.0
99,Contract-demand,EMP,-11171.484544429306
100,Contract-demand,EMP,-4447.823136253282
101,Contract-demand,EMP,1162.1435025762762
102,Contract-demand,EMP,-25310.048594785232
103,Contract-demand,EMP,0.0
104,Contract-demand,EMP,6671.402387180056
105,Contract-demand,EMP,10901.945714440815
106,Contract-demand,EMP,1220.0887968788547
107,Contract-demand,EMP,-908.8326575433216
108,Contract-demand,EMP,-4781.68931172695
109,Contract-demand,EMP,-4168.422915502762
110,Contract-demand,EMP,-19449.336216231182
111,Contract-demand,EMP,-1528.4318828315784
112,Contract-demand,EMP,15981.91213304239
113,Contract-demand,EMP,-10203.806447161362
114,Contract-demand,EMP,-26088.711973899044
115,Contract-demand,EMP,0.0
116,Contract-demand,EMP,24395.15490420473
117,Contract-demand,EMP,0.0
118,Contract-demand,EMP,24981.5268307974
119,Contract-demand,EMP,0.0
120,Contract-demand,EMP,-242.1803967307024
121,Contract-demand,EMP,-3365.239762207493
122,Contract-demand,EMP,4401.280987113093
123,Contract-demand,EMP,7287.040961634368
124,Contract-demand,EMP,-3398.048305179924
125,Contract-demand,EMP,25059.24431850823
126,Contract-demand,EMP,-11323.8949068437
127,Contract-demand,EMP,-3365.239762207493
128,Contract-demand,EMP,0.0
129,Contract-demand,EMP,-19484.995664746188
130,Contract-demand,EMP,3365.239762207493
131,Contract-demand,EMP,-146.60096443382403
132,Contract-demand,EMP,-36607.889342492446
133,Contract-demand,EMP,-4349.071798254425
134,Contract-demand,EMP,3365.239762207493
135,Contract-demand,EMP,3365.239762207493
136,Contract-demand,EMP,-19410.13352027504
137,Contract-demand,EMP,-10588.856843465315
138,Contract-demand,EMP,0.0
139,Contract-demand,EMP,-6749.325345677635
140,Contract-demand,EMP,-21.56098029886684
141,Contract-demand,EMP,23268.945136127368
142,Contract-demand,EMP,6447.242776574567
143,Contract-demand,EMP,0.0
144,Contract-demand,EMP,-3096.8767182677984
145,Contract-demand,EMP,16822.177908952035
146,Contract-demand,EMP,3365.239762207493
147,Contract-demand,EMP,3176.9718083006646
148,Contract-demand,EMP,-10584.45521697216
149,Contract-demand,EMP,-27266.365922939032
150,Contract-demand,EMP,7159.0555901471525
151,Contract-demand,EMP,0.0
152,Contract-demand,EMP,-2808.592098808537
153,Contract-demand,EMP,-20756.365938613813
154,Contract-demand,EMP,-3365.239762207493
155,Contract-demand,EMP,3365.239762207493
156,Contract-demand,EMP,0.0
157,Contract-demand,EMP,-2618.6619152271496
158,Contract-demand,EMP,-2753.073267972718
159,Contract-demand,EMP,-10175.524310663342
160,Contract-demand,EMP,37920.21331008523
161,Contract-demand,EMP,-22942.06361858143
162,Contract-demand,EMP,-372.4222757524501
163,Contract-demand,EMP,3365.239762207493
164,Contract-demand,EMP,2768.98417540888
165,Contract-demand,EMP,2013.1918403736004
166,Contract-demand,EMP,-156.68023788898063
167,Contract-demand,EMP,-8159.462975231309
168,Contract-demand,EMP,0.0
169,Contract-demand,EMP,-2695.8421488435315
170,Contract-demand,EMP,-220.0794005114585
171,Contract-demand,EMP,-17667.87697951372
172,Contract-demand,EMP,0.0
173,Contract-demand,EMP,-7996.278014305979
174,Contract-demand,EMP,8786.417408252133
175,Contract-demand,EMP,3365.239762207493
176,Contract-demand,EMP,-3365.239762207493
177,Contract-demand,EMP,1708.6983837683993
178,Contract-demand,EMP,-3066.980073114236
179,Contract-demand,EMP,3542.8099082546905
180,Contract-demand,EMP,-7643.835226665251
181,Contract-demand,EMP,0.0
182,Contract-demand,EMP,0.0
183,Contract-demand,EMP,0.0
184,Contract-demand,EMP,651.0948204547167
185,Contract-demand,EMP,4267.585717419784
186,Contract-demand,EMP,-38382.829418999456
187,Contract-demand,EMP,4302.508598446231
188,Contract-demand,EMP,0.0
189,Contract-demand,EMP,-22955.28422442389
190,Contract-demand,EMP,1738.583847883468
191,Contract-demand,EMP,873.9348475237693
192,Contract-demand,EMP,-21174.50472074871
193,Contract-demand,EMP,4406.879920592532
194,Contract-demand,EMP,-1250.624152644227
195,Contract-demand,EMP,28379.765283210203
196,Contract-demand,EMP,-25460.177829235792
197,Contract-demand,EMP,3742.247976721577
198,Contract-demand,EMP,-2503.8939792271703
199,Contract-demand,EMP,0.0
