distribution,replication_id,cell_id,solution_location,candidate_cost_cny,independent_cost_cny,grid_cost_cny,grid_points,excess_cost_cny,grid_excess_cny
EMP,25,STRESS_ACTUAL_CLEAR,lower,5824349.300053826,5824349.300053826,5824349.300053826,10001,0.0,0.0
GAUSSIAN,25,STRESS_ACTUAL_NEAR,lower,5538771.751056204,5538771.751056204,5538771.751056204,10001,0.0,0.0
EMP,25,STRESS_ACTUAL_NEAR,lower,5416230.842615506,5416230.842615506,5416230.842615506,10001,0.0,0.0
GAUSSIAN,25,STRESS_CONTRACT_NEAR_LOW,lower,5533594.233818166,5533594.233818166,5533594.233818166,10001,0.0,0.0
EMP,25,STRESS_CONTRACT_NEAR_LOW,lower,5389271.775296535,5389271.775296535,5389271.775296535,10001,0.0,0.0
GAUSSIAN,25,STRESS_CONTRACT_CLEAR,interior,5528911.136815558,5528911.136815558,5528911.158220825,10001,0.0,0.021405266597867
EMP,25,STRESS_CONTRACT_CLEAR,interior,5240090.335769822,5240090.335769821,5240090.335769821,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,25,STRESS_CONTRACT_NEAR_HIGH,interior,5528911.136815558,5528911.136815557,5528911.136829854,10001,9.313225746154783e-10,1.4295801520347595e-05
EMP,25,STRESS_CONTRACT_NEAR_HIGH,interior,5240090.335769822,5240090.335769821,5240090.335769821,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,25,STRESS_CAPACITY_NEAR,interior,5528911.136815558,5528911.136815558,5528911.155448009,10001,0.0,0.0186324510723352
EMP,25,STRESS_CAPACITY_NEAR,interior,5240090.335769822,5240090.335769821,5240090.335769821,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,25,STRESS_CAPACITY_CLEAR,interior,5528911.136815558,5528911.136815557,5528911.155141456,10001,9.313225746154783e-10,0.0183258978649973
EMP,25,STRESS_CAPACITY_CLEAR,interior,5240090.335769822,5240090.335769821,5240090.335769821,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,26,BASE_ACTUAL_NEAR,interior,6328738.935892007,6328738.935892008,6328738.95261192,10001,0.0,0.0167199131101369
EMP,26,BASE_ACTUAL_NEAR,interior,6122108.725770811,6122108.725770811,6122110.555620122,10001,0.0,1.8298493111506104
GAUSSIAN,26,BASE_CAPACITY_NEAR,interior,6328738.935892007,6328738.935892007,6328738.936714349,10001,0.0,0.0008223420009016
EMP,26,BASE_CAPACITY_NEAR,interior,6122108.725770811,6122108.725770811,6122119.026212779,10001,0.0,10.300441968254743
GAUSSIAN,26,STRESS_ACTUAL_CLEAR,lower,5731772.813428221,5731772.813428221,5731772.813428221,10001,0.0,0.0
EMP,26,STRESS_ACTUAL_CLEAR,lower,5863468.282332726,5863468.282332726,5863468.282332726,10001,0.0,0.0
GAUSSIAN,26,STRESS_ACTUAL_NEAR,interior,5642984.342295141,5642984.34229514,5642984.390287986,10001,9.313225746154783e-10,0.0479928450658917
EMP,26,STRESS_ACTUAL_NEAR,lower,5554077.568377773,5554077.568377773,5554077.568377773,10001,0.0,0.0
GAUSSIAN,26,STRESS_CONTRACT_NEAR_LOW,interior,5642984.342295141,5642984.342295141,5642984.367387734,10001,0.0,0.0250925933942198
EMP,26,STRESS_CONTRACT_NEAR_LOW,lower,5538439.5511657,5538439.5511657,5538439.5511657,10001,0.0,0.0
GAUSSIAN,26,STRESS_CONTRACT_CLEAR,interior,5642984.342295141,5642984.342295141,5642984.370242124,10001,0.0,0.0279469825327396
EMP,26,STRESS_CONTRACT_CLEAR,interior,5492743.435168374,5492743.435168373,5492743.435168373,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,26,STRESS_CONTRACT_NEAR_HIGH,interior,5642984.342295141,5642984.34229514,5642984.351806004,10001,9.313225746154783e-10,0.0095108626410365
EMP,26,STRESS_CONTRACT_NEAR_HIGH,interior,5492743.435168374,5492743.435168373,5492743.435168373,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,26,STRESS_CAPACITY_NEAR,interior,5642984.342295141,5642984.34229514,5642984.343134412,10001,9.313225746154783e-10,0.0008392706513404
EMP,26,STRESS_CAPACITY_NEAR,interior,5492743.435168374,5492743.435168373,5492743.435168373,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,26,STRESS_CAPACITY_CLEAR,interior,5642984.342295141,5642984.342295141,5642984.362672957,10001,0.0,0.0203778157010674
EMP,26,STRESS_CAPACITY_CLEAR,interior,5492743.435168374,5492743.435168373,5492743.435168373,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,27,BASE_ACTUAL_NEAR,interior,5709704.341438171,5709704.341438172,5709704.3469484905,10001,0.0,0.0055103190243244
EMP,27,BASE_ACTUAL_NEAR,interior,5773273.4995903885,5773273.4995903885,5773274.200798893,10001,0.0,0.7012085048481822
GAUSSIAN,27,BASE_CAPACITY_NEAR,interior,5709704.341438171,5709704.341438172,5709704.34962919,10001,0.0,0.0081910183653235
EMP,27,BASE_CAPACITY_NEAR,interior,5773273.4995903885,5773273.4995903885,5773273.657625413,10001,0.0,0.1580350240692496
GAUSSIAN,27,STRESS_ACTUAL_CLEAR,lower,5404457.49329964,5404457.49329964,5404457.49329964,10001,0.0,0.0
EMP,27,STRESS_ACTUAL_CLEAR,lower,5430447.809290024,5430447.809290024,5430447.809290024,10001,0.0,0.0
GAUSSIAN,27,STRESS_ACTUAL_NEAR,lower,5083623.709822014,5083623.709822014,5083623.709822014,10001,0.0,0.0
EMP,27,STRESS_ACTUAL_NEAR,lower,5127473.118661813,5127473.118661813,5127473.118661813,10001,0.0,0.0
GAUSSIAN,27,STRESS_CONTRACT_NEAR_LOW,lower,5073473.820995789,5073473.820995789,5073473.820995789,10001,0.0,0.0
EMP,27,STRESS_CONTRACT_NEAR_LOW,lower,5124102.263698066,5124102.263698066,5124102.263698066,10001,0.0,0.0
GAUSSIAN,27,STRESS_CONTRACT_CLEAR,interior,5063817.802782392,5063817.802782392,5063817.845733179,10001,0.0,0.0429507866501808
EMP,27,STRESS_CONTRACT_CLEAR,interior,5124102.263698066,5124102.263698066,5124102.263698066,10001,0.0,0.0
GAUSSIAN,27,STRESS_CONTRACT_NEAR_HIGH,interior,5063817.802782392,5063817.802782392,5063817.804071457,10001,0.0,0.0012890649959445
EMP,27,STRESS_CONTRACT_NEAR_HIGH,interior,5124102.263698066,5124102.263698066,5124102.263698066,10001,0.0,0.0
GAUSSIAN,27,STRESS_CAPACITY_NEAR,interior,5063817.802782392,5063817.802782394,5063817.820403344,10001,0.0,0.0176209518685936
EMP,27,STRESS_CAPACITY_NEAR,interior,5124102.263698066,5124102.263698066,5124102.263698066,10001,0.0,0.0
GAUSSIAN,27,STRESS_CAPACITY_CLEAR,interior,5063817.802782392,5063817.802782392,5063817.83404424,10001,0.0,0.0312618473544716
EMP,27,STRESS_CAPACITY_CLEAR,interior,5124102.263698066,5124102.263698066,5124102.263698066,10001,0.0,0.0
GAUSSIAN,28,BASE_ACTUAL_NEAR,interior,5695364.242824402,5695364.242824401,5695364.257054604,10001,9.313225746154783e-10,0.0142302019521594
EMP,28,BASE_ACTUAL_NEAR,interior,5648808.1205683015,5648808.1205683015,5648816.230904015,10001,0.0,8.110335713252425
GAUSSIAN,28,BASE_CAPACITY_NEAR,interior,5695364.242824402,5695364.242824401,5695364.255295767,10001,9.313225746154783e-10,0.0124713648110628
EMP,28,BASE_CAPACITY_NEAR,interior,5648808.1205683015,5648808.1205683015,5648818.553485872,10001,0.0,10.43291757069528
GAUSSIAN,28,STRESS_ACTUAL_CLEAR,lower,5418013.835214434,5418013.835214434,5418013.835214434,10001,0.0,0.0
EMP,28,STRESS_ACTUAL_CLEAR,lower,5499081.803756926,5499081.803756926,5499081.803756926,10001,0.0,0.0
GAUSSIAN,28,STRESS_ACTUAL_NEAR,lower,5091395.52838855,5091395.52838855,5091395.52838855,10001,0.0,0.0
EMP,28,STRESS_ACTUAL_NEAR,lower,5172940.65694751,5172940.65694751,5172940.65694751,10001,0.0,0.0
GAUSSIAN,28,STRESS_CONTRACT_NEAR_LOW,lower,5078606.624363769,5078606.624363769,5078606.624363769,10001,0.0,0.0
EMP,28,STRESS_CONTRACT_NEAR_LOW,lower,5157302.639735438,5157302.639735438,5157302.639735438,10001,0.0,0.0
GAUSSIAN,28,STRESS_CONTRACT_CLEAR,interior,5058972.919715235,5058972.919715236,5058972.921958871,10001,0.0,0.0022436361759901
EMP,28,STRESS_CONTRACT_CLEAR,interior,5046261.68512779,5046261.68512779,5046261.68512779,10001,0.0,0.0
GAUSSIAN,28,STRESS_CONTRACT_NEAR_HIGH,interior,5058972.919715235,5058972.919715235,5058972.949168973,10001,0.0,0.0294537376612424
EMP,28,STRESS_CONTRACT_NEAR_HIGH,interior,5046261.68512779,5046261.68512779,5046261.68512779,10001,0.0,0.0
GAUSSIAN,28,STRESS_CAPACITY_NEAR,interior,5058972.919715235,5058972.919715235,5058972.919820767,10001,0.0,0.0001055318862199
EMP,28,STRESS_CAPACITY_NEAR,interior,5046261.68512779,5046261.68512779,5046261.68512779,10001,0.0,0.0
GAUSSIAN,28,STRESS_CAPACITY_CLEAR,interior,5058972.919715235,5058972.919715235,5058972.92032727,10001,0.0,0.0006120353937149
EMP,28,STRESS_CAPACITY_CLEAR,interior,5046261.68512779,5046261.68512779,5046261.68512779,10001,0.0,0.0
GAUSSIAN,29,BASE_ACTUAL_NEAR,interior,5590416.644254622,5590416.644254622,5590416.646302472,10001,0.0,0.0020478498190641
EMP,29,BASE_ACTUAL_NEAR,interior,5534149.018039286,5534149.018039286,5534151.79572885,10001,0.0,2.7776895640417933
GAUSSIAN,29,BASE_CAPACITY_NEAR,interior,5590416.644254622,5590416.644254622,5590416.644322503,10001,0.0,6.788130849599838e-05
EMP,29,BASE_CAPACITY_NEAR,interior,5534149.018039286,5534149.018039286,5534155.587002178,10001,0.0,6.568962891586125
GAUSSIAN,29,STRESS_ACTUAL_CLEAR,lower,5398020.009948897,5398020.009948897,5398020.009948897,10001,0.0,0.0
EMP,29,STRESS_ACTUAL_CLEAR,lower,5516913.037073664,5516913.037073664,5516913.037073664,10001,0.0,0.0
GAUSSIAN,29,STRESS_ACTUAL_NEAR,lower,5028024.58348141,5028024.58348141,5028024.58348141,10001,0.0,0.0
EMP,29,STRESS_ACTUAL_NEAR,lower,5079744.966145146,5079744.966145146,5079744.966145146,10001,0.0,0.0
GAUSSIAN,29,STRESS_CONTRACT_NEAR_LOW,lower,5010062.547884363,5010062.547884363,5010062.547884363,10001,0.0,0.0
EMP,29,STRESS_CONTRACT_NEAR_LOW,lower,5048468.931720999,5048468.931720999,5048468.931720999,10001,0.0,0.0
GAUSSIAN,29,STRESS_CONTRACT_CLEAR,interior,4966618.379479599,4966618.379479599,4966618.3918143455,10001,0.0,0.0123347463086247
EMP,29,STRESS_CONTRACT_CLEAR,interior,4932846.592436895,4932846.592436895,4932846.592436895,10001,0.0,0.0
GAUSSIAN,29,STRESS_CONTRACT_NEAR_HIGH,interior,4966618.379479599,4966618.379479599,4966618.398782173,10001,0.0,0.0193025739863514
EMP,29,STRESS_CONTRACT_NEAR_HIGH,interior,4932846.592436895,4932846.592436895,4932846.592436895,10001,0.0,0.0
GAUSSIAN,29,STRESS_CAPACITY_NEAR,interior,4966618.379479599,4966618.379479599,4966618.407157471,10001,0.0,0.027677871286869
EMP,29,STRESS_CAPACITY_NEAR,interior,4932846.592436895,4932846.592436895,4932846.592436895,10001,0.0,0.0
GAUSSIAN,29,STRESS_CAPACITY_CLEAR,interior,4966618.379479599,4966618.379479599,4966618.395238331,10001,0.0,0.0157587314024567
EMP,29,STRESS_CAPACITY_CLEAR,interior,4932846.592436895,4932846.592436895,4932846.592436895,10001,0.0,0.0
GAUSSIAN,30,BASE_ACTUAL_NEAR,interior,5675250.56390704,5675250.563907039,5675250.596295869,10001,9.313225746154783e-10,0.0323888286948204
EMP,30,BASE_ACTUAL_NEAR,interior,5654472.508396512,5654472.508396512,5654475.3558726935,10001,0.0,2.847476181574166
GAUSSIAN,30,BASE_CAPACITY_NEAR,interior,5675250.56390704,5675250.563907039,5675250.582456224,10001,9.313225746154783e-10,0.018549183383584
EMP,30,BASE_CAPACITY_NEAR,interior,5654472.508396512,5654472.508396512,5654473.921336841,10001,0.0,1.4129403289407492
GAUSSIAN,30,STRESS_ACTUAL_CLEAR,lower,5410109.693845406,5410109.693845406,5410109.693845406,10001,0.0,0.0
EMP,30,STRESS_ACTUAL_CLEAR,lower,5511336.807145505,5511336.807145505,5511336.807145505,10001,0.0,0.0
GAUSSIAN,30,STRESS_ACTUAL_NEAR,lower,5074395.446117636,5074395.446117636,5074395.446117636,10001,0.0,0.0
EMP,30,STRESS_ACTUAL_NEAR,lower,5168295.141699174,5168295.141699174,5168295.141699174,10001,0.0,0.0
GAUSSIAN,30,STRESS_CONTRACT_NEAR_LOW,lower,5060944.520916555,5060944.520916555,5060944.520916555,10001,0.0,0.0
EMP,30,STRESS_CONTRACT_NEAR_LOW,lower,5147444.452083077,5147444.452083077,5147444.452083077,10001,0.0,0.0
GAUSSIAN,30,STRESS_CONTRACT_CLEAR,interior,5039500.385427299,5039500.385427299,5039500.412429657,10001,0.0,0.0270023578777909
EMP,30,STRESS_CONTRACT_CLEAR,interior,5043451.524228,5043451.524228,5043451.524228,10001,0.0,0.0
GAUSSIAN,30,STRESS_CONTRACT_NEAR_HIGH,interior,5039500.385427299,5039500.385427299,5039500.385687388,10001,0.0,0.0002600885927677
EMP,30,STRESS_CONTRACT_NEAR_HIGH,interior,5043451.524228,5043451.524228,5043451.524228,10001,0.0,0.0
GAUSSIAN,30,STRESS_CAPACITY_NEAR,interior,5039500.385427299,5039500.385427299,5039500.402259283,10001,0.0,0.0168319838121533
EMP,30,STRESS_CAPACITY_NEAR,interior,5043451.524228,5043451.524228,5043451.524228,10001,0.0,0.0
GAUSSIAN,30,STRESS_CAPACITY_CLEAR,interior,5039500.385427299,5039500.385427298,5039500.385546462,10001,9.313225746154783e-10,0.000119162723422
EMP,30,STRESS_CAPACITY_CLEAR,interior,5043451.524228,5043451.524228,5043451.524228,10001,0.0,0.0
GAUSSIAN,31,BASE_ACTUAL_NEAR,interior,6015475.097823752,6015475.097823754,6015475.098279825,10001,0.0,0.000456073321402
EMP,31,BASE_ACTUAL_NEAR,interior,5909648.3037329605,5909648.3037329605,5909652.798006753,10001,0.0,4.494273792952299
GAUSSIAN,31,BASE_CAPACITY_NEAR,interior,6015475.097823752,6015475.097823752,6015475.098948129,10001,0.0,0.00112437736243
EMP,31,BASE_CAPACITY_NEAR,interior,5909648.3037329605,5909648.3037329605,5909653.822675221,10001,0.0,5.518942260183394
GAUSSIAN,31,STRESS_ACTUAL_CLEAR,lower,5586425.540133598,5586425.540133598,5586425.540133598,10001,0.0,0.0
EMP,31,STRESS_ACTUAL_CLEAR,lower,5738777.0043239305,5738777.0043239305,5738777.0043239305,10001,0.0,0.0
GAUSSIAN,31,STRESS_ACTUAL_NEAR,lower,5376761.112765673,5376761.112765673,5376761.112765673,10001,0.0,0.0
EMP,31,STRESS_ACTUAL_NEAR,lower,5424382.643045354,5424382.643045354,5424382.643045354,10001,0.0,0.0
GAUSSIAN,31,STRESS_CONTRACT_NEAR_LOW,lower,5371706.990211627,5371706.990211627,5371706.990211627,10001,0.0,0.0
EMP,31,STRESS_CONTRACT_NEAR_LOW,lower,5403531.953429256,5403531.953429256,5403531.953429256,10001,0.0,0.0
GAUSSIAN,31,STRESS_CONTRACT_CLEAR,interior,5368581.952360794,5368581.952360796,5368581.953067325,10001,0.0,0.0007065311074256
EMP,31,STRESS_CONTRACT_CLEAR,interior,5320807.077260789,5320807.0772607885,5320807.0772607885,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,31,STRESS_CONTRACT_NEAR_HIGH,interior,5368581.952360794,5368581.952360794,5368581.952448588,10001,0.0,8.779391646385193e-05
EMP,31,STRESS_CONTRACT_NEAR_HIGH,interior,5320807.077260789,5320807.0772607885,5320807.0772607885,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,31,STRESS_CAPACITY_NEAR,interior,5368581.952360794,5368581.952360796,5368581.952418099,10001,0.0,5.730520933866501e-05
EMP,31,STRESS_CAPACITY_NEAR,interior,5320807.077260789,5320807.0772607885,5320807.0772607885,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,31,STRESS_CAPACITY_CLEAR,interior,5368581.952360794,5368581.952360796,5368581.962351506,10001,0.0,0.0099907116964459
EMP,31,STRESS_CAPACITY_CLEAR,interior,5320807.077260789,5320807.0772607885,5320807.0772607885,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,32,BASE_ACTUAL_NEAR,interior,5266187.709106107,5266187.709106107,5266187.749989948,10001,0.0,0.0408838409930467
EMP,32,BASE_ACTUAL_NEAR,interior,5267894.922419716,5267894.922419716,5267899.5877517285,10001,0.0,4.665332012809813
GAUSSIAN,32,BASE_CAPACITY_NEAR,interior,5266187.709106107,5266187.709106107,5266187.741349649,10001,0.0,0.0322435414418578
EMP,32,BASE_CAPACITY_NEAR,interior,5267894.922419716,5267894.922419716,5267898.812039235,10001,0.0,3.889619519002736
GAUSSIAN,32,STRESS_ACTUAL_CLEAR,lower,5344374.928713307,5344374.928713307,5344374.928713307,10001,0.0,0.0
EMP,32,STRESS_ACTUAL_CLEAR,lower,5337838.117269346,5337838.117269346,5337838.117269346,10001,0.0,0.0
GAUSSIAN,32,STRESS_ACTUAL_NEAR,lower,4839999.225072673,4839999.225072673,4839999.225072673,10001,0.0,0.0
EMP,32,STRESS_ACTUAL_NEAR,lower,4864226.337433102,4864226.337433102,4864226.337433102,10001,0.0,0.0
GAUSSIAN,32,STRESS_CONTRACT_NEAR_LOW,lower,4806790.946255384,4806790.946255384,4806790.946255384,10001,0.0,0.0
EMP,32,STRESS_CONTRACT_NEAR_LOW,lower,4843375.647817004,4843375.647817004,4843375.647817004,10001,0.0,0.0
GAUSSIAN,32,STRESS_CONTRACT_CLEAR,interior,4664129.376393349,4664129.376393349,4664129.420558143,10001,0.0,0.0441647944971919
EMP,32,STRESS_CONTRACT_CLEAR,interior,4683154.490658691,4683154.49065869,4683154.49065869,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,32,STRESS_CONTRACT_NEAR_HIGH,interior,4664129.376393349,4664129.376393349,4664129.376525264,10001,0.0,0.0001319153234362
EMP,32,STRESS_CONTRACT_NEAR_HIGH,interior,4683154.490658691,4683154.49065869,4683154.49065869,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,32,STRESS_CAPACITY_NEAR,interior,4664129.376393349,4664129.376393349,4664129.42912849,10001,0.0,0.0527351414784789
EMP,32,STRESS_CAPACITY_NEAR,interior,4683154.490658691,4683154.49065869,4683154.49065869,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,32,STRESS_CAPACITY_CLEAR,interior,4664129.376393349,4664129.376393349,4664129.396925819,10001,0.0,0.0205324701964855
EMP,32,STRESS_CAPACITY_CLEAR,interior,4683154.490658691,4683154.49065869,4683154.49065869,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,33,BASE_ACTUAL_NEAR,interior,5065023.890095815,5065023.890095815,5065023.890196301,10001,0.0,0.0001004859805107
EMP,33,BASE_ACTUAL_NEAR,interior,5093737.978724876,5093737.978724876,5093745.391234861,10001,0.0,7.412509984336793
GAUSSIAN,33,BASE_CAPACITY_NEAR,interior,5065023.890095815,5065023.890095815,5065023.9100794215,10001,0.0,0.0199836064130067
EMP,33,BASE_CAPACITY_NEAR,interior,5093737.978724876,5093737.978724876,5093745.992920779,10001,0.0,8.014195902273059
GAUSSIAN,33,STRESS_ACTUAL_CLEAR,lower,5337760.542121418,5337760.542121418,5337760.542121418,10001,0.0,0.0
EMP,33,STRESS_ACTUAL_CLEAR,lower,5336473.373620048,5336473.373620048,5336473.373620048,10001,0.0,0.0
GAUSSIAN,33,STRESS_ACTUAL_NEAR,lower,4779909.361498917,4779909.361498917,4779909.361498917,10001,0.0,0.0
EMP,33,STRESS_ACTUAL_NEAR,lower,4789815.592851717,4789815.592851717,4789815.592851717,10001,0.0,0.0
GAUSSIAN,33,STRESS_CONTRACT_NEAR_LOW,lower,4737506.399003452,4737506.399003452,4737506.399003452,10001,0.0,0.0
EMP,33,STRESS_CONTRACT_NEAR_LOW,lower,4751561.397025573,4751561.397025573,4751561.397025573,10001,0.0,0.0
GAUSSIAN,33,STRESS_CONTRACT_CLEAR,interior,4480820.217926662,4480820.217926663,4480820.223599146,10001,0.0,0.0056724837049841
EMP,33,STRESS_CONTRACT_CLEAR,interior,4513577.339242716,4513577.339242716,4513577.339242716,10001,0.0,0.0
GAUSSIAN,33,STRESS_CONTRACT_NEAR_HIGH,interior,4480820.217926662,4480820.217926663,4480820.238193076,10001,0.0,0.0202664136886596
EMP,33,STRESS_CONTRACT_NEAR_HIGH,interior,4513577.339242716,4513577.339242716,4513577.339242716,10001,0.0,0.0
GAUSSIAN,33,STRESS_CAPACITY_NEAR,interior,4480820.217926662,4480820.217926662,4480820.236752199,10001,0.0,0.0188255365937948
EMP,33,STRESS_CAPACITY_NEAR,interior,4513577.339242716,4513577.339242716,4513577.339242716,10001,0.0,0.0
GAUSSIAN,33,STRESS_CAPACITY_CLEAR,interior,4480820.217926662,4480820.217926662,4480820.248742037,10001,0.0,0.0308153750374913
EMP,33,STRESS_CAPACITY_CLEAR,interior,4513577.339242716,4513577.339242716,4513577.339242716,10001,0.0,0.0
GAUSSIAN,34,BASE_ACTUAL_NEAR,interior,6475456.988998616,6475456.988998616,6475456.990946902,10001,0.0,0.0019482858479022
EMP,34,BASE_ACTUAL_NEAR,interior,6090769.299542253,6090769.299542253,6090776.999876885,10001,0.0,7.700334631837904
GAUSSIAN,34,BASE_CAPACITY_NEAR,interior,6475456.988998616,6475456.988998616,6475456.991071716,10001,0.0,0.0020730998367071
EMP,34,BASE_CAPACITY_NEAR,interior,6090769.299542253,6090769.299542253,6090774.95053995,10001,0.0,5.650997697375715
GAUSSIAN,34,STRESS_ACTUAL_CLEAR,lower,5900389.766272912,5900389.766272912,5900389.766272912,10001,0.0,0.0
EMP,34,STRESS_ACTUAL_CLEAR,lower,6151424.907207498,6151424.907207498,6151424.907207498,10001,0.0,0.0
GAUSSIAN,34,STRESS_ACTUAL_NEAR,interior,5805507.37475824,5805507.37475824,5805507.378688161,10001,0.0,0.003929921425879
EMP,34,STRESS_ACTUAL_NEAR,lower,5795660.015632828,5795660.015632828,5795660.015632828,10001,0.0,0.0
GAUSSIAN,34,STRESS_CONTRACT_NEAR_LOW,interior,5805507.37475824,5805507.37475824,5805507.374885637,10001,0.0,0.0001273974776268
EMP,34,STRESS_CONTRACT_NEAR_LOW,lower,5764383.981208682,5764383.981208682,5764383.981208682,10001,0.0,0.0
GAUSSIAN,34,STRESS_CONTRACT_CLEAR,interior,5805507.37475824,5805507.37475824,5805507.378166164,10001,0.0,0.0034079244360327
EMP,34,STRESS_CONTRACT_CLEAR,interior,5513456.495593403,5513456.495593403,5513456.495593403,10001,0.0,0.0
GAUSSIAN,34,STRESS_CONTRACT_NEAR_HIGH,interior,5805507.37475824,5805507.37475824,5805507.383696036,10001,0.0,0.0089377965778112
EMP,34,STRESS_CONTRACT_NEAR_HIGH,interior,5513456.495593403,5513456.495593403,5513456.495593403,10001,0.0,0.0
GAUSSIAN,34,STRESS_CAPACITY_NEAR,interior,5805507.37475824,5805507.37475824,5805507.391692785,10001,0.0,0.0169345447793602
EMP,34,STRESS_CAPACITY_NEAR,interior,5513456.495593403,5513456.495593403,5513456.495593403,10001,0.0,0.0
GAUSSIAN,34,STRESS_CAPACITY_CLEAR,interior,5805507.37475824,5805507.374758239,5805507.375011867,10001,9.313225746154783e-10,0.000253627076745
EMP,34,STRESS_CAPACITY_CLEAR,interior,5513456.495593403,5513456.495593403,5513456.495593403,10001,0.0,0.0
GAUSSIAN,35,BASE_ACTUAL_NEAR,interior,6862875.7360501,6862875.7360501,6862875.750817359,10001,0.0,0.0147672593593597
EMP,35,BASE_ACTUAL_NEAR,interior,6188248.499901207,6188248.499901207,6188256.625303606,10001,0.0,8.12540239840746
GAUSSIAN,35,BASE_CAPACITY_NEAR,interior,6862875.7360501,6862875.7360501,6862875.739373269,10001,0.0,0.0033231684938073
EMP,35,BASE_CAPACITY_NEAR,interior,6188248.499901207,6188248.499901207,6188253.209742051,10001,0.0,4.709840843454003
GAUSSIAN,35,STRESS_ACTUAL_CLEAR,lower,6199002.810766128,6199002.810766128,6199002.810766128,10001,0.0,0.0
EMP,35,STRESS_ACTUAL_CLEAR,lower,6067539.713540329,6067539.713540329,6067539.713540329,10001,0.0,0.0
GAUSSIAN,35,STRESS_ACTUAL_NEAR,interior,6166248.47237295,6166248.47237295,6166248.496715064,10001,0.0,0.0243421141058206
EMP,35,STRESS_ACTUAL_NEAR,lower,5721306.513665611,5721306.513665611,5721306.513665611,10001,0.0,0.0
GAUSSIAN,35,STRESS_CONTRACT_NEAR_LOW,interior,6166248.47237295,6166248.47237295,6166248.490958856,10001,0.0,0.0185859063640236
EMP,35,STRESS_CONTRACT_NEAR_LOW,lower,5695243.151645488,5695243.151645488,5695243.151645488,10001,0.0,0.0
GAUSSIAN,35,STRESS_CONTRACT_CLEAR,interior,6166248.47237295,6166248.47237295,6166248.477165699,10001,0.0,0.0047927489504218
EMP,35,STRESS_CONTRACT_CLEAR,interior,5573299.802659118,5573299.802659118,5573299.802659118,10001,0.0,0.0
GAUSSIAN,35,STRESS_CONTRACT_NEAR_HIGH,interior,6166248.47237295,6166248.47237295,6166248.479041696,10001,0.0,0.0066687455400824
EMP,35,STRESS_CONTRACT_NEAR_HIGH,interior,5573299.802659118,5573299.802659118,5573299.802659118,10001,0.0,0.0
GAUSSIAN,35,STRESS_CAPACITY_NEAR,interior,6166248.47237295,6166248.47237295,6166248.481190033,10001,0.0,0.0088170832023024
EMP,35,STRESS_CAPACITY_NEAR,interior,5573299.802659118,5573299.802659118,5573299.802659118,10001,0.0,0.0
GAUSSIAN,35,STRESS_CAPACITY_CLEAR,interior,6166248.47237295,6166248.47237295,6166248.472468096,10001,0.0,9.514577686786652e-05
EMP,35,STRESS_CAPACITY_CLEAR,interior,5573299.802659118,5573299.802659118,5573299.802659118,10001,0.0,0.0
GAUSSIAN,36,BASE_ACTUAL_NEAR,interior,5755380.31433029,5755380.31433029,5755380.318874976,10001,0.0,0.0045446855947375
EMP,36,BASE_ACTUAL_NEAR,interior,5699292.551013149,5699292.551013149,5699303.113490214,10001,0.0,10.562477064318957
GAUSSIAN,36,BASE_CAPACITY_NEAR,interior,5755380.31433029,5755380.31433029,5755380.322068657,10001,0.0,0.0077383667230606
EMP,36,BASE_CAPACITY_NEAR,interior,5699292.551013149,5699292.551013149,5699300.409049736,10001,0.0,7.858036587014794
GAUSSIAN,36,STRESS_ACTUAL_CLEAR,lower,5437498.288427929,5437498.288427929,5437498.288427929,10001,0.0,0.0
EMP,36,STRESS_ACTUAL_CLEAR,lower,5544201.379369503,5544201.379369503,5544201.379369503,10001,0.0,0.0
GAUSSIAN,36,STRESS_ACTUAL_NEAR,lower,5137127.219684431,5137127.219684431,5137127.219684431,10001,0.0,0.0
EMP,36,STRESS_ACTUAL_NEAR,lower,5167863.036442194,5167863.036442194,5167863.036442194,10001,0.0,0.0
GAUSSIAN,36,STRESS_CONTRACT_NEAR_LOW,lower,5126773.429324379,5126773.429324379,5126773.429324379,10001,0.0,0.0
EMP,36,STRESS_CONTRACT_NEAR_LOW,lower,5147012.346826097,5147012.346826097,5147012.346826096,10001,9.313225746154783e-10,-9.313225746154783e-10
