distribution,replication_id,cell_id,solution_location,candidate_cost_cny,independent_cost_cny,grid_cost_cny,grid_points,excess_cost_cny,grid_excess_cny
GAUSSIAN,54,STRESS_ACTUAL_NEAR,lower,4758644.034723781,4758644.034723781,4758644.034723781,10001,0.0,0.0
EMP,54,STRESS_ACTUAL_NEAR,lower,4777958.180224212,4777958.180224212,4777958.180224212,10001,0.0,0.0
GAUSSIAN,54,STRESS_CONTRACT_NEAR_LOW,lower,4711705.578941907,4711705.578941907,4711705.578941907,10001,0.0,0.0
EMP,54,STRESS_CONTRACT_NEAR_LOW,lower,4736256.800992016,4736256.800992016,4736256.800992016,10001,0.0,0.0
GAUSSIAN,54,STRESS_CONTRACT_CLEAR,interior,4369912.841546508,4369912.841546508,4369912.873776018,10001,0.0,0.0322295101359486
EMP,54,STRESS_CONTRACT_CLEAR,interior,4384610.439632689,4384610.439632688,4384610.439632688,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,54,STRESS_CONTRACT_NEAR_HIGH,interior,4369912.841546508,4369912.841546508,4369912.877172138,10001,0.0,0.0356256300583481
EMP,54,STRESS_CONTRACT_NEAR_HIGH,interior,4384610.439632689,4384610.439632688,4384610.439632688,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,54,STRESS_CAPACITY_NEAR,interior,4369912.841546508,4369912.841546508,4369912.842345449,10001,0.0,0.0007989415898919
EMP,54,STRESS_CAPACITY_NEAR,interior,4384610.439632689,4384610.439632688,4384610.439632688,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,54,STRESS_CAPACITY_CLEAR,interior,4369912.841546508,4369912.841546508,4369912.843868559,10001,0.0,0.0023220516741275
EMP,54,STRESS_CAPACITY_CLEAR,interior,4384610.439632689,4384610.439632688,4384610.439632688,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,55,BASE_ACTUAL_NEAR,interior,6164262.602909349,6164262.60290935,6164262.612723583,10001,0.0,0.0098142344504594
EMP,55,BASE_ACTUAL_NEAR,interior,5989548.88925442,5989548.88925442,5989553.631834902,10001,0.0,4.742580481804907
GAUSSIAN,55,BASE_CAPACITY_NEAR,interior,6164262.602909349,6164262.60290935,6164262.61661231,10001,0.0,0.0137029606848955
EMP,55,BASE_CAPACITY_NEAR,interior,5989548.88925442,5989548.88925442,5989556.774549847,10001,0.0,7.885295426473021
GAUSSIAN,55,STRESS_ACTUAL_CLEAR,lower,5675209.955873541,5675209.955873541,5675209.955873541,10001,0.0,0.0
EMP,55,STRESS_ACTUAL_CLEAR,lower,5831912.660548484,5831912.660548484,5831912.660548484,10001,0.0,0.0
GAUSSIAN,55,STRESS_ACTUAL_NEAR,lower,5510434.580427865,5510434.580427865,5510434.580427865,10001,0.0,0.0
EMP,55,STRESS_ACTUAL_NEAR,lower,5536726.034698757,5536726.034698757,5536726.034698757,10001,0.0,0.0
GAUSSIAN,55,STRESS_CONTRACT_NEAR_LOW,lower,5508690.363251455,5508690.363251455,5508690.363251455,10001,0.0,0.0
EMP,55,STRESS_CONTRACT_NEAR_LOW,lower,5515875.34508266,5515875.34508266,5515875.34508266,10001,0.0,0.0
GAUSSIAN,55,STRESS_CONTRACT_CLEAR,interior,5508597.549488988,5508597.549488988,5508597.56715738,10001,0.0,0.017668392509222
EMP,55,STRESS_CONTRACT_CLEAR,interior,5391465.752630763,5391465.752630762,5391465.752630762,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,55,STRESS_CONTRACT_NEAR_HIGH,interior,5508597.549488988,5508597.549488988,5508597.569047683,10001,0.0,0.0195586951449513
EMP,55,STRESS_CONTRACT_NEAR_HIGH,interior,5391465.752630763,5391465.752630762,5391465.752630762,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,55,STRESS_CAPACITY_NEAR,interior,5508597.549488988,5508597.549488988,5508597.571002008,10001,0.0,0.02151302061975
EMP,55,STRESS_CAPACITY_NEAR,interior,5391465.752630763,5391465.752630762,5391465.752630762,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,55,STRESS_CAPACITY_CLEAR,interior,5508597.549488988,5508597.549488987,5508597.553828761,10001,9.313225746154783e-10,0.0043397732079029
EMP,55,STRESS_CAPACITY_CLEAR,interior,5391465.752630763,5391465.752630762,5391465.752630762,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,56,BASE_ACTUAL_NEAR,interior,5947591.96817855,5947591.968178551,5947591.986672981,10001,0.0,0.0184944309294223
EMP,56,BASE_ACTUAL_NEAR,interior,5941828.946627799,5941828.946627799,5941829.349780888,10001,0.0,0.4031530888751149
GAUSSIAN,56,BASE_CAPACITY_NEAR,interior,5947591.96817855,5947591.968178551,5947591.968541376,10001,0.0,0.0003628265112638
EMP,56,BASE_CAPACITY_NEAR,interior,5941828.946627799,5941828.946627799,5941829.911937431,10001,0.0,0.9653096310794352
GAUSSIAN,56,STRESS_ACTUAL_CLEAR,lower,5506551.44100167,5506551.44100167,5506551.44100167,10001,0.0,0.0
EMP,56,STRESS_ACTUAL_CLEAR,lower,5565856.152740721,5565856.152740721,5565856.152740721,10001,0.0,0.0
GAUSSIAN,56,STRESS_ACTUAL_NEAR,lower,5290738.290405522,5290738.290405522,5290738.290405522,10001,0.0,0.0
EMP,56,STRESS_ACTUAL_NEAR,lower,5333458.170127992,5333458.170127992,5333458.170127992,10001,0.0,0.0
GAUSSIAN,56,STRESS_CONTRACT_NEAR_LOW,lower,5288466.670219909,5288466.670219909,5288466.670219909,10001,0.0,0.0
EMP,56,STRESS_CONTRACT_NEAR_LOW,lower,5323032.825319944,5323032.825319944,5323032.825319944,10001,0.0,0.0
GAUSSIAN,56,STRESS_CONTRACT_CLEAR,interior,5288368.386446841,5288368.386446841,5288368.387869588,10001,0.0,0.0014227470383048
EMP,56,STRESS_CONTRACT_CLEAR,interior,5305547.762233999,5305547.762233999,5305547.762233999,10001,0.0,0.0
GAUSSIAN,56,STRESS_CONTRACT_NEAR_HIGH,interior,5288368.386446841,5288368.386446841,5288368.386752656,10001,0.0,0.0003058146685361
EMP,56,STRESS_CONTRACT_NEAR_HIGH,interior,5305547.762233999,5305547.762233999,5305547.762233999,10001,0.0,0.0
GAUSSIAN,56,STRESS_CAPACITY_NEAR,interior,5288368.386446841,5288368.386446841,5288368.386452725,10001,0.0,5.884096026420593e-06
EMP,56,STRESS_CAPACITY_NEAR,interior,5305547.762233999,5305547.762233999,5305547.762233999,10001,0.0,0.0
GAUSSIAN,56,STRESS_CAPACITY_CLEAR,interior,5288368.386446841,5288368.386446841,5288368.3976831,10001,0.0,0.0112362587824463
EMP,56,STRESS_CAPACITY_CLEAR,interior,5305547.762233999,5305547.762233999,5305547.762233999,10001,0.0,0.0
GAUSSIAN,57,BASE_ACTUAL_NEAR,interior,5686829.2063583145,5686829.2063583145,5686829.206362464,10001,0.0,4.149973392486572e-06
EMP,57,BASE_ACTUAL_NEAR,interior,5549073.473837934,5549073.473837934,5549083.930304482,10001,0.0,10.456466547213497
GAUSSIAN,57,BASE_CAPACITY_NEAR,interior,5686829.2063583145,5686829.2063583145,5686829.2109580245,10001,0.0,0.0045997099950909
EMP,57,BASE_CAPACITY_NEAR,interior,5549073.473837934,5549073.473837934,5549073.581152971,10001,0.0,0.1073150364682078
GAUSSIAN,57,STRESS_ACTUAL_CLEAR,lower,5428173.381649494,5428173.381649494,5428173.381649494,10001,0.0,0.0
EMP,57,STRESS_ACTUAL_CLEAR,lower,5600449.063720736,5600449.063720736,5600449.063720736,10001,0.0,0.0
GAUSSIAN,57,STRESS_ACTUAL_NEAR,lower,5098886.637456855,5098886.637456855,5098886.637456855,10001,0.0,0.0
EMP,57,STRESS_ACTUAL_NEAR,lower,5126095.87495451,5126095.87495451,5126095.87495451,10001,0.0,0.0
GAUSSIAN,57,STRESS_CONTRACT_NEAR_LOW,lower,5084640.748597851,5084640.748597851,5084640.748597851,10001,0.0,0.0
EMP,57,STRESS_CONTRACT_NEAR_LOW,lower,5089121.469446445,5089121.469446445,5089121.469446445,10001,0.0,0.0
GAUSSIAN,57,STRESS_CONTRACT_CLEAR,interior,5056974.968867437,5056974.968867437,5056974.97218411,10001,0.0,0.0033166734501719
EMP,57,STRESS_CONTRACT_CLEAR,interior,4939101.112524383,4939101.112524383,4939101.112524383,10001,0.0,0.0
GAUSSIAN,57,STRESS_CONTRACT_NEAR_HIGH,interior,5056974.968867437,5056974.968867438,5056974.986527766,10001,0.0,0.017660329118371
EMP,57,STRESS_CONTRACT_NEAR_HIGH,interior,4939101.112524383,4939101.112524383,4939101.112524383,10001,0.0,0.0
GAUSSIAN,57,STRESS_CAPACITY_NEAR,interior,5056974.968867437,5056974.968867437,5056975.000116367,10001,0.0,0.0312489299103617
EMP,57,STRESS_CAPACITY_NEAR,interior,4939101.112524383,4939101.112524383,4939101.112524383,10001,0.0,0.0
GAUSSIAN,57,STRESS_CAPACITY_CLEAR,interior,5056974.968867437,5056974.968867437,5056974.969751852,10001,0.0,0.0008844146504998
EMP,57,STRESS_CAPACITY_CLEAR,interior,4939101.112524383,4939101.112524383,4939101.112524383,10001,0.0,0.0
GAUSSIAN,58,BASE_ACTUAL_NEAR,interior,6356456.437145708,6356456.437145707,6356456.437494763,10001,9.313225746154783e-10,0.000349055044353
EMP,58,BASE_ACTUAL_NEAR,interior,6370711.347208319,6370711.347208319,6370721.770502502,10001,0.0,10.423294182866812
GAUSSIAN,58,BASE_CAPACITY_NEAR,interior,6356456.437145708,6356456.437145708,6356456.437156295,10001,0.0,1.058727502822876e-05
EMP,58,BASE_CAPACITY_NEAR,interior,6370711.347208319,6370711.347208319,6370721.461435846,10001,0.0,10.114227526821196
GAUSSIAN,58,STRESS_ACTUAL_CLEAR,lower,5724004.714573094,5724004.714573094,5724004.714573094,10001,0.0,0.0
EMP,58,STRESS_ACTUAL_CLEAR,lower,5797744.670623845,5797744.670623845,5797744.670623845,10001,0.0,0.0
GAUSSIAN,58,STRESS_ACTUAL_NEAR,interior,5658034.931123387,5658034.931123388,5658034.956379326,10001,0.0,0.0252559389919042
EMP,58,STRESS_ACTUAL_NEAR,lower,5697072.865598221,5697072.865598221,5697072.865598221,10001,0.0,0.0
GAUSSIAN,58,STRESS_CONTRACT_NEAR_LOW,interior,5658034.931123387,5658034.931123387,5658034.941052474,10001,0.0,0.0099290870130062
EMP,58,STRESS_CONTRACT_NEAR_LOW,interior,5697072.865598221,5697072.865598221,5697072.865598221,10001,0.0,0.0
GAUSSIAN,58,STRESS_CONTRACT_CLEAR,interior,5658034.931123387,5658034.931123387,5658034.931295093,10001,0.0,0.0001717060804367
EMP,58,STRESS_CONTRACT_CLEAR,interior,5697072.865598221,5697072.865598221,5697072.865598221,10001,0.0,0.0
GAUSSIAN,58,STRESS_CONTRACT_NEAR_HIGH,interior,5658034.931123387,5658034.931123387,5658034.9608724015,10001,0.0,0.0297490144148468
EMP,58,STRESS_CONTRACT_NEAR_HIGH,interior,5697072.865598221,5697072.865598221,5697072.865598221,10001,0.0,0.0
GAUSSIAN,58,STRESS_CAPACITY_NEAR,interior,5658034.931123387,5658034.931123387,5658034.931131602,10001,0.0,8.215196430683136e-06
EMP,58,STRESS_CAPACITY_NEAR,interior,5697072.865598221,5697072.865598221,5697072.865598221,10001,0.0,0.0
GAUSSIAN,58,STRESS_CAPACITY_CLEAR,interior,5658034.931123387,5658034.931123387,5658034.935249424,10001,0.0,0.0041260365396738
EMP,58,STRESS_CAPACITY_CLEAR,interior,5697072.865598221,5697072.865598221,5697072.865598221,10001,0.0,0.0
GAUSSIAN,59,BASE_ACTUAL_NEAR,interior,5423391.538625944,5423391.538625945,5423391.539713857,10001,0.0,0.0010879123583436
EMP,59,BASE_ACTUAL_NEAR,interior,5356579.947061256,5356579.947061256,5356590.235672816,10001,0.0,10.28861156012863
GAUSSIAN,59,BASE_CAPACITY_NEAR,interior,5423391.538625944,5423391.538625944,5423391.5389032,10001,0.0,0.0002772556617856
EMP,59,BASE_CAPACITY_NEAR,interior,5356579.947061256,5356579.947061256,5356581.423524004,10001,0.0,1.476462747901678
GAUSSIAN,59,STRESS_ACTUAL_CLEAR,lower,5354456.9786319565,5354456.9786319565,5354456.9786319565,10001,0.0,0.0
EMP,59,STRESS_ACTUAL_CLEAR,lower,5407094.258478339,5407094.258478339,5407094.258478339,10001,0.0,0.0
GAUSSIAN,59,STRESS_ACTUAL_NEAR,lower,4903139.615486977,4903139.615486977,4903139.615486977,10001,0.0,0.0
EMP,59,STRESS_ACTUAL_NEAR,lower,4982140.399703169,4982140.399703169,4982140.399703169,10001,0.0,0.0
GAUSSIAN,59,STRESS_CONTRACT_NEAR_LOW,lower,4877943.108518618,4877943.108518618,4877943.108518618,10001,0.0,0.0
EMP,59,STRESS_CONTRACT_NEAR_LOW,lower,4950864.365279023,4950864.365279023,4950864.365279023,10001,0.0,0.0
GAUSSIAN,59,STRESS_CONTRACT_CLEAR,interior,4804248.378637331,4804248.378637331,4804248.389345892,10001,0.0,0.0107085611671209
EMP,59,STRESS_CONTRACT_CLEAR,interior,4751806.093383859,4751806.093383859,4751806.093383859,10001,0.0,0.0
GAUSSIAN,59,STRESS_CONTRACT_NEAR_HIGH,interior,4804248.378637331,4804248.378637331,4804248.382999117,10001,0.0,0.0043617859482765
EMP,59,STRESS_CONTRACT_NEAR_HIGH,interior,4751806.093383859,4751806.093383859,4751806.093383859,10001,0.0,0.0
GAUSSIAN,59,STRESS_CAPACITY_NEAR,interior,4804248.378637331,4804248.378637331,4804248.425991315,10001,0.0,0.0473539847880601
EMP,59,STRESS_CAPACITY_NEAR,interior,4751806.093383859,4751806.093383859,4751806.093383859,10001,0.0,0.0
GAUSSIAN,59,STRESS_CAPACITY_CLEAR,interior,4804248.378637331,4804248.378637331,4804248.398723675,10001,0.0,0.0200863443315029
EMP,59,STRESS_CAPACITY_CLEAR,interior,4751806.093383859,4751806.093383859,4751806.093383859,10001,0.0,0.0
GAUSSIAN,60,BASE_ACTUAL_NEAR,interior,5799637.048987191,5799637.048987191,5799637.061777893,10001,0.0,0.0127907022833824
EMP,60,BASE_ACTUAL_NEAR,interior,5760348.938902675,5760348.938902675,5760356.713515553,10001,0.0,7.774612877517939
GAUSSIAN,60,BASE_CAPACITY_NEAR,interior,5799637.048987191,5799637.048987192,5799637.049049402,10001,0.0,6.221048533916473e-05
EMP,60,BASE_CAPACITY_NEAR,interior,5760348.938902675,5760348.938902675,5760359.275186718,10001,0.0,10.33628404326737
GAUSSIAN,60,STRESS_ACTUAL_CLEAR,lower,5481430.932640041,5481430.932640041,5481430.932640041,10001,0.0,0.0
EMP,60,STRESS_ACTUAL_CLEAR,lower,5564040.591242093,5564040.591242093,5564040.591242093,10001,0.0,0.0
GAUSSIAN,60,STRESS_ACTUAL_NEAR,lower,5196237.125645765,5196237.125645765,5196237.125645765,10001,0.0,0.0
EMP,60,STRESS_ACTUAL_NEAR,lower,5231716.266389399,5231716.266389399,5231716.266389399,10001,0.0,0.0
GAUSSIAN,60,STRESS_CONTRACT_NEAR_LOW,lower,5185063.272338484,5185063.272338484,5185063.272338484,10001,0.0,0.0
EMP,60,STRESS_CONTRACT_NEAR_LOW,lower,5216078.2491773255,5216078.2491773255,5216078.2491773255,10001,0.0,0.0
GAUSSIAN,60,STRESS_CONTRACT_CLEAR,interior,5166707.544668064,5166707.544668064,5166707.546318649,10001,0.0,0.0016505848616361
EMP,60,STRESS_CONTRACT_CLEAR,interior,5158244.400130434,5158244.400130434,5158244.400130434,10001,0.0,0.0
GAUSSIAN,60,STRESS_CONTRACT_NEAR_HIGH,interior,5166707.544668064,5166707.544668064,5166707.563815289,10001,0.0,0.0191472247242927
EMP,60,STRESS_CONTRACT_NEAR_HIGH,interior,5158244.400130434,5158244.400130434,5158244.400130434,10001,0.0,0.0
GAUSSIAN,60,STRESS_CAPACITY_NEAR,interior,5166707.544668064,5166707.544668064,5166707.560412896,10001,0.0,0.0157448314130306
EMP,60,STRESS_CAPACITY_NEAR,interior,5158244.400130434,5158244.400130434,5158244.400130434,10001,0.0,0.0
GAUSSIAN,60,STRESS_CAPACITY_CLEAR,interior,5166707.544668064,5166707.544668064,5166707.54755094,10001,0.0,0.0028828755021095
EMP,60,STRESS_CAPACITY_CLEAR,interior,5158244.400130434,5158244.400130434,5158244.400130434,10001,0.0,0.0
GAUSSIAN,61,BASE_ACTUAL_NEAR,interior,5435755.454691316,5435755.454691316,5435755.454758849,10001,0.0,6.75329938530922e-05
EMP,61,BASE_ACTUAL_NEAR,interior,5394324.4191616345,5394324.4191616345,5394325.511593378,10001,0.0,1.0924317436292768
GAUSSIAN,61,BASE_CAPACITY_NEAR,interior,5435755.454691316,5435755.454691316,5435755.454797033,10001,0.0,0.0001057172194123
EMP,61,BASE_CAPACITY_NEAR,interior,5394324.4191616345,5394324.4191616345,5394326.514769995,10001,0.0,2.095608360134065
GAUSSIAN,61,STRESS_ACTUAL_CLEAR,lower,5361915.501268329,5361915.501268329,5361915.501268329,10001,0.0,0.0
EMP,61,STRESS_ACTUAL_CLEAR,lower,5432718.075032318,5432718.075032318,5432718.075032318,10001,0.0,0.0
GAUSSIAN,61,STRESS_ACTUAL_NEAR,lower,4923232.342069241,4923232.342069241,4923232.342069241,10001,0.0,0.0
EMP,61,STRESS_ACTUAL_NEAR,lower,4988068.030485999,4988068.030485999,4988068.030485999,10001,0.0,0.0
GAUSSIAN,61,STRESS_CONTRACT_NEAR_LOW,lower,4898504.920814514,4898504.920814514,4898504.920814514,10001,0.0,0.0
EMP,61,STRESS_CONTRACT_NEAR_LOW,lower,4956791.996061852,4956791.996061852,4956791.996061852,10001,0.0,0.0
GAUSSIAN,61,STRESS_CONTRACT_CLEAR,interior,4820541.133524968,4820541.133524968,4820541.138048572,10001,0.0,0.0045236032456159
EMP,61,STRESS_CONTRACT_CLEAR,interior,4810090.507754131,4810090.50775413,4810090.50775413,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,61,STRESS_CONTRACT_NEAR_HIGH,interior,4820541.133524968,4820541.133524968,4820541.138365524,10001,0.0,0.0048405556008219
EMP,61,STRESS_CONTRACT_NEAR_HIGH,interior,4810090.507754131,4810090.50775413,4810090.50775413,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,61,STRESS_CAPACITY_NEAR,interior,4820541.133524968,4820541.133524968,4820541.138687964,10001,0.0,0.0051629953086376
EMP,61,STRESS_CAPACITY_NEAR,interior,4810090.507754131,4810090.50775413,4810090.50775413,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,61,STRESS_CAPACITY_CLEAR,interior,4820541.133524968,4820541.133524968,4820541.143232876,10001,0.0,0.0097079081460833
EMP,61,STRESS_CAPACITY_CLEAR,interior,4810090.507754131,4810090.50775413,4810090.50775413,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,62,BASE_ACTUAL_NEAR,interior,6068280.757342745,6068280.757342745,6068280.766626557,10001,0.0,0.0092838127166032
EMP,62,BASE_ACTUAL_NEAR,interior,5922265.196342393,5922265.196342393,5922270.607030271,10001,0.0,5.41068787779659
GAUSSIAN,62,BASE_CAPACITY_NEAR,interior,6068280.757342745,6068280.757342745,6068280.781587401,10001,0.0,0.0242446567863225
EMP,62,BASE_CAPACITY_NEAR,interior,5922265.196342393,5922265.196342393,5922271.385011149,10001,0.0,6.188668755814433
GAUSSIAN,62,STRESS_ACTUAL_CLEAR,lower,5580744.279426237,5580744.279426237,5580744.279426237,10001,0.0,0.0
EMP,62,STRESS_ACTUAL_CLEAR,lower,5732615.333106412,5732615.333106412,5732615.333106412,10001,0.0,0.0
GAUSSIAN,62,STRESS_ACTUAL_NEAR,lower,5405326.788323794,5405326.788323794,5405326.788323794,10001,0.0,0.0
EMP,62,STRESS_ACTUAL_NEAR,lower,5376929.3978916295,5376929.3978916295,5376929.3978916295,10001,0.0,0.0
GAUSSIAN,62,STRESS_CONTRACT_NEAR_LOW,interior,5404933.429344498,5404933.429344498,5404933.432362551,10001,0.0,0.0030180532485246
EMP,62,STRESS_CONTRACT_NEAR_LOW,lower,5356419.078291247,5356419.078291247,5356419.078291247,10001,0.0,0.0
GAUSSIAN,62,STRESS_CONTRACT_CLEAR,interior,5404933.429344498,5404933.429344498,5404933.449332344,10001,0.0,0.019987846724689
EMP,62,STRESS_CONTRACT_CLEAR,interior,5299566.672854962,5299566.672854962,5299566.672854962,10001,0.0,0.0
GAUSSIAN,62,STRESS_CONTRACT_NEAR_HIGH,interior,5404933.429344498,5404933.429344498,5404933.429427497,10001,0.0,8.299946784973145e-05
EMP,62,STRESS_CONTRACT_NEAR_HIGH,interior,5299566.672854962,5299566.672854962,5299566.672854962,10001,0.0,0.0
GAUSSIAN,62,STRESS_CAPACITY_NEAR,interior,5404933.429344498,5404933.429344497,5404933.444003128,10001,9.313225746154783e-10,0.0146586308255791
EMP,62,STRESS_CAPACITY_NEAR,interior,5299566.672854962,5299566.672854962,5299566.672854962,10001,0.0,0.0
GAUSSIAN,62,STRESS_CAPACITY_CLEAR,interior,5404933.429344498,5404933.429344497,5404933.43082425,10001,9.313225746154783e-10,0.0014797523617744
EMP,62,STRESS_CAPACITY_CLEAR,interior,5299566.672854962,5299566.672854962,5299566.672854962,10001,0.0,0.0
GAUSSIAN,63,BASE_ACTUAL_NEAR,interior,6516488.575803811,6516488.575803811,6516488.578266453,10001,0.0,0.0024626422673463
EMP,63,BASE_ACTUAL_NEAR,interior,6327722.390211177,6327722.390211177,6327726.703282834,10001,0.0,4.31307165697217
GAUSSIAN,63,BASE_CAPACITY_NEAR,interior,6516488.575803811,6516488.575803811,6516488.575806406,10001,0.0,2.595596015453338e-06
EMP,63,BASE_CAPACITY_NEAR,interior,6327722.390211177,6327722.390211177,6327731.246495341,10001,0.0,8.85628416389227
GAUSSIAN,63,STRESS_ACTUAL_CLEAR,lower,5896122.367085086,5896122.367085086,5896122.367085086,10001,0.0,0.0
EMP,63,STRESS_ACTUAL_CLEAR,lower,6000528.9455622565,6000528.9455622565,6000528.9455622565,10001,0.0,0.0
GAUSSIAN,63,STRESS_ACTUAL_NEAR,interior,5829675.242836503,5829675.242836503,5829675.267540914,10001,0.0,0.0247044106945395
EMP,63,STRESS_ACTUAL_NEAR,lower,5718848.341008028,5718848.341008028,5718848.341008028,10001,0.0,0.0
GAUSSIAN,63,STRESS_CONTRACT_NEAR_LOW,interior,5829675.242836503,5829675.242836502,5829675.251375066,10001,9.313225746154783e-10,0.0085385628044605
EMP,63,STRESS_CONTRACT_NEAR_LOW,lower,5703210.323795956,5703210.323795956,5703210.323795956,10001,0.0,0.0
GAUSSIAN,63,STRESS_CONTRACT_CLEAR,interior,5829675.242836503,5829675.242836503,5829675.242895505,10001,0.0,5.900207906961441e-05
EMP,63,STRESS_CONTRACT_CLEAR,interior,5679302.159441025,5679302.159441025,5679302.159441025,10001,0.0,0.0
GAUSSIAN,63,STRESS_CONTRACT_NEAR_HIGH,interior,5829675.242836503,5829675.242836503,5829675.261507391,10001,0.0,0.0186708876863122
EMP,63,STRESS_CONTRACT_NEAR_HIGH,interior,5679302.159441025,5679302.159441025,5679302.159441025,10001,0.0,0.0
GAUSSIAN,63,STRESS_CAPACITY_NEAR,interior,5829675.242836503,5829675.242836503,5829675.244603026,10001,0.0,0.0017665224149823
EMP,63,STRESS_CAPACITY_NEAR,interior,5679302.159441025,5679302.159441025,5679302.159441025,10001,0.0,0.0
GAUSSIAN,63,STRESS_CAPACITY_CLEAR,interior,5829675.242836503,5829675.242836502,5829675.250113279,10001,9.313225746154783e-10,0.0072767753154039
EMP,63,STRESS_CAPACITY_CLEAR,interior,5679302.159441025,5679302.159441025,5679302.159441025,10001,0.0,0.0
GAUSSIAN,64,BASE_ACTUAL_NEAR,interior,5626659.609559515,5626659.609559514,5626659.622120315,10001,9.313225746154783e-10,0.0125608006492257
EMP,64,BASE_ACTUAL_NEAR,interior,5632667.300935023,5632667.300935023,5632673.976764924,10001,0.0,6.675829900428653
GAUSSIAN,64,BASE_CAPACITY_NEAR,interior,5626659.609559515,5626659.609559514,5626659.611358394,10001,9.313225746154783e-10,0.0017988793551921
EMP,64,BASE_CAPACITY_NEAR,interior,5632667.300935023,5632667.300935023,5632670.08302475,10001,0.0,2.782089726999402
GAUSSIAN,64,STRESS_ACTUAL_CLEAR,lower,5400898.201348414,5400898.201348414,5400898.201348414,10001,0.0,0.0
EMP,64,STRESS_ACTUAL_CLEAR,lower,5457411.341712065,5457411.341712065,5457411.341712065,10001,0.0,0.0
GAUSSIAN,64,STRESS_ACTUAL_NEAR,lower,5044510.98533511,5044510.98533511,5044510.98533511,10001,0.0,0.0
EMP,64,STRESS_ACTUAL_NEAR,lower,5087229.623152082,5087229.623152082,5087229.623152082,10001,0.0,0.0
GAUSSIAN,64,STRESS_CONTRACT_NEAR_LOW,lower,5028589.108154318,5028589.108154318,5028589.108154318,10001,0.0,0.0
EMP,64,STRESS_CONTRACT_NEAR_LOW,lower,5071591.6059400095,5071591.6059400095,5071591.6059400095,10001,0.0,0.0
GAUSSIAN,64,STRESS_CONTRACT_CLEAR,interior,4996733.936006809,4996733.936006809,4996733.957052733,10001,0.0,0.0210459241643548
EMP,64,STRESS_CONTRACT_CLEAR,interior,5018250.862095476,5018250.862095476,5018250.862095476,10001,0.0,0.0
GAUSSIAN,64,STRESS_CONTRACT_NEAR_HIGH,interior,4996733.936006809,4996733.936006809,4996733.958405019,10001,0.0,0.0223982101306319
EMP,64,STRESS_CONTRACT_NEAR_HIGH,interior,5018250.862095476,5018250.862095476,5018250.862095476,10001,0.0,0.0
GAUSSIAN,64,STRESS_CAPACITY_NEAR,interior,4996733.936006809,4996733.936006809,4996733.937347021,10001,0.0,0.0013402123004198
EMP,64,STRESS_CAPACITY_NEAR,interior,5018250.862095476,5018250.862095476,5018250.862095476,10001,0.0,0.0
GAUSSIAN,64,STRESS_CAPACITY_CLEAR,interior,4996733.936006809,4996733.936006809,4996733.967247447,10001,0.0,0.0312406383454799
EMP,64,STRESS_CAPACITY_CLEAR,interior,5018250.862095476,5018250.862095476,5018250.862095476,10001,0.0,0.0
GAUSSIAN,65,BASE_ACTUAL_NEAR,interior,5605629.2323205145,5605629.232320515,5605629.232618777,10001,0.0,0.0002982625737786
EMP,65,BASE_ACTUAL_NEAR,interior,5592068.539266044,5592068.539266044,5592077.422819475,10001,0.0,8.883553430438042
GAUSSIAN,65,BASE_CAPACITY_NEAR,interior,5605629.2323205145,5605629.2323205145,5605629.251863496,10001,0.0,0.0195429818704724
EMP,65,BASE_CAPACITY_NEAR,interior,5592068.539266044,5592068.539266044,5592074.417125306,10001,0.0,5.87785926181823
GAUSSIAN,65,STRESS_ACTUAL_CLEAR,lower,5392882.51747218,5392882.51747218,5392882.51747218,10001,0.0,0.0
EMP,65,STRESS_ACTUAL_CLEAR,lower,5465190.167554431,5465190.167554431,5465190.167554431,10001,0.0,0.0
GAUSSIAN,65,STRESS_ACTUAL_NEAR,lower,5026450.044937007,5026450.044937007,5026450.044937007,10001,0.0,0.0
EMP,65,STRESS_ACTUAL_NEAR,lower,5074558.341406545,5074558.341406545,5074558.341406545,10001,0.0,0.0
GAUSSIAN,65,STRESS_CONTRACT_NEAR_LOW,lower,5009825.626202818,5009825.626202818,5009825.626202818,10001,0.0,0.0
EMP,65,STRESS_CONTRACT_NEAR_LOW,lower,5053455.736408937,5053455.736408937,5053455.736408937,10001,0.0,0.0
GAUSSIAN,65,STRESS_CONTRACT_CLEAR,interior,4975942.59163011,4975942.59163011,4975942.595028317,10001,0.0,0.0033982070162892
EMP,65,STRESS_CONTRACT_CLEAR,interior,4980636.809697779,4980636.809697778,4980636.809697778,10001,9.313225746154783e-10,-9.313225746154783e-10
