replication_id,method_id,q99_relative_error,mean_relative_error,stoploss_relative_error,regret_cny_per_month
31,EVENT-EMP,0.0789485283436897,0.0112640606396181,0.09127641319900531,19447.884100056355
31,GEV,0.1680255133190186,0.013569461658816,0.1177742232021193,19447.884100056355
31,KDE,0.0003615518860545,0.013524479006411,0.273458376426052,19447.884100056355
31,TAIL,0.0492899259963036,0.0269934758493375,0.19315372672849807,10997.292586217945
32,EMP,0.3287083499801027,0.0693225921785713,0.6841905413271758,87012.00613459449
32,EVENT-EMP,0.3287083499801027,0.0450813233654474,0.6247354134849021,8017.144689187097
32,GEV,0.2757042529370433,0.0693225921787403,0.6705938503751567,73837.16229431953
32,KDE,0.2911157606261803,0.0693225921785713,0.6212642744058956,71491.59537088995
32,TAIL,0.2550883192429415,0.0490110052848951,0.6118071980605932,10690.433723406555
33,EMP,0.3741771059802413,0.095221477823687,0.8272742566730458,81753.67357279401
33,EVENT-EMP,0.3741771059802413,0.0932694327423585,0.8400707660870348,88322.1131881703
33,GEV,0.3087932709127299,0.0952214778236872,0.8014024656586145,92688.05076755997
33,KDE,0.3319476128179034,0.0952214778236868,0.7795054300529399,85948.85485767863
33,TAIL,0.2509542908251935,0.0859819260055294,0.712911476426813,92122.74106441211
34,EMP,0.1515505276424491,0.0121227509571698,0.5666206098367598,14817.900658757942
34,EVENT-EMP,0.1515505276424491,0.0056846454716788,0.46341323219861663,10036.11448167906
34,GEV,0.4394225259408392,0.0101637686367142,0.4749289994048087,14817.900658757942
34,KDE,0.2224793818748004,0.0121287982500298,0.8635279872433472,14817.900658757942
34,TAIL,0.0450771395095899,0.0256529299777855,0.19291144032312257,9721.296743289256
35,EMP,0.4793053949896746,0.0469320229288542,0.4988302619402807,14817.900658757942
35,EVENT-EMP,0.4793053949896746,0.0390102156519988,0.5906676517247358,14817.900658757942
35,GEV,0.4143121727026738,0.0454870097730578,0.573135238633921,14817.900658757942
35,KDE,0.5611552023736006,0.0469602323744571,1.0766964283018072,14817.900658757942
35,TAIL,0.24169409459647773,0.0346796081206648,0.5150698259086445,14817.900658757942
36,EMP,0.160541037804179,0.014714820992699,0.2419497961122212,7933.737433092979
36,EVENT-EMP,0.160541037804179,0.029010396713689504,0.2789997345589839,7933.737433092979
36,GEV,0.0825448167295661,0.014714821000002999,0.20085485102086809,8117.7241957541555
36,KDE,0.1179473385411724,0.0147148209926966,0.10124025505446306,7850.305944741393
36,TAIL,0.081197757573845,0.031033783466840097,0.2648725411404078,10572.746217947453
37,EMP,0.0912400540732082,0.0182824048722276,0.19671608721206457,28785.54529624184
37,EVENT-EMP,0.0912400540732082,0.0108048073678983,0.14839231169828457,19447.884100056355
37,GEV,0.1065470323906234,0.0182824895555103,0.17759923864861185,28785.54529624184
37,KDE,0.0336191171437302,0.0182823769438555,0.34314103411840374,28785.54529624184
37,TAIL,0.023520101074061,0.0181585311486669,0.050906200285102156,10713.741633733114
38,EMP,0.0659509686605858,0.0215997761951999,0.08799543410868046,14051.307577571417
38,EVENT-EMP,0.0659509686605858,0.0030343293442259,0.014896777282497001,3259.5488712250567
38,GEV,0.0276523341449342,0.0215997176370092,0.11245089044421973,14051.307577571417
38,KDE,0.0188163977066124,0.0215997761967018,0.2620263538455532,14817.900658757942
38,TAIL,0.0369610106977559,0.0078151258952539,0.09332704567002685,3259.8093469250534
39,EMP,0.2587125731178106,0.0379076124747125,0.31582429885385815,13142.453616155623
39,EVENT-EMP,0.2587125731178106,0.0240773974666136,0.28643870831979235,8972.168098956658
39,GEV,0.0759464725895825,0.0379076155488193,0.30103678820787605,12578.475748285031
39,KDE,0.1864962085989856,0.0379076124747121,0.2138987282708307,9895.949699536897
39,TAIL,0.0512965132178998,0.0245952116788324,0.1758302935513364,10175.68985991242
40,EMP,0.1442327679941301,0.0445471832286708,0.4091166161741724,21898.76828925684
40,EVENT-EMP,0.1442327679941301,0.06222493111113011,0.4201096039644139,22665.361370443366
40,GEV,0.0732614193766288,0.0445479652008044,0.3866636335130103,17773.60166324613
40,KDE,0.1061815108739698,0.04454718322867,0.3029552654934451,11752.263047748866
40,TAIL,0.1201782866817002,0.0620030205545145,0.44060242462495736,22150.446307063725
41,EMP,0.2512119963270289,0.0101489241683794,0.1471674370006661,15299.307213950487
41,EVENT-EMP,0.2512119963270289,0.0139521379142914,0.1396686950815037,34991.554427847994
41,GEV,0.1921017111854485,0.0101489242108581,0.11588170750757934,11925.686251625935
41,KDE,0.181160182415068,0.010148924169399,0.18851958108618333,14817.900658757942
41,TAIL,0.0717304245875594,0.0200606864955083,0.22353604293307963,14817.900658757942
42,EMP,0.0185421616742032,0.0059369110446669,0.1473678431412363,10036.11448167906
42,EVENT-EMP,0.0185421616742032,0.013539200607272,0.06322514456799862,5771.039201044995
42,GEV,0.0772738944067655,0.0059368774213384,0.19970476415470506,10036.11448167906
42,KDE,0.0351411895929631,0.0059369247482332,0.36891159869757545,10036.11448167906
42,TAIL,0.11636857760634062,0.0325651050532563,0.35182142965582885,14817.900658757942
43,EMP,0.1875343616123497,0.0312541250938983,0.17787350464650567,14051.307577571417
43,EVENT-EMP,0.1875343616123497,0.0227632260433448,0.11480594470173432,14051.307577571417
43,GEV,0.1229942080019167,0.0312541250938989,0.1547912620817555,14051.307577571417
43,KDE,0.1416856610685192,0.0312541250939003,0.2546564887246945,16263.85867988608
43,TAIL,0.083812389842646,0.0421820598362875,0.3628532844262841,14817.900658757942
