replication_id,history,cap,baseline,delta
86,24,UNCAPPED,EMP-JOINT,3.382710778154774e-14
87,12,BINDING,KDE-MC-JOINT,0.0
87,12,BINDING,EMP-JOINT,0.0
87,12,DISTANT,KDE-MC-JOINT,0.0
87,12,DISTANT,EMP-JOINT,0.0
87,12,Q999,KDE-MC-JOINT,0.0
87,12,Q999,EMP-JOINT,0.0
87,12,UNCAPPED,KDE-MC-JOINT,0.0
87,12,UNCAPPED,EMP-JOINT,0.0
87,24,BINDING,KDE-MC-JOINT,0.0
87,24,BINDING,EMP-JOINT,0.0
87,24,DISTANT,KDE-MC-JOINT,0.0
87,24,DISTANT,EMP-JOINT,0.0
87,24,Q999,KDE-MC-JOINT,0.0
87,24,Q999,EMP-JOINT,0.0
87,24,UNCAPPED,KDE-MC-JOINT,0.0
87,24,UNCAPPED,EMP-JOINT,0.0
88,12,BINDING,KDE-MC-JOINT,0.0
88,12,BINDING,EMP-JOINT,0.0
88,12,DISTANT,KDE-MC-JOINT,0.0
88,12,DISTANT,EMP-JOINT,0.0
88,12,Q999,KDE-MC-JOINT,0.0
88,12,Q999,EMP-JOINT,0.0
88,12,UNCAPPED,KDE-MC-JOINT,0.0
88,12,UNCAPPED,EMP-JOINT,0.0
88,24,BINDING,KDE-MC-JOINT,0.0
88,24,BINDING,EMP-JOINT,0.0
88,24,DISTANT,KDE-MC-JOINT,0.0
88,24,DISTANT,EMP-JOINT,0.0
88,24,Q999,KDE-MC-JOINT,0.0
88,24,Q999,EMP-JOINT,0.0
88,24,UNCAPPED,KDE-MC-JOINT,-2.6666666666666665
88,24,UNCAPPED,EMP-JOINT,-2.6666666666666665
89,12,BINDING,KDE-MC-JOINT,6.4465051534205005
89,12,BINDING,EMP-JOINT,6.4465051534205005
89,12,DISTANT,KDE-MC-JOINT,7.8598972563295995
89,12,DISTANT,EMP-JOINT,7.8598972563295995
89,12,Q999,KDE-MC-JOINT,7.6127820471328675
89,12,Q999,EMP-JOINT,7.6127820471328675
89,12,UNCAPPED,KDE-MC-JOINT,7.999999999999969
89,12,UNCAPPED,EMP-JOINT,7.999999999999969
89,24,BINDING,KDE-MC-JOINT,1.0274436816001329
89,24,BINDING,EMP-JOINT,3.1762787327403332
89,24,DISTANT,KDE-MC-JOINT,2.7126262968654
89,24,DISTANT,EMP-JOINT,2.7126262968654
89,24,Q999,KDE-MC-JOINT,2.7936905453849663
89,24,Q999,EMP-JOINT,2.7936905453849663
89,24,UNCAPPED,KDE-MC-JOINT,2.6666666666666665
89,24,UNCAPPED,EMP-JOINT,2.6666666666666665
90,12,BINDING,KDE-MC-JOINT,0.0
90,12,BINDING,EMP-JOINT,0.0
90,12,DISTANT,KDE-MC-JOINT,0.0
90,12,DISTANT,EMP-JOINT,0.0
90,12,Q999,KDE-MC-JOINT,0.0
90,12,Q999,EMP-JOINT,0.0
90,12,UNCAPPED,KDE-MC-JOINT,0.0
90,12,UNCAPPED,EMP-JOINT,0.0
90,24,BINDING,KDE-MC-JOINT,0.0
90,24,BINDING,EMP-JOINT,0.0
90,24,DISTANT,KDE-MC-JOINT,0.0
90,24,DISTANT,EMP-JOINT,0.0
90,24,Q999,KDE-MC-JOINT,0.0
90,24,Q999,EMP-JOINT,0.0
90,24,UNCAPPED,KDE-MC-JOINT,0.0
90,24,UNCAPPED,EMP-JOINT,0.0
91,12,BINDING,KDE-MC-JOINT,6.4465051534205005
91,12,BINDING,EMP-JOINT,9.622783886160834
91,12,DISTANT,KDE-MC-JOINT,10.572523553195
91,12,DISTANT,EMP-JOINT,7.8598972563295995
91,12,Q999,KDE-MC-JOINT,7.6127820471328675
91,12,Q999,EMP-JOINT,7.6127820471328675
91,12,UNCAPPED,KDE-MC-JOINT,10.666666666666636
91,12,UNCAPPED,EMP-JOINT,7.999999999999969
91,24,BINDING,KDE-MC-JOINT,2.1488350511402
91,24,BINDING,EMP-JOINT,2.1488350511402
91,24,DISTANT,KDE-MC-JOINT,2.6199657521099002
91,24,DISTANT,EMP-JOINT,-0.09266054475549987
91,24,Q999,KDE-MC-JOINT,-0.2560965296739665
91,24,Q999,EMP-JOINT,-0.2560965296739665
91,24,UNCAPPED,KDE-MC-JOINT,3.382710778154774e-14
91,24,UNCAPPED,EMP-JOINT,2.6666666666667003
92,12,BINDING,KDE-MC-JOINT,0.0
92,12,BINDING,EMP-JOINT,0.0
92,12,DISTANT,KDE-MC-JOINT,0.0
92,12,DISTANT,EMP-JOINT,0.0
92,12,Q999,KDE-MC-JOINT,0.0
92,12,Q999,EMP-JOINT,0.0
92,12,UNCAPPED,KDE-MC-JOINT,0.0
92,12,UNCAPPED,EMP-JOINT,0.0
92,24,BINDING,KDE-MC-JOINT,0.0
92,24,BINDING,EMP-JOINT,0.0
92,24,DISTANT,KDE-MC-JOINT,-2.6199657521099002
92,24,DISTANT,EMP-JOINT,-2.6199657521099002
92,24,Q999,KDE-MC-JOINT,-2.537594015711
92,24,Q999,EMP-JOINT,0.0
92,24,UNCAPPED,KDE-MC-JOINT,0.0
92,24,UNCAPPED,EMP-JOINT,0.0
93,12,BINDING,KDE-MC-JOINT,0.0
93,12,BINDING,EMP-JOINT,0.0
93,12,DISTANT,KDE-MC-JOINT,0.0
93,12,DISTANT,EMP-JOINT,0.0
93,12,Q999,KDE-MC-JOINT,0.0
93,12,Q999,EMP-JOINT,0.0
93,12,UNCAPPED,KDE-MC-JOINT,0.0
93,12,UNCAPPED,EMP-JOINT,0.0
93,24,BINDING,KDE-MC-JOINT,-3.1762787327403332
93,24,BINDING,EMP-JOINT,-3.1762787327403332
93,24,DISTANT,KDE-MC-JOINT,2.7126262968654
93,24,DISTANT,EMP-JOINT,0.0
93,24,Q999,KDE-MC-JOINT,-2.7936905453849663
93,24,Q999,EMP-JOINT,-2.7936905453849663
93,24,UNCAPPED,KDE-MC-JOINT,-2.6666666666666665
93,24,UNCAPPED,EMP-JOINT,-2.6666666666666665
94,12,BINDING,KDE-MC-JOINT,7.473948835020634
94,12,BINDING,EMP-JOINT,7.473948835020634
94,12,DISTANT,KDE-MC-JOINT,7.952557801085098
94,12,DISTANT,EMP-JOINT,7.952557801085098
94,12,Q999,KDE-MC-JOINT,7.868878576806834
94,12,Q999,EMP-JOINT,7.868878576806834
94,12,UNCAPPED,KDE-MC-JOINT,7.999999999999934
94,12,UNCAPPED,EMP-JOINT,7.999999999999934
94,24,BINDING,KDE-MC-JOINT,-1.0274436816001329
94,24,BINDING,EMP-JOINT,-1.0274436816001329
94,24,DISTANT,KDE-MC-JOINT,-2.7126262968654
94,24,DISTANT,EMP-JOINT,-2.7126262968654
94,24,Q999,KDE-MC-JOINT,-2.7936905453849663
94,24,Q999,EMP-JOINT,-2.7936905453849663
94,24,UNCAPPED,KDE-MC-JOINT,3.382710778154774e-14
94,24,UNCAPPED,EMP-JOINT,3.382710778154774e-14
95,12,BINDING,KDE-MC-JOINT,0.0
95,12,BINDING,EMP-JOINT,0.0
95,12,DISTANT,KDE-MC-JOINT,0.0
95,12,DISTANT,EMP-JOINT,0.0
95,12,Q999,KDE-MC-JOINT,0.0
95,12,Q999,EMP-JOINT,0.0
95,12,UNCAPPED,KDE-MC-JOINT,0.0
95,12,UNCAPPED,EMP-JOINT,0.0
95,24,BINDING,KDE-MC-JOINT,0.0
95,24,BINDING,EMP-JOINT,0.0
95,24,DISTANT,KDE-MC-JOINT,0.0
95,24,DISTANT,EMP-JOINT,0.0
95,24,Q999,KDE-MC-JOINT,0.0
95,24,Q999,EMP-JOINT,0.0
95,24,UNCAPPED,KDE-MC-JOINT,0.0
95,24,UNCAPPED,EMP-JOINT,0.0
96,12,BINDING,KDE-MC-JOINT,-2.1488350511402
96,12,BINDING,EMP-JOINT,-2.1488350511402
96,12,DISTANT,KDE-MC-JOINT,-10.572523553195
96,12,DISTANT,EMP-JOINT,-2.6199657521099002
96,12,Q999,KDE-MC-JOINT,0.2560965296739665
96,12,Q999,EMP-JOINT,0.2560965296739665
96,12,UNCAPPED,KDE-MC-JOINT,-3.382710778154774e-14
96,12,UNCAPPED,EMP-JOINT,-7.999999999999969
96,24,BINDING,KDE-MC-JOINT,3.1762787327403332
96,24,BINDING,EMP-JOINT,3.1762787327403332
96,24,DISTANT,KDE-MC-JOINT,2.7126262968654
96,24,DISTANT,EMP-JOINT,2.7126262968654
96,24,Q999,KDE-MC-JOINT,0.0
96,24,Q999,EMP-JOINT,2.7936905453849663
96,24,UNCAPPED,KDE-MC-JOINT,0.0
96,24,UNCAPPED,EMP-JOINT,2.6666666666666665
97,12,BINDING,KDE-MC-JOINT,0.0
97,12,BINDING,EMP-JOINT,0.0
97,12,DISTANT,KDE-MC-JOINT,0.0
97,12,DISTANT,EMP-JOINT,0.0
97,12,Q999,KDE-MC-JOINT,0.0
97,12,Q999,EMP-JOINT,2.537594015711
97,12,UNCAPPED,KDE-MC-JOINT,0.0
97,12,UNCAPPED,EMP-JOINT,0.0
97,24,BINDING,KDE-MC-JOINT,0.0
97,24,BINDING,EMP-JOINT,0.0
97,24,DISTANT,KDE-MC-JOINT,0.0
97,24,DISTANT,EMP-JOINT,0.0
97,24,Q999,KDE-MC-JOINT,0.0
97,24,Q999,EMP-JOINT,0.0
97,24,UNCAPPED,KDE-MC-JOINT,0.0
97,24,UNCAPPED,EMP-JOINT,0.0
98,12,BINDING,KDE-MC-JOINT,0.0
98,12,BINDING,EMP-JOINT,0.0
98,12,DISTANT,KDE-MC-JOINT,0.0
98,12,DISTANT,EMP-JOINT,0.0
98,12,Q999,KDE-MC-JOINT,0.0
98,12,Q999,EMP-JOINT,0.0
98,12,UNCAPPED,KDE-MC-JOINT,0.0
98,12,UNCAPPED,EMP-JOINT,-2.6666666666667003
98,24,BINDING,KDE-MC-JOINT,2.1488350511402
98,24,BINDING,EMP-JOINT,2.1488350511402
98,24,DISTANT,KDE-MC-JOINT,2.6199657521099002
98,24,DISTANT,EMP-JOINT,2.6199657521099002
98,24,Q999,KDE-MC-JOINT,2.537594015711
98,24,Q999,EMP-JOINT,2.537594015711
98,24,UNCAPPED,KDE-MC-JOINT,2.6666666666667003
98,24,UNCAPPED,EMP-JOINT,2.6666666666667003
99,12,BINDING,KDE-MC-JOINT,0.0
99,12,BINDING,EMP-JOINT,0.0
99,12,DISTANT,KDE-MC-JOINT,-7.952557801085098
99,12,DISTANT,EMP-JOINT,-7.952557801085098
99,12,Q999,KDE-MC-JOINT,0.0
99,12,Q999,EMP-JOINT,0.0
99,12,UNCAPPED,KDE-MC-JOINT,-7.999999999999934
99,12,UNCAPPED,EMP-JOINT,-7.999999999999934
99,24,BINDING,KDE-MC-JOINT,0.0
99,24,BINDING,EMP-JOINT,0.0
99,24,DISTANT,KDE-MC-JOINT,0.0
99,24,DISTANT,EMP-JOINT,0.0
99,24,Q999,KDE-MC-JOINT,0.0
99,24,Q999,EMP-JOINT,0.0
99,24,UNCAPPED,KDE-MC-JOINT,0.0
99,24,UNCAPPED,EMP-JOINT,0.0
100,12,BINDING,KDE-MC-JOINT,-9.622783886160834
100,12,BINDING,EMP-JOINT,-9.622783886160834
100,12,DISTANT,KDE-MC-JOINT,-7.952557801085098
100,12,DISTANT,EMP-JOINT,-7.952557801085098
100,12,Q999,KDE-MC-JOINT,-10.406472592517833
100,12,Q999,EMP-JOINT,-10.406472592517833
100,12,UNCAPPED,KDE-MC-JOINT,-10.666666666666636
100,12,UNCAPPED,EMP-JOINT,-10.666666666666636
100,24,BINDING,KDE-MC-JOINT,0.0
100,24,BINDING,EMP-JOINT,0.0
100,24,DISTANT,KDE-MC-JOINT,0.0
100,24,DISTANT,EMP-JOINT,0.0
100,24,Q999,KDE-MC-JOINT,0.0
100,24,Q999,EMP-JOINT,0.0
100,24,UNCAPPED,KDE-MC-JOINT,0.0
100,24,UNCAPPED,EMP-JOINT,0.0
101,12,BINDING,KDE-MC-JOINT,7.473948835020634
101,12,BINDING,EMP-JOINT,7.473948835020634
101,12,DISTANT,KDE-MC-JOINT,7.952557801085098
101,12,DISTANT,EMP-JOINT,7.952557801085098
101,12,Q999,KDE-MC-JOINT,7.868878576806834
101,12,Q999,EMP-JOINT,7.868878576806834
101,12,UNCAPPED,KDE-MC-JOINT,7.999999999999934
101,12,UNCAPPED,EMP-JOINT,7.999999999999934
101,24,BINDING,KDE-MC-JOINT,2.1488350511402
101,24,BINDING,EMP-JOINT,2.1488350511402
101,24,DISTANT,KDE-MC-JOINT,10.572523553195
101,24,DISTANT,EMP-JOINT,10.572523553195
101,24,Q999,KDE-MC-JOINT,0.0
101,24,Q999,EMP-JOINT,0.0
101,24,UNCAPPED,KDE-MC-JOINT,2.6666666666667003
101,24,UNCAPPED,EMP-JOINT,2.6666666666667003
102,12,BINDING,KDE-MC-JOINT,0.0
102,12,BINDING,EMP-JOINT,0.0
102,12,DISTANT,KDE-MC-JOINT,0.0
102,12,DISTANT,EMP-JOINT,0.0
102,12,Q999,KDE-MC-JOINT,0.0
102,12,Q999,EMP-JOINT,0.0
102,12,UNCAPPED,KDE-MC-JOINT,0.0
102,12,UNCAPPED,EMP-JOINT,0.0
102,24,BINDING,KDE-MC-JOINT,7.473948835020634
102,24,BINDING,EMP-JOINT,9.622783886160834
102,24,DISTANT,KDE-MC-JOINT,10.572523553195
102,24,DISTANT,EMP-JOINT,10.572523553195
102,24,Q999,KDE-MC-JOINT,10.406472592517833
102,24,Q999,EMP-JOINT,10.406472592517833
102,24,UNCAPPED,KDE-MC-JOINT,10.666666666666636
102,24,UNCAPPED,EMP-JOINT,7.999999999999934
103,12,BINDING,KDE-MC-JOINT,0.0
103,12,BINDING,EMP-JOINT,0.0
103,12,DISTANT,KDE-MC-JOINT,0.0
103,12,DISTANT,EMP-JOINT,0.0
103,12,Q999,KDE-MC-JOINT,0.0
103,12,Q999,EMP-JOINT,0.0
103,12,UNCAPPED,KDE-MC-JOINT,0.0
103,12,UNCAPPED,EMP-JOINT,0.0
103,24,BINDING,KDE-MC-JOINT,0.0
103,24,BINDING,EMP-JOINT,0.0
103,24,DISTANT,KDE-MC-JOINT,0.0
103,24,DISTANT,EMP-JOINT,0.0
103,24,Q999,KDE-MC-JOINT,0.0
103,24,Q999,EMP-JOINT,0.0
103,24,UNCAPPED,KDE-MC-JOINT,0.0
103,24,UNCAPPED,EMP-JOINT,0.0
104,12,BINDING,KDE-MC-JOINT,0.0
104,12,BINDING,EMP-JOINT,0.0
104,12,DISTANT,KDE-MC-JOINT,0.0
104,12,DISTANT,EMP-JOINT,0.0
104,12,Q999,KDE-MC-JOINT,0.0
104,12,Q999,EMP-JOINT,0.0
104,12,UNCAPPED,KDE-MC-JOINT,0.0
104,12,UNCAPPED,EMP-JOINT,0.0
104,24,BINDING,KDE-MC-JOINT,0.0
104,24,BINDING,EMP-JOINT,0.0
104,24,DISTANT,KDE-MC-JOINT,0.0
104,24,DISTANT,EMP-JOINT,0.0
104,24,Q999,KDE-MC-JOINT,0.0
104,24,Q999,EMP-JOINT,0.0
104,24,UNCAPPED,KDE-MC-JOINT,0.0
104,24,UNCAPPED,EMP-JOINT,0.0
105,12,BINDING,KDE-MC-JOINT,-9.622783886160834
105,12,BINDING,EMP-JOINT,-9.622783886160834
105,12,DISTANT,KDE-MC-JOINT,-10.572523553195
105,12,DISTANT,EMP-JOINT,-10.572523553195
105,12,Q999,KDE-MC-JOINT,-2.537594015711
105,12,Q999,EMP-JOINT,-10.406472592517833
105,12,UNCAPPED,KDE-MC-JOINT,-10.666666666666636
105,12,UNCAPPED,EMP-JOINT,-10.666666666666636
105,24,BINDING,KDE-MC-JOINT,-7.473948835020634
105,24,BINDING,EMP-JOINT,-7.473948835020634
105,24,DISTANT,KDE-MC-JOINT,0.0
105,24,DISTANT,EMP-JOINT,0.0
105,24,Q999,KDE-MC-JOINT,-7.868878576806834
105,24,Q999,EMP-JOINT,0.0
105,24,UNCAPPED,KDE-MC-JOINT,-10.666666666666636
105,24,UNCAPPED,EMP-JOINT,-10.666666666666636
106,12,BINDING,KDE-MC-JOINT,0.0
106,12,BINDING,EMP-JOINT,0.0
106,12,DISTANT,KDE-MC-JOINT,0.0
106,12,DISTANT,EMP-JOINT,0.0
106,12,Q999,KDE-MC-JOINT,0.0
106,12,Q999,EMP-JOINT,0.0
106,12,UNCAPPED,KDE-MC-JOINT,0.0
106,12,UNCAPPED,EMP-JOINT,0.0
106,24,BINDING,KDE-MC-JOINT,0.0
106,24,BINDING,EMP-JOINT,7.473948835020634
106,24,DISTANT,KDE-MC-JOINT,7.952557801085098
106,24,DISTANT,EMP-JOINT,7.952557801085098
106,24,Q999,KDE-MC-JOINT,7.868878576806834
106,24,Q999,EMP-JOINT,0.0
106,24,UNCAPPED,KDE-MC-JOINT,7.999999999999934
106,24,UNCAPPED,EMP-JOINT,7.999999999999934
107,12,BINDING,KDE-MC-JOINT,9.622783886160834
107,12,BINDING,EMP-JOINT,9.622783886160834
107,12,DISTANT,KDE-MC-JOINT,10.572523553195
107,12,DISTANT,EMP-JOINT,10.572523553195
107,12,Q999,KDE-MC-JOINT,10.406472592517833
107,12,Q999,EMP-JOINT,10.406472592517833
107,12,UNCAPPED,KDE-MC-JOINT,10.666666666666636
107,12,UNCAPPED,EMP-JOINT,10.666666666666636
107,24,BINDING,KDE-MC-JOINT,-3.1762787327403332
107,24,BINDING,EMP-JOINT,-3.1762787327403332
107,24,DISTANT,KDE-MC-JOINT,-2.7126262968654
107,24,DISTANT,EMP-JOINT,-2.7126262968654
107,24,Q999,KDE-MC-JOINT,0.0
107,24,Q999,EMP-JOINT,0.0
107,24,UNCAPPED,KDE-MC-JOINT,0.0
107,24,UNCAPPED,EMP-JOINT,0.0
108,12,BINDING,KDE-MC-JOINT,9.622783886160834
108,12,BINDING,EMP-JOINT,9.622783886160834
108,12,DISTANT,KDE-MC-JOINT,10.572523553195
108,12,DISTANT,EMP-JOINT,10.572523553195
108,12,Q999,KDE-MC-JOINT,10.406472592517833
108,12,Q999,EMP-JOINT,10.406472592517833
108,12,UNCAPPED,KDE-MC-JOINT,10.666666666666636
108,12,UNCAPPED,EMP-JOINT,10.666666666666636
108,24,BINDING,KDE-MC-JOINT,0.0
108,24,BINDING,EMP-JOINT,0.0
108,24,DISTANT,KDE-MC-JOINT,0.0
108,24,DISTANT,EMP-JOINT,0.0
108,24,Q999,KDE-MC-JOINT,0.0
108,24,Q999,EMP-JOINT,0.0
108,24,UNCAPPED,KDE-MC-JOINT,0.0
108,24,UNCAPPED,EMP-JOINT,0.0
109,12,BINDING,KDE-MC-JOINT,0.0
109,12,BINDING,EMP-JOINT,0.0
109,12,DISTANT,KDE-MC-JOINT,0.0
109,12,DISTANT,EMP-JOINT,0.0
109,12,Q999,KDE-MC-JOINT,0.0
109,12,Q999,EMP-JOINT,0.0
109,12,UNCAPPED,KDE-MC-JOINT,0.0
109,12,UNCAPPED,EMP-JOINT,0.0
109,24,BINDING,KDE-MC-JOINT,3.1762787327403332
109,24,BINDING,EMP-JOINT,0.0
109,24,DISTANT,KDE-MC-JOINT,0.0
109,24,DISTANT,EMP-JOINT,0.0
109,24,Q999,KDE-MC-JOINT,0.0
109,24,Q999,EMP-JOINT,0.0
109,24,UNCAPPED,KDE-MC-JOINT,0.0
109,24,UNCAPPED,EMP-JOINT,0.0
110,12,BINDING,KDE-MC-JOINT,-6.4465051534205005
110,12,BINDING,EMP-JOINT,-6.4465051534205005
110,12,DISTANT,KDE-MC-JOINT,-7.8598972563295995
110,12,DISTANT,EMP-JOINT,-7.8598972563295995
110,12,Q999,KDE-MC-JOINT,-7.6127820471328675
110,12,Q999,EMP-JOINT,-7.6127820471328675
110,12,UNCAPPED,KDE-MC-JOINT,-7.999999999999969
110,12,UNCAPPED,EMP-JOINT,-7.999999999999969
110,24,BINDING,KDE-MC-JOINT,-3.1762787327403332
110,24,BINDING,EMP-JOINT,-3.1762787327403332
110,24,DISTANT,KDE-MC-JOINT,0.0
110,24,DISTANT,EMP-JOINT,0.0
110,24,Q999,KDE-MC-JOINT,-2.7936905453849663
110,24,Q999,EMP-JOINT,-2.7936905453849663
110,24,UNCAPPED,KDE-MC-JOINT,2.6666666666666665
110,24,UNCAPPED,EMP-JOINT,2.6666666666666665
111,12,BINDING,KDE-MC-JOINT,0.0
111,12,BINDING,EMP-JOINT,0.0
111,12,DISTANT,KDE-MC-JOINT,0.0
111,12,DISTANT,EMP-JOINT,0.0
111,12,Q999,KDE-MC-JOINT,0.0
111,12,Q999,EMP-JOINT,0.0
111,12,UNCAPPED,KDE-MC-JOINT,0.0
111,12,UNCAPPED,EMP-JOINT,0.0
111,24,BINDING,KDE-MC-JOINT,-3.1762787327403332
111,24,BINDING,EMP-JOINT,-3.1762787327403332
111,24,DISTANT,KDE-MC-JOINT,0.0
111,24,DISTANT,EMP-JOINT,0.0
111,24,Q999,KDE-MC-JOINT,0.0
111,24,Q999,EMP-JOINT,0.0
111,24,UNCAPPED,KDE-MC-JOINT,0.0
111,24,UNCAPPED,EMP-JOINT,0.0
112,12,BINDING,KDE-MC-JOINT,0.0
112,12,BINDING,EMP-JOINT,0.0
112,12,DISTANT,KDE-MC-JOINT,0.0
112,12,DISTANT,EMP-JOINT,0.0
112,12,Q999,KDE-MC-JOINT,0.0
112,12,Q999,EMP-JOINT,0.0
112,12,UNCAPPED,KDE-MC-JOINT,0.0
112,12,UNCAPPED,EMP-JOINT,0.0
112,24,BINDING,KDE-MC-JOINT,0.0
112,24,BINDING,EMP-JOINT,0.0
112,24,DISTANT,KDE-MC-JOINT,0.0
112,24,DISTANT,EMP-JOINT,0.0
112,24,Q999,KDE-MC-JOINT,0.0
112,24,Q999,EMP-JOINT,0.0
112,24,UNCAPPED,KDE-MC-JOINT,0.0
112,24,UNCAPPED,EMP-JOINT,0.0
113,12,BINDING,KDE-MC-JOINT,0.0
113,12,BINDING,EMP-JOINT,0.0
113,12,DISTANT,KDE-MC-JOINT,0.0
113,12,DISTANT,EMP-JOINT,0.0
113,12,Q999,KDE-MC-JOINT,0.0
113,12,Q999,EMP-JOINT,0.0
113,12,UNCAPPED,KDE-MC-JOINT,0.0
113,12,UNCAPPED,EMP-JOINT,0.0
113,24,BINDING,KDE-MC-JOINT,0.0
113,24,BINDING,EMP-JOINT,0.0
113,24,DISTANT,KDE-MC-JOINT,0.0
113,24,DISTANT,EMP-JOINT,0.0
113,24,Q999,KDE-MC-JOINT,0.0
113,24,Q999,EMP-JOINT,0.0
113,24,UNCAPPED,KDE-MC-JOINT,0.0
113,24,UNCAPPED,EMP-JOINT,0.0
114,12,BINDING,KDE-MC-JOINT,-7.473948835020634
114,12,BINDING,EMP-JOINT,-7.473948835020634
114,12,DISTANT,KDE-MC-JOINT,-10.572523553195
114,12,DISTANT,EMP-JOINT,-10.572523553195
114,12,Q999,KDE-MC-JOINT,-7.868878576806834
114,12,Q999,EMP-JOINT,-7.868878576806834
114,12,UNCAPPED,KDE-MC-JOINT,-7.999999999999934
114,12,UNCAPPED,EMP-JOINT,-7.999999999999934
114,24,BINDING,KDE-MC-JOINT,0.0
114,24,BINDING,EMP-JOINT,0.0
114,24,DISTANT,KDE-MC-JOINT,-7.952557801085098
114,24,DISTANT,EMP-JOINT,-7.952557801085098
114,24,Q999,KDE-MC-JOINT,-7.868878576806834
114,24,Q999,EMP-JOINT,-7.868878576806834
114,24,UNCAPPED,KDE-MC-JOINT,-7.999999999999934
114,24,UNCAPPED,EMP-JOINT,-7.999999999999934
115,12,BINDING,KDE-MC-JOINT,0.0
115,12,BINDING,EMP-JOINT,0.0
115,12,DISTANT,KDE-MC-JOINT,0.0
115,12,DISTANT,EMP-JOINT,0.0
115,12,Q999,KDE-MC-JOINT,0.0
115,12,Q999,EMP-JOINT,0.0
115,12,UNCAPPED,KDE-MC-JOINT,0.0
115,12,UNCAPPED,EMP-JOINT,0.0
115,24,BINDING,KDE-MC-JOINT,0.0
115,24,BINDING,EMP-JOINT,0.0
115,24,DISTANT,KDE-MC-JOINT,0.0
115,24,DISTANT,EMP-JOINT,0.0
115,24,Q999,KDE-MC-JOINT,0.0
115,24,Q999,EMP-JOINT,0.0
115,24,UNCAPPED,KDE-MC-JOINT,0.0
115,24,UNCAPPED,EMP-JOINT,0.0
116,12,BINDING,KDE-MC-JOINT,1.0274436816001329
116,12,BINDING,EMP-JOINT,1.0274436816001329
116,12,DISTANT,KDE-MC-JOINT,2.6199657521099002
116,12,DISTANT,EMP-JOINT,2.6199657521099002
116,12,Q999,KDE-MC-JOINT,0.0
116,12,Q999,EMP-JOINT,0.0
116,12,UNCAPPED,KDE-MC-JOINT,0.0
116,12,UNCAPPED,EMP-JOINT,0.0
116,24,BINDING,KDE-MC-JOINT,-9.622783886160834
116,24,BINDING,EMP-JOINT,-9.622783886160834
116,24,DISTANT,KDE-MC-JOINT,-10.572523553195
116,24,DISTANT,EMP-JOINT,-10.572523553195
116,24,Q999,KDE-MC-JOINT,-10.406472592517833
116,24,Q999,EMP-JOINT,-10.406472592517833
116,24,UNCAPPED,KDE-MC-JOINT,-7.999999999999934
116,24,UNCAPPED,EMP-JOINT,-7.999999999999934
117,12,BINDING,KDE-MC-JOINT,0.0
117,12,BINDING,EMP-JOINT,0.0
117,12,DISTANT,KDE-MC-JOINT,0.0
117,12,DISTANT,EMP-JOINT,0.0
117,12,Q999,KDE-MC-JOINT,0.0
117,12,Q999,EMP-JOINT,0.0
117,12,UNCAPPED,KDE-MC-JOINT,0.0
117,12,UNCAPPED,EMP-JOINT,0.0
117,24,BINDING,KDE-MC-JOINT,0.0
117,24,BINDING,EMP-JOINT,0.0
117,24,DISTANT,KDE-MC-JOINT,0.0
117,24,DISTANT,EMP-JOINT,0.0
117,24,Q999,KDE-MC-JOINT,0.0
117,24,Q999,EMP-JOINT,0.0
117,24,UNCAPPED,KDE-MC-JOINT,0.0
117,24,UNCAPPED,EMP-JOINT,0.0
118,12,BINDING,KDE-MC-JOINT,9.622783886160834
118,12,BINDING,EMP-JOINT,9.622783886160834
118,12,DISTANT,KDE-MC-JOINT,10.572523553195
118,12,DISTANT,EMP-JOINT,10.572523553195
118,12,Q999,KDE-MC-JOINT,10.406472592517833
118,12,Q999,EMP-JOINT,10.406472592517833
118,12,UNCAPPED,KDE-MC-JOINT,10.666666666666636
118,12,UNCAPPED,EMP-JOINT,10.666666666666636
118,24,BINDING,KDE-MC-JOINT,2.1488350511402
118,24,BINDING,EMP-JOINT,0.0
118,24,DISTANT,KDE-MC-JOINT,2.6199657521099002
118,24,DISTANT,EMP-JOINT,0.0
118,24,Q999,KDE-MC-JOINT,0.0
118,24,Q999,EMP-JOINT,2.537594015711
118,24,UNCAPPED,KDE-MC-JOINT,0.0
118,24,UNCAPPED,EMP-JOINT,0.0
119,12,BINDING,KDE-MC-JOINT,0.0
119,12,BINDING,EMP-JOINT,0.0
119,12,DISTANT,KDE-MC-JOINT,0.0
119,12,DISTANT,EMP-JOINT,0.0
119,12,Q999,KDE-MC-JOINT,0.0
119,12,Q999,EMP-JOINT,0.0
119,12,UNCAPPED,KDE-MC-JOINT,0.0
119,12,UNCAPPED,EMP-JOINT,0.0
119,24,BINDING,KDE-MC-JOINT,0.0
119,24,BINDING,EMP-JOINT,0.0
119,24,DISTANT,KDE-MC-JOINT,0.0
119,24,DISTANT,EMP-JOINT,0.0
119,24,Q999,KDE-MC-JOINT,0.0
119,24,Q999,EMP-JOINT,0.0
119,24,UNCAPPED,KDE-MC-JOINT,0.0
119,24,UNCAPPED,EMP-JOINT,0.0
120,12,BINDING,KDE-MC-JOINT,0.0
120,12,BINDING,EMP-JOINT,0.0
120,12,DISTANT,KDE-MC-JOINT,0.0
120,12,DISTANT,EMP-JOINT,0.0
120,12,Q999,KDE-MC-JOINT,0.0
120,12,Q999,EMP-JOINT,0.0
