diagnostic,scale,coefficient,robust_standard_error,z_value,p_value,odds_ratio_full_range,odds_ratio_ci95_low,odds_ratio_ci95_high,working_correlation,clusters,rows,converged
absolute_q99_relative_error,raw_diagnostic_value,0.31832879461243685,0.0495568318598879,6.423509789981093,1.3316757587324746e-10,1.374828223034946,1.247571908391069,1.51506508774397,0.004948491018874254,1000,45000,True
absolute_mean_relative_error,raw_diagnostic_value,7.8849735201019735,0.3764824670600077,20.943800070363395,2.137148365354296e-97,2657.0546665894817,1270.3928265296856,5557.288543993498,-0.0024798065674755147,1000,45000,True
absolute_stoploss_relative_error,raw_diagnostic_value,0.5884177575660318,0.03680861651379465,15.98586997545839,1.6031311902881427e-57,1.8011363253206154,1.6757724026185952,1.9358786773908958,-0.0011229177163869048,1000,45000,True
d_mv,raw_diagnostic_value,-0.0013616474445681433,0.000185140121843217,-7.3546859049884015,1.9137658690876727e-13,0.9986392791766886,0.9982769707068319,0.9990017191405407,0.008313240827020354,1000,45000,True
