variant,measurement,factory,origin_id,train_months,test_month,train_month_count,normalization_kw,observed_normalized_max,method_id,fit_status,crps,qwcrps_090,draw_mean,draw_q95,draw_q99,q95_pinball,q99_pinball,q95_exceedance_brier,q99_exceedance_brier
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-GTAIL,FALLBACK_EMPIRICAL,0.02526219000441174,0.0006401069518716579,1.000462479946524,1.0848930481283423,1.0848930481283423,0.0032085561497326247,0.0006417112299465249,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-KDE,PASS,0.023347453553025595,0.0010249605674568225,0.9997918281935511,1.1305948347987496,1.1714505342384682,0.00549364548325299,0.001507286091047785,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-POINT,PASS,0.020721925133689943,0.0037304645721925375,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.019685828877005478,0.020514705882353077,0.9025,0.9801
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-UGPD,PASS,0.07124210862078798,0.0065043073522399715,1.2211315309693944,1.7276687031256381,2.7352345698825444,0.035347338899597444,0.01714512644748856,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-BLOCK,PASS,0.06857453293118154,0.0008656744823386104,0.9750206638246042,1.1382460414129112,1.1382460414129112,0.004339220462850183,0.0008678440925700367,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-EMP,PASS,0.05652142848964675,0.0008656744823386104,1.0000202192448233,1.1382460414129112,1.1382460414129112,0.004339220462850183,0.0008678440925700367,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-GEV,FALLBACK_EMPIRICAL,0.05629276257003659,0.0008656744823386104,1.000501388550548,1.1382460414129112,1.1382460414129112,0.004339220462850183,0.0008678440925700367,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-GTAIL,PASS,0.07091242812422616,0.0005793079984545333,0.9589470705744877,1.1257834401403897,1.3004407135324851,0.003716090399224107,0.0024897908137657774,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-KDE,PASS,0.044526084441076474,0.0017942866047947355,0.9991983771521052,1.2477297010632353,1.338986023842947,0.009813403445366395,0.002875243916870396,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-POINT,PASS,0.051461632155907606,0.009264380328867262,1.0,1.0,1.0,0.04888855054811222,0.050947015834348526,0.9025,0.9801
all_observations,fixed_nonoverlapping_15min,Cement_2,O1_MAR_MAY_TO_JUN,"[""2019-03"", ""2019-04"", ""2019-05""]",2019-06,3,817.3511111111111,1.0514616321559076,K-UGPD,PASS,0.07029626195555697,0.0005923805098873772,0.9596264822629225,1.1276652397055196,1.3057330599202375,0.003810180377480602,0.002542714277643301,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-BLOCK,PASS,0.03117386967305516,0.001961262683201803,0.9784131319052988,1.1237880496054116,1.1237880496054116,0.009830890642615567,0.0019661781285231134,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-EMP,PASS,0.04201173196951507,0.001961262683201803,0.9995258263810599,1.1237880496054116,1.1237880496054116,0.009830890642615567,0.0019661781285231134,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_2,O2_MAR_JUN_TO_JUL,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06""]",2019-07,4,827.8666666666667,0.9271702367531004,K-GEV,FALLBACK_EMPIRICAL,0.04217252784775641,0.001961262683201803,0.9998243427282977,1.1237880496054116,1.1237880496054116,0.009830890642615567,0.0019661781285231134,0.0025000000000000005,0.0001
