tail_rate_per_month,replication_id,method_id,q99_error,regret,accuracy,fit_status
0.2,12,GEV,-0.148550558923275,0.0013850663864091429,1.0,PASS_LMOM_FINITE_MEAN
0.2,12,KDE,-0.1824493177436158,0.0059523341137684,1.0,PASS
0.2,12,TAIL,-0.281965418046302,0.003538768987672286,1.0,PASS
0.2,13,EMP,-0.1514874253104154,4.754383344265492e-09,1.0,PASS
0.2,13,EVENT-EMP,-0.1514874253104154,2.439930544197996e-05,1.0,PASS
0.2,13,GEV,-0.2320276956326964,2.226543594463861e-05,1.0,PASS_LMOM_FINITE_MEAN
0.2,13,KDE,-0.1336782594866157,0.004344985859844286,1.0,PASS
0.2,13,TAIL,-0.3276117783807065,0.004222917587511885,1.0,FALLBACK_EXPONENTIAL
0.2,14,EMP,-0.027398582143663,1.8301619220634193e-06,1.0,PASS
0.2,14,EVENT-EMP,-0.027398582143663,2.3690623486691286e-06,1.0,PASS
0.2,14,GEV,-0.1326134213755316,0.0006239022208075999,1.0,PASS_LMOM_FINITE_MEAN
0.2,14,KDE,0.0030681899219361,0.009358486131728242,0.8571428571428571,PASS
0.2,14,TAIL,-0.3199585740325963,0.005782961071994686,1.0,FALLBACK_EXPONENTIAL
0.2,15,EMP,-0.2146612261459229,3.932113448172707e-05,1.0,PASS
0.2,15,EVENT-EMP,-0.2146612261459229,3.3146092689837885e-05,1.0,PASS
0.2,15,GEV,-0.1846428437552868,0.0003797239240502857,1.0,PASS_LMOM_FINITE_MEAN
0.2,15,KDE,-0.1948006785029545,0.004419478075167428,1.0,PASS
0.2,15,TAIL,-0.3129056779829814,0.0037759172164861716,1.0,PASS
0.2,16,EMP,-0.171563627972628,2.0465117749054056e-05,1.0,PASS
0.2,16,EVENT-EMP,-0.171563627972628,5.102236587792382e-05,1.0,PASS
0.2,16,GEV,-0.2081606153780947,0.0002165181584649143,1.0,PASS_LMOM_FINITE_MEAN
0.2,16,KDE,-0.1550570216307009,0.004483644559345086,1.0,PASS
0.2,16,TAIL,-0.311153470483437,0.0027302525837825144,1.0,PASS
0.2,17,EMP,-0.2457425901901647,6.0912123623085715e-05,1.0,PASS
0.2,17,EVENT-EMP,-0.2457425901901647,6.0912123623085715e-05,1.0,PASS
0.2,17,GEV,-0.1810097892015085,0.0007834420055189714,1.0,PASS_LMOM_FINITE_MEAN
0.2,17,KDE,-0.2231015677895277,0.004164704606348686,1.0,PASS
0.2,17,TAIL,-0.3243929711053736,0.004696197871377772,1.0,FALLBACK_EXPONENTIAL
0.2,18,EMP,-0.2979065958731651,1.0940479006509947e-06,1.0,PASS
0.2,18,EVENT-EMP,-0.2979065958731651,1.4685103048825796e-05,1.0,PASS
0.2,18,GEV,-0.2732983060804669,0.00014176073573062857,1.0,PASS_LMOM_FINITE_MEAN
0.2,18,KDE,-0.2862998963964083,0.0016794545580937714,1.0,PASS
0.2,18,TAIL,-0.32774833842395,0.004085381180091771,1.0,FALLBACK_EXPONENTIAL
0.2,19,EMP,-0.1474630639089183,0.0001714228096433143,1.0,PASS
0.2,19,EVENT-EMP,-0.1474630639089183,6.590151092334995e-07,1.0,PASS
0.2,19,GEV,-0.2292609227335981,9.70201194138915e-07,1.0,PASS_LMOM_FINITE_MEAN
0.2,19,KDE,-0.12907974786755,0.0042356118766349714,1.0,PASS
0.2,19,TAIL,-0.3269626403243998,0.004318065542373543,1.0,FALLBACK_EXPONENTIAL
0.2,20,EMP,0.1048145655471727,0.0032901157853603286,0.8571428571428571,PASS
0.2,20,EVENT-EMP,0.1048145655471727,0.0032065985219986,0.8571428571428571,PASS
0.2,20,GEV,0.2547442358353705,0.008389430132600842,0.8571428571428571,PASS_LMOM_FINITE_MEAN
0.2,20,KDE,0.1564768431659051,0.06115421203204934,0.42857142857142855,PASS
0.2,20,TAIL,-0.3090054895557018,0.008655148097597086,1.0,FALLBACK_EXPONENTIAL
0.2,21,EMP,-0.1735174193566766,6.27793177806371e-06,1.0,PASS
0.2,21,EVENT-EMP,-0.1735174193566766,7.037868984537143e-05,1.0,PASS
0.2,21,GEV,-0.1358573259808446,0.0012212953207717714,1.0,PASS_LMOM_FINITE_MEAN
0.2,21,KDE,-0.140220718664669,0.0082408217093734,0.8571428571428571,PASS
0.2,21,TAIL,-0.2757299564628616,0.0037049906283088,1.0,PASS
0.2,22,EMP,-0.2118471413032367,5.959688516771428e-05,1.0,PASS
0.2,22,EVENT-EMP,-0.2118471413032367,2.5942896878321464e-05,1.0,PASS
0.2,22,GEV,-0.2077106061365664,0.0002471688066994286,1.0,PASS_LMOM_FINITE_MEAN
0.2,22,KDE,-0.1966320721745296,0.003625465997964743,1.0,PASS
0.2,22,TAIL,-0.325268554370277,0.004628851867249829,1.0,FALLBACK_EXPONENTIAL
0.2,23,EMP,-0.2362557501949117,1.7477577881889373e-05,1.0,PASS
0.2,23,EVENT-EMP,-0.2362557501949117,8.005451812411237e-07,1.0,PASS
0.2,23,GEV,-0.1805876722711781,0.0014111204047670286,1.0,PASS_LMOM_FINITE_MEAN
0.2,23,KDE,-0.2224140418781707,0.004973577078962171,1.0,PASS
0.2,23,TAIL,-0.2917773956640729,0.0037869919798166857,1.0,PASS
0.2,24,EMP,-0.324460630617106,4.828816531200101e-06,1.0,PASS
0.2,24,EVENT-EMP,-0.324460630617106,4.828816531200101e-06,1.0,PASS
0.2,24,GEV,-0.2879194600789333,0.0010692687351593142,1.0,PASS_LMOM_FINITE_MEAN
0.2,24,KDE,-0.3165494081977417,0.002016377640960114,1.0,PASS
0.2,24,TAIL,-0.3307046730427486,0.002047915233926,1.0,PASS
0.2,25,EMP,-0.3278685655712678,6.577903682388572e-05,1.0,PASS
0.2,25,EVENT-EMP,-0.3278685655712678,2.212029202631099e-05,1.0,PASS
0.2,25,GEV,-0.2981471232910582,0.00013838315292617143,1.0,PASS_LMOM_FINITE_MEAN
0.2,25,KDE,-0.3217538175338113,0.0010056332375981143,1.0,PASS
0.2,25,TAIL,-0.3360944765568115,0.0016151393883839429,1.0,PASS
0.2,26,EMP,-0.0182942284730286,0.003123966127173222,0.8571428571428571,PASS
0.2,26,EVENT-EMP,-0.0182942284730286,3.4201003400638197e-06,1.0,PASS
0.2,26,GEV,-0.0600161774501002,0.0022564912608358284,1.0,PASS_LMOM_FINITE_MEAN
0.2,26,KDE,0.0116502425892805,0.011543575304011558,0.8571428571428571,PASS
0.2,26,TAIL,-0.2829561795981651,0.0038224693406338855,1.0,PASS
0.2,27,EMP,-0.1124736273784679,5.5162281939816706e-05,1.0,PASS
0.2,27,EVENT-EMP,-0.1124736273784679,5.2564241855001375e-06,1.0,PASS
0.2,27,GEV,-0.1486808740256865,0.0007155886911376,1.0,PASS_LMOM_FINITE_MEAN
0.2,27,KDE,-0.0887748735440567,0.008140689406794913,0.8571428571428571,PASS
0.2,27,TAIL,-0.2838582450062991,0.003431028720026,1.0,PASS
0.2,28,EMP,-0.2735934571694191,3.4656729953197986e-05,1.0,PASS
0.2,28,EVENT-EMP,-0.2735934571694191,3.4656729953197986e-05,1.0,PASS
0.2,28,GEV,-0.2442334812816441,0.00017470128522274284,1.0,PASS_LMOM_FINITE_MEAN
0.2,28,KDE,-0.2578146194654335,0.002428710519212,1.0,PASS
0.2,28,TAIL,-0.3269416460324679,0.004181711066143257,1.0,FALLBACK_EXPONENTIAL
0.2,29,EMP,-0.0469668736404227,0.0031840217487392286,0.8571428571428571,PASS
0.2,29,EVENT-EMP,-0.0469668736404227,0.0031840217487392286,0.8571428571428571,PASS
0.2,29,GEV,-0.0593593864956237,0.0016951983743489715,1.0,PASS_LMOM_FINITE_MEAN
0.2,29,KDE,-0.0172188649960142,0.010709536237550157,0.8571428571428571,PASS
0.2,29,TAIL,-0.3207829808410816,0.005567771277571257,1.0,FALLBACK_EXPONENTIAL
0.2,30,EMP,0.140494131351409,0.003175060047458157,0.8571428571428571,PASS
0.2,30,EVENT-EMP,0.140494131351409,0.003122848758129295,0.8571428571428571,PASS
0.2,30,GEV,-0.0043126347619866,0.0018196776539890285,1.0,PASS_LMOM_FINITE_MEAN
0.2,30,KDE,0.1851292059047119,0.014191281770019399,0.8571428571428571,PASS
0.2,30,TAIL,-0.3166411853397431,0.0067325205939544564,1.0,FALLBACK_EXPONENTIAL
0.2,31,EMP,-0.2357790138995111,1.3444485557771147e-06,1.0,PASS
0.2,31,EVENT-EMP,-0.2357790138995111,1.3444485557771147e-06,1.0,PASS
0.2,31,GEV,-0.2246956936471723,0.00026196964968417145,1.0,PASS_LMOM_FINITE_MEAN
0.2,31,KDE,-0.2198308021956589,0.0033424371857362287,1.0,PASS
0.2,31,TAIL,-0.3263344941317856,0.004284742661464914,1.0,FALLBACK_EXPONENTIAL
0.2,32,EMP,-0.3103861626822068,4.249986926322282e-06,1.0,PASS
0.2,32,EVENT-EMP,-0.3103861626822068,1.5594833039514447e-06,1.0,PASS
0.2,32,GEV,-0.3231268287849052,6.37051820084e-05,1.0,PASS_LMOM_FINITE_MEAN
0.2,32,KDE,-0.3059078961042644,0.0003846085940876,1.0,PASS
0.2,32,TAIL,-0.3292059464404798,0.0037720136625323426,1.0,FALLBACK_EXPONENTIAL
0.2,33,EMP,-0.0106347019185921,0.0031723943729231713,0.8571428571428571,PASS
0.2,33,EVENT-EMP,-0.0106347019185921,0.003198181609434229,0.8571428571428571,PASS
0.2,33,GEV,0.1269159538904254,0.007144223087248386,0.8571428571428571,PASS_LMOM_FINITE_MEAN
0.2,33,KDE,0.0347314013145625,0.0152722728347572,0.8571428571428571,PASS
0.2,33,TAIL,-0.3170131328880219,0.006798525339193314,1.0,FALLBACK_EXPONENTIAL
0.2,34,EMP,-0.0612691905609781,1.259520973244733e-05,1.0,PASS
0.2,34,EVENT-EMP,-0.0612691905609781,1.9362028175547333e-05,1.0,PASS
0.2,34,GEV,-0.186345214836767,0.0003712770100688572,1.0,PASS_LMOM_FINITE_MEAN
0.2,34,KDE,-0.0362231631588499,0.0083191467408367,0.8571428571428571,PASS
0.2,34,TAIL,-0.301479466778148,0.0033189319378589713,1.0,PASS
0.2,35,EMP,-0.1316302461955453,0.00014884205228702857,1.0,PASS
0.2,35,EVENT-EMP,-0.1316302461955453,1.580077369819218e-05,1.0,PASS
0.2,35,GEV,-0.1138068415353078,0.0010535063382428,1.0,PASS_LMOM_FINITE_MEAN
0.2,35,KDE,-0.0978409148555679,0.0087776731367164,0.8571428571428571,PASS
0.2,35,TAIL,-0.3232073157511966,0.005174110099170628,1.0,FALLBACK_EXPONENTIAL
0.2,36,EMP,-0.1963749733517809,0.00012482492199239999,1.0,PASS
0.2,36,EVENT-EMP,-0.1963749733517809,5.328054149436458e-05,1.0,PASS
0.2,36,GEV,-0.1516328342078889,0.0028154088674138857,1.0,PASS_LMOM_FINITE_MEAN
0.2,36,KDE,-0.1806282694150958,0.007362702505655771,1.0,PASS
0.2,36,TAIL,-0.3012622219334172,0.003988560132599372,1.0,PASS
0.2,37,EMP,-0.1074400036544894,0.003121387981616235,0.8571428571428571,PASS
0.2,37,EVENT-EMP,-0.1074400036544894,0.003120623829616791,0.8571428571428571,PASS
0.2,37,GEV,-0.0157216387233623,0.0028140243438163426,1.0,PASS_LMOM_FINITE_MEAN
0.2,37,KDE,-0.0573435247082859,0.011136104282047001,0.8571428571428571,PASS
0.2,37,TAIL,-0.3216234914535339,0.005476528608899029,1.0,FALLBACK_EXPONENTIAL
0.2,38,EMP,-0.1862052096870035,1.0155550070624562e-05,1.0,PASS
0.2,38,EVENT-EMP,-0.1862052096870035,1.0155550070624562e-05,1.0,PASS
0.2,38,GEV,-0.1262479958019645,0.0015535241736868571,1.0,PASS_LMOM_FINITE_MEAN
0.2,38,KDE,-0.1560761743942726,0.006762930901900115,1.0,PASS
0.2,38,TAIL,-0.2999360739629925,0.0027238937886601144,1.0,PASS
0.2,39,EMP,-0.2831914379763089,1.1880200842636799e-05,1.0,PASS
0.2,39,EVENT-EMP,-0.2831914379763089,4.551971758941815e-07,1.0,PASS
0.2,39,GEV,-0.3108498161110625,0.0001259304922909143,1.0,PASS_LMOM_FINITE_MEAN
0.2,39,KDE,-0.2766021888134769,0.0006270658190445714,1.0,PASS
0.2,39,TAIL,-0.3267197396555434,0.004241702197532114,1.0,FALLBACK_EXPONENTIAL
0.2,40,EMP,0.0892247797055643,6.234407498085715e-05,1.0,PASS
0.2,40,EVENT-EMP,0.0892247797055643,5.421850485752597e-05,1.0,PASS
0.2,40,GEV,-0.19102180384451,7.1704808078820355e-06,1.0,PASS_LMOM_FINITE_MEAN
0.2,40,KDE,0.1262248955873832,0.009362183109385,0.8571428571428571,PASS
0.2,40,TAIL,-0.3235493020353284,0.005039408488475372,1.0,FALLBACK_EXPONENTIAL
0.2,41,EMP,0.101756622038271,0.003128968212743374,0.8571428571428571,PASS
0.2,41,EVENT-EMP,0.101756622038271,0.0031188857453002374,0.8571428571428571,PASS
0.2,41,GEV,-0.1034775400216133,0.00044584277011919997,1.0,PASS_LMOM_FINITE_MEAN
0.2,41,KDE,0.1444919058463263,0.0111828532211935,0.8571428571428571,PASS
0.2,41,TAIL,-0.3207976159431483,0.005648908292547828,1.0,FALLBACK_EXPONENTIAL
0.2,42,EMP,-0.3193704808578835,0.00043667836847994287,1.0,PASS
0.2,42,EVENT-EMP,-0.3193704808578835,0.00030468422794285713,1.0,PASS
0.2,42,GEV,-0.3163562538788145,0.00040972904994182857,1.0,PASS_LMOM_FINITE_MEAN
0.2,42,KDE,-0.3148894904556105,4.158301990132829e-05,1.0,PASS
0.2,42,TAIL,-0.3423635245799882,0.0005960128848657715,1.0,PASS
0.2,43,EMP,-0.2455191179903826,0.00017852431376937143,1.0,PASS
0.2,43,EVENT-EMP,-0.2455191179903826,3.7481541096300996e-08,1.0,PASS
0.2,43,GEV,-0.195589494635123,0.0004094056237203429,1.0,PASS_LMOM_FINITE_MEAN
0.2,43,KDE,-0.2259487882804243,0.0036264984718330858,1.0,PASS
0.2,43,TAIL,-0.2995880337305727,0.0027453403439326287,1.0,PASS
0.2,44,EMP,-0.225275476115171,1.9590391124576334e-05,1.0,PASS
0.2,44,EVENT-EMP,-0.225275476115171,6.604476561914285e-05,1.0,PASS
0.2,44,GEV,-0.2757726594655614,7.447586392662857e-05,1.0,PASS_LMOM_FINITE_MEAN
0.2,44,KDE,-0.212974714302531,0.0020809944093683427,1.0,PASS
0.2,44,TAIL,-0.3254975703519436,0.002809525427248857,1.0,PASS
0.2,45,EMP,-0.3165741051486508,2.3551639609772892e-07,1.0,PASS
0.2,45,EVENT-EMP,-0.3165741051486508,3.1720025051636263e-07,1.0,PASS
0.2,45,GEV,-0.3291641941822302,6.0808883329028566e-05,1.0,PASS_LMOM_FINITE_MEAN
0.2,45,KDE,-0.3126916015089317,0.00017477832787931427,1.0,PASS
0.2,45,TAIL,-0.3418065048080174,0.0017455354887288572,1.0,PASS
0.2,46,EMP,-0.08348405502036,0.003119183178560949,0.8571428571428571,PASS
0.2,46,EVENT-EMP,-0.08348405502036,0.0031363385407896017,0.8571428571428571,PASS
0.2,46,GEV,0.0408736508608894,0.006941859327928514,0.8571428571428571,PASS_LMOM_FINITE_MEAN
0.2,46,KDE,-0.0502254926183646,0.013849689077185428,0.8571428571428571,PASS
0.2,46,TAIL,-0.3183931027958935,0.0063477007709377715,1.0,FALLBACK_EXPONENTIAL
0.2,47,EMP,-0.2818337939215755,1.854148999357644e-05,1.0,PASS
0.2,47,EVENT-EMP,-0.2818337939215755,6.713765898828552e-06,1.0,PASS
0.2,47,GEV,-0.2723270885390348,3.1512612583716783e-07,1.0,PASS_LMOM_FINITE_MEAN
0.2,47,KDE,-0.2676075385958789,0.0016983671182350857,1.0,PASS
0.2,47,TAIL,-0.3224079788616718,0.0018583808676752571,1.0,PASS
0.2,48,EMP,-0.3468930282749117,0.00017882094240239999,1.0,PASS
0.2,48,EVENT-EMP,-0.3468930282749117,3.905149202496331e-05,1.0,PASS
0.2,48,GEV,-0.3501191165645538,0.00015587188656828572,1.0,PASS_LMOM_FINITE_MEAN
0.2,48,KDE,-0.3454254312410902,1.9774779553452288e-05,1.0,PASS
0.2,48,TAIL,-0.3524133636936868,0.00045801196748531433,1.0,PASS
0.2,49,EMP,-0.2525728427387074,3.260622200808718e-05,1.0,PASS
0.2,49,EVENT-EMP,-0.2525728427387074,9.979833777229771e-06,1.0,PASS
0.2,49,GEV,-0.2988896733712191,0.0002491376439653143,1.0,PASS_LMOM_FINITE_MEAN
0.2,49,KDE,-0.2434575177689568,0.0011565590971733715,1.0,PASS
0.2,49,TAIL,-0.3319569023512757,0.0032093767108841713,1.0,FALLBACK_EXPONENTIAL
0.2,50,EMP,0.0906586502891147,0.0031326589666968957,0.8571428571428571,PASS
0.2,50,EVENT-EMP,0.0906586502891147,0.0031191610150692215,0.8571428571428571,PASS
0.2,50,GEV,0.1910873192642046,0.006837302473863443,0.8571428571428571,PASS_LMOM_FINITE_MEAN
0.2,50,KDE,0.1419602776025518,0.06115421203204934,0.42857142857142855,PASS
0.2,50,TAIL,-0.3137896062409213,0.007547819487946629,1.0,FALLBACK_EXPONENTIAL
0.2,51,EMP,0.2666346289565737,0.0031187910934336615,0.8571428571428571,PASS
0.2,51,EVENT-EMP,0.2666346289565737,0.021207973469689202,0.7142857142857143,PASS
0.2,51,GEV,0.2148015635686959,0.006218348438418828,0.8571428571428571,PASS_LMOM_FINITE_MEAN
0.2,51,KDE,0.3301494286609415,0.08448913423174864,0.14285714285714285,PASS
0.2,51,TAIL,-0.3052511383253509,0.009434110124958286,1.0,FALLBACK_EXPONENTIAL
0.2,52,EMP,-0.1663723109590757,7.258676850323359e-07,1.0,PASS
0.2,52,EVENT-EMP,-0.1663723109590757,1.1258765728099052e-06,1.0,PASS
0.2,52,GEV,-0.2221277227329131,0.00026771281172205717,1.0,PASS_LMOM_FINITE_MEAN
0.2,52,KDE,-0.1497685351570274,0.0046984600802695425,1.0,PASS
0.2,52,TAIL,-0.3118722175424711,0.0023778158266053715,1.0,PASS
0.2,53,EMP,-0.2345310122905957,1.7681446459353424e-05,1.0,PASS
0.2,53,EVENT-EMP,-0.2345310122905957,2.6838198886065616e-05,1.0,PASS
0.2,53,GEV,-0.2541984105954367,9.543488445108572e-05,1.0,PASS_LMOM_FINITE_MEAN
0.2,53,KDE,-0.2233743307830339,0.0029803084163889143,1.0,PASS
0.2,53,TAIL,-0.3273702581801078,0.003962288076347657,1.0,FALLBACK_EXPONENTIAL
0.2,54,EMP,0.1527472227513495,0.003131181069959544,0.8571428571428571,PASS
0.2,54,EVENT-EMP,0.1527472227513495,0.0031221621378596876,0.8571428571428571,PASS
0.2,54,GEV,0.1033455354319842,0.005334505741504643,0.8571428571428571,PASS_LMOM_FINITE_MEAN
0.2,54,KDE,0.2028805166202587,0.06115421203204934,0.42857142857142855,PASS
0.2,54,TAIL,-0.3139187574113684,0.007303083917736743,1.0,FALLBACK_EXPONENTIAL
0.2,55,EMP,-0.206406631826275,4.068528920725879e-06,1.0,PASS
0.2,55,EVENT-EMP,-0.206406631826275,4.068528920725879e-06,1.0,PASS
0.2,55,GEV,-0.2381253045717426,1.2139199490857395e-05,1.0,PASS_LMOM_FINITE_MEAN
0.2,55,KDE,-0.1914742407667498,0.0032471561668663425,1.0,PASS
0.2,55,TAIL,-0.3258413131091501,0.004444368670838857,1.0,FALLBACK_EXPONENTIAL
0.2,56,EMP,-0.358056305613416,4.638778299149715e-06,1.0,PASS
0.2,56,EVENT-EMP,-0.358056305613416,1.120367158272492e-09,1.0,PASS
0.2,56,GEV,-0.359554836834744,1.2338078310050844e-06,1.0,PASS_LMOM_FINITE_MEAN
0.2,56,KDE,-0.3573310704666885,1.0902478596429828e-07,1.0,PASS
0.2,56,TAIL,-0.3586570102060089,4.517318839601579e-05,1.0,PASS
0.2,57,EMP,-0.0671382436986077,0.0031291370097424023,0.8571428571428571,PASS
0.2,57,EVENT-EMP,-0.0671382436986077,0.003119301935135973,0.8571428571428571,PASS
0.2,57,GEV,-0.0345083084339953,0.0021064005348589714,1.0,PASS_LMOM_FINITE_MEAN
0.2,57,KDE,-0.035457445082255,0.010574766212391487,0.8571428571428571,PASS
0.2,57,TAIL,-0.3198241266815567,0.0059370507982289145,1.0,FALLBACK_EXPONENTIAL
0.2,58,EMP,-0.1848445907094377,3.8356476344715825e-05,1.0,PASS
0.2,58,EVENT-EMP,-0.1848445907094377,3.8356476344715825e-05,1.0,PASS
0.2,58,GEV,-0.2344437941979205,6.324279954097041e-07,1.0,PASS_LMOM_FINITE_MEAN
0.2,58,KDE,-0.1693117858312249,0.003387181844971257,1.0,PASS
0.2,58,TAIL,-0.3109742002373888,0.002663107747884514,1.0,PASS
0.2,59,EMP,-0.0806122573840613,7.446328755462857e-05,1.0,PASS
0.2,59,EVENT-EMP,-0.0806122573840613,2.3929358380803018e-05,1.0,PASS
0.2,59,GEV,-0.1483816570564459,0.0003050436947353143,1.0,PASS_LMOM_FINITE_MEAN
0.2,59,KDE,-0.0557208718709605,0.008296289153443343,0.8571428571428571,PASS
0.2,59,TAIL,-0.3249249581670156,0.004723468136581943,1.0,FALLBACK_EXPONENTIAL
0.2,60,EMP,-0.0580500735315856,1.055336634095797e-05,1.0,PASS
0.2,60,EVENT-EMP,-0.0580500735315856,3.556484963351578e-06,1.0,PASS
0.2,60,GEV,-0.1548606709538731,0.00021743730221342856,1.0,PASS_LMOM_FINITE_MEAN
0.2,60,KDE,-0.0311946472368055,0.0083622613910044,0.8571428571428571,PASS
0.2,60,TAIL,-0.3239779953932694,0.004927804164960742,1.0,FALLBACK_EXPONENTIAL
0.2,61,EMP,-0.2742069775998729,5.112691116079307e-05,1.0,PASS
0.2,61,EVENT-EMP,-0.2742069775998729,1.2796088408366374e-06,1.0,PASS
0.2,61,GEV,-0.3037999859391762,0.0003149481826366857,1.0,PASS_LMOM_FINITE_MEAN
0.2,61,KDE,-0.2668417100080112,0.00047019488430342856,1.0,PASS
0.2,61,TAIL,-0.331053711697866,0.0033953253548555428,1.0,PASS
0.2,62,EMP,-0.2475343890282888,1.5731629786149944e-06,1.0,PASS
