cell_id,alpha,utilization,oracle_mode,method_id,mean_regret,p95_regret,accuracy,mean_cny
A115_U680,1.15,0.68,capacity,KDE,0.002974377513211729,0.0,0.974,14588.866178629238
A115_U680,1.15,0.68,capacity,TAIL,0.005114912213943037,0.0,0.958,25087.861064440254
A115_U700,1.15,0.7,capacity,EMP,0.002531084777853149,0.0,0.984,12059.880824453881
A115_U700,1.15,0.7,capacity,EVENT-EMP,0.002359203846937497,0.0,0.985,11240.918314396378
A115_U700,1.15,0.7,capacity,GEV,0.002222768257423449,0.0,0.986,10590.84251916792
A115_U700,1.15,0.7,capacity,KDE,0.0010645326915526287,0.0,0.993,5072.1878248381145
A115_U700,1.15,0.7,capacity,TAIL,0.001586450030879279,0.0,0.99,7558.9717396124815
A115_U720,1.15,0.72,capacity,EMP,0.0002103821032418834,0.0,0.999,974.5646633997355
A115_U720,1.15,0.72,capacity,EVENT-EMP,0.000191359712994644,0.0,0.999,886.4461919960874
A115_U720,1.15,0.72,capacity,GEV,0.00020417707009820471,0.0,0.999,945.8207448635624
A115_U720,1.15,0.72,capacity,KDE,0.0001999736026813269,0.0,0.999,926.3487900484168
A115_U720,1.15,0.72,capacity,TAIL,0.0003953360593331443,0.0,0.998,1831.337113075695
A115_U740,1.15,0.74,capacity,EMP,0.0,0.0,1.0,0.0
A115_U740,1.15,0.74,capacity,EVENT-EMP,0.0,0.0,1.0,0.0
A115_U740,1.15,0.74,capacity,GEV,0.0,0.0,1.0,0.0
A115_U740,1.15,0.74,capacity,KDE,0.0,0.0,1.0,0.0
A115_U740,1.15,0.74,capacity,TAIL,0.0,0.0,1.0,0.0
A115_U760,1.15,0.76,capacity,EMP,0.0,0.0,1.0,0.0
A115_U760,1.15,0.76,capacity,EVENT-EMP,0.0,0.0,1.0,0.0
A115_U760,1.15,0.76,capacity,GEV,0.0,0.0,1.0,0.0
A115_U760,1.15,0.76,capacity,KDE,0.0,0.0,1.0,0.0
A115_U760,1.15,0.76,capacity,TAIL,0.0,0.0,1.0,0.0
A120_U400,1.2,0.4,actual_maximum_demand,EMP,0.0005374045275716592,0.0,0.991,2867.844952249023
A120_U400,1.2,0.4,actual_maximum_demand,EVENT-EMP,0.0001194232283492576,0.0,0.998,637.2988782775607
A120_U400,1.2,0.4,actual_maximum_demand,GEV,0.0003582696850477728,0.0,0.994,1911.8966348326821
A120_U400,1.2,0.4,actual_maximum_demand,KDE,0.0001194232283492576,0.0,0.998,637.2988782775607
A120_U400,1.2,0.4,actual_maximum_demand,TAIL,0.0,0.0,1.0,0.0
A120_U420,1.2,0.42,actual_maximum_demand,EMP,0.0038274446265725514,0.0301373592643508,0.873,20425.056338709557
A120_U420,1.2,0.42,actual_maximum_demand,EVENT-EMP,0.002551675626332294,0.0301373592643508,0.916,13616.94903803755
A120_U420,1.2,0.42,actual_maximum_demand,GEV,0.0028630491301133263,0.0301373592643508,0.905,15278.585450215809
A120_U420,1.2,0.42,actual_maximum_demand,KDE,0.0016575547595392942,0.0301373592643508,0.945,8845.496839598625
A120_U420,1.2,0.42,actual_maximum_demand,TAIL,0.0002712362333791572,0.0,0.991,1447.4449373888663
A120_U440,1.2,0.44,actual_maximum_demand,EMP,0.0033394807783016403,0.008688370728147,0.618,17821.0502551227
A120_U440,1.2,0.44,actual_maximum_demand,EVENT-EMP,0.0034221818294166745,0.008688370728147,0.617,18262.382212368466
A120_U440,1.2,0.44,actual_maximum_demand,GEV,0.0030232895660307567,0.008688370728147,0.655,16133.704269866477
A120_U440,1.2,0.44,actual_maximum_demand,KDE,0.0018158694821827231,0.008688370728147,0.791,9690.339141637345
A120_U440,1.2,0.44,actual_maximum_demand,TAIL,0.001946195043104928,0.008688370728147,0.776,10385.818027400792
A120_U460,1.2,0.46,contracted_maximum_demand,EMP,0.0022244082313676718,0.0049211887589198,0.619,11812.364423736568
A120_U460,1.2,0.46,contracted_maximum_demand,EVENT-EMP,0.0022657653108908086,0.0049211887589198,0.621,12031.984585152877
A120_U460,1.2,0.46,contracted_maximum_demand,GEV,0.0023927167416953176,0.0049211887589198,0.563,12706.139869974686
A120_U460,1.2,0.46,contracted_maximum_demand,KDE,0.0032349554139997,0.0049211887589198,0.362,17178.713738713872
A120_U460,1.2,0.46,contracted_maximum_demand,TAIL,0.001854469950656159,0.0049211887589198,0.626,9847.866304896143
A120_U480,1.2,0.48,contracted_maximum_demand,EMP,0.004334127550268207,0.0110439081791601,0.692,22876.31237651552
A120_U480,1.2,0.48,contracted_maximum_demand,EVENT-EMP,0.004390966492495024,0.0110439081791601,0.703,23176.318636702992
A120_U480,1.2,0.48,contracted_maximum_demand,GEV,0.004650658349425423,0.0110439081791601,0.649,24547.01942293378
A120_U480,1.2,0.48,contracted_maximum_demand,KDE,0.006986812227655143,0.0110439081791601,0.412,36877.66388555097
A120_U480,1.2,0.48,contracted_maximum_demand,TAIL,0.0033141528207488373,0.0110439081791601,0.714,17492.700505842018
A120_U500,1.2,0.5,contracted_maximum_demand,EMP,0.004772422292170635,0.0114494930664087,0.715,25179.610711582485
A120_U500,1.2,0.5,contracted_maximum_demand,EVENT-EMP,0.004773390769008125,0.0114494930664087,0.723,25184.72045842763
A120_U500,1.2,0.5,contracted_maximum_demand,GEV,0.004985390271624229,0.0114494930664087,0.676,26303.243635993033
A120_U500,1.2,0.5,contracted_maximum_demand,KDE,0.007416017382810107,0.0114494930664087,0.417,39127.39051525876
A120_U500,1.2,0.5,contracted_maximum_demand,TAIL,0.003868370431117579,0.0114494930664087,0.724,20409.77423635224
A120_U520,1.2,0.52,contracted_maximum_demand,EMP,0.005920563871408569,0.0114494930664087,0.719,31237.28043088208
A120_U520,1.2,0.52,contracted_maximum_demand,EVENT-EMP,0.005425641178646221,0.0114494930664087,0.727,28626.036083011113
A120_U520,1.2,0.52,contracted_maximum_demand,GEV,0.005750828134495146,0.0114494930664087,0.678,30341.743632653855
A120_U520,1.2,0.52,contracted_maximum_demand,KDE,0.007650218058485374,0.0114494930664087,0.418,40363.04852724297
A120_U520,1.2,0.52,contracted_maximum_demand,TAIL,0.00444624475874592,0.0114494930664087,0.724,23458.676810160498
A120_U540,1.2,0.54,contracted_maximum_demand,EMP,0.006548517964167727,0.015258238744803613,0.719,34550.40710585383
A120_U540,1.2,0.54,contracted_maximum_demand,EVENT-EMP,0.005679207105300055,0.0114494930664087,0.727,29963.866419890455
A120_U540,1.2,0.54,contracted_maximum_demand,GEV,0.006065079890575468,0.0114494930664087,0.678,31999.756356405218
A120_U540,1.2,0.54,contracted_maximum_demand,KDE,0.007996053817951718,0.0114494930664087,0.418,42187.70050906629
A120_U540,1.2,0.54,contracted_maximum_demand,TAIL,0.004513277602980588,0.0114494930664087,0.724,23812.346460368964
A120_U560,1.2,0.56,contracted_maximum_demand,EMP,0.007477758214532841,0.016113564793098396,0.718,39453.13916292935
A120_U560,1.2,0.56,contracted_maximum_demand,EVENT-EMP,0.006224399788401325,0.0114494930664087,0.727,32840.33850950708
A120_U560,1.2,0.56,contracted_maximum_demand,GEV,0.006845315195102798,0.0114494930664087,0.678,36116.32861860028
A120_U560,1.2,0.56,contracted_maximum_demand,KDE,0.008734238021390065,0.0114494930664087,0.418,46082.40842427113
A120_U560,1.2,0.56,contracted_maximum_demand,TAIL,0.004982879153332848,0.0114494930664087,0.724,26289.994812406843
A120_U580,1.2,0.58,contracted_maximum_demand,EMP,0.010334910937327973,0.036079651832396045,0.716,54527.66293706026
A120_U580,1.2,0.58,contracted_maximum_demand,EVENT-EMP,0.008346857795713812,0.01626068984589358,0.724,44038.565134062905
A120_U580,1.2,0.58,contracted_maximum_demand,GEV,0.009805927345402915,0.028990504390921303,0.675,51736.71106774669
A120_U580,1.2,0.58,contracted_maximum_demand,KDE,0.01215068272226187,0.0899240227008717,0.418,64107.793086212565
A120_U580,1.2,0.58,contracted_maximum_demand,TAIL,0.007259886140186793,0.0114494930664087,0.724,38303.63191459586
A120_U600,1.2,0.6,contracted_maximum_demand,EMP,0.012568538503790886,0.0535932219441758,0.691,66312.42739314414
A120_U600,1.2,0.6,contracted_maximum_demand,EVENT-EMP,0.01090512106084604,0.0535932219441758,0.711,57536.1286710215
A120_U600,1.2,0.6,contracted_maximum_demand,GEV,0.012105657461692069,0.0535932219441758,0.655,63870.23688017539
A120_U600,1.2,0.6,contracted_maximum_demand,KDE,0.014372489107649449,0.0535932219441758,0.417,75830.18822135091
A120_U600,1.2,0.6,contracted_maximum_demand,TAIL,0.010347079870959222,0.0535932219441758,0.719,54591.867023130464
A120_U620,1.2,0.62,contracted_maximum_demand,EMP,0.009497382743159933,0.0196063438169443,0.621,50108.80965919276
A120_U620,1.2,0.62,contracted_maximum_demand,EVENT-EMP,0.00823114061280873,0.0196063438169443,0.648,43428.0337435421
A120_U620,1.2,0.62,contracted_maximum_demand,GEV,0.008938787528463674,0.0196063438169443,0.596,47161.624940338545
A120_U620,1.2,0.62,contracted_maximum_demand,KDE,0.010679342004943127,0.0196063438169443,0.4,56344.90367322722
A120_U620,1.2,0.62,contracted_maximum_demand,TAIL,0.007708716628509397,0.0196063438169443,0.657,40671.69079111073
A120_U640,1.2,0.64,capacity,EMP,0.008758638089678505,0.025268294340576657,0.493,45644.76460424203
A120_U640,1.2,0.64,capacity,EVENT-EMP,0.0077310133195041125,0.01996737976680106,0.492,40289.401104136494
A120_U640,1.2,0.64,capacity,GEV,0.007745545052538665,0.02237997435922274,0.51,40365.13177446016
A120_U640,1.2,0.64,capacity,KDE,0.006451149654633896,0.0239999999999999,0.599,33619.51988397662
A120_U640,1.2,0.64,capacity,TAIL,0.007420952878430257,0.018523135989582076,0.495,38673.55219007057
A120_U660,1.2,0.66,capacity,EMP,0.016072581355226004,0.056332162100582554,0.678,81222.4454995319
A120_U660,1.2,0.66,capacity,EVENT-EMP,0.015268935622710051,0.05083286301285953,0.678,77161.23900957474
A120_U660,1.2,0.66,capacity,GEV,0.014168404712180277,0.05252839013360076,0.706,71599.72963373385
A120_U660,1.2,0.66,capacity,KDE,0.009616419337772771,0.0482915380448806,0.795,48596.369077262665
A120_U660,1.2,0.66,capacity,TAIL,0.013624661214948174,0.05031235354718014,0.714,68851.93352098936
A120_U680,1.2,0.68,capacity,EMP,0.013357044474039627,0.08554800388518957,0.84,65514.25752387069
A120_U680,1.2,0.68,capacity,EVENT-EMP,0.013701230516752013,0.08168816606598003,0.829,67202.43735154193
A120_U680,1.2,0.68,capacity,GEV,0.012294903338136329,0.08262291241321454,0.849,60304.617918379416
A120_U680,1.2,0.68,capacity,KDE,0.007346643214414697,0.07792643828732475,0.908,36034.159833833146
A120_U680,1.2,0.68,capacity,TAIL,0.010908508938399782,0.08212659123382922,0.866,53504.56571292902
A120_U700,1.2,0.7,capacity,EMP,0.008199277953805668,0.11003888643770043,0.93,39067.16828874449
A120_U700,1.2,0.7,capacity,EVENT-EMP,0.0073895290474784,0.10895824105880893,0.935,35208.95089773252
A120_U700,1.2,0.7,capacity,GEV,0.007503242155300969,0.10969836144734225,0.935,35750.760694274235
A120_U700,1.2,0.7,capacity,KDE,0.0035345288210596043,0.0,0.969,16840.999055247543
A120_U700,1.2,0.7,capacity,TAIL,0.006808619925048299,0.1102214653670401,0.941,32441.088340284994
A120_U720,1.2,0.72,capacity,EMP,0.0033367963061448056,0.0,0.978,15457.22625081206
A120_U720,1.2,0.72,capacity,EVENT-EMP,0.0037015781295700687,0.0,0.975,17147.02528543835
A120_U720,1.2,0.72,capacity,GEV,0.002865569807117009,0.0,0.981,13274.337652716547
A120_U720,1.2,0.72,capacity,KDE,0.0016448181912846417,0.0,0.989,7619.382363052415
A120_U720,1.2,0.72,capacity,TAIL,0.003007032558263008,0.0,0.98,13929.64338609299
A120_U740,1.2,0.74,capacity,EMP,0.0011480079729962967,0.0,0.994,5174.251672802587
A120_U740,1.2,0.74,capacity,EVENT-EMP,0.001105949641985026,0.0,0.994,4984.68819004875
A120_U740,1.2,0.74,capacity,GEV,0.0007421273290560633,0.0,0.996,3344.8840636346686
A120_U740,1.2,0.74,capacity,KDE,0.00019216422791610798,0.0,0.999,866.1142615173692
A120_U740,1.2,0.74,capacity,TAIL,0.0009380409078019376,0.0,0.995,4227.897236360997
A120_U760,1.2,0.76,capacity,EMP,0.00023910905794494842,0.0,0.999,1049.3413824955514
A120_U760,1.2,0.76,capacity,EVENT-EMP,0.0,0.0,1.0,0.0
A120_U760,1.2,0.76,capacity,GEV,0.000229390577919942,0.0,0.999,1006.6913743660244
A120_U760,1.2,0.76,capacity,KDE,0.0,0.0,1.0,0.0
A120_U760,1.2,0.76,capacity,TAIL,0.0,0.0,1.0,0.0
