replication_id,EMP,EVENT-EMP,history_upper_endpoint_kw
531,214652.57902886599,214652.57902886599,214652.57902886596
532,222232.55061373519,222232.55061373519,222232.55061373519
533,224780.13565329404,224780.13565329404,224780.13565329404
534,206132.63237985599,206132.63237985599,206132.63237985596
535,222740.23371482885,222740.23371482885,222740.23371482885
536,258722.09055626875,258722.09055626875,258722.09055626875
537,230868.16120770693,230868.16120770693,230868.16120770693
538,244699.65831563729,244699.65831563729,244699.65831563729
539,225461.91855186163,225461.91855186163,225461.91855186163
540,198262.45604028972,198262.45604028972,198262.45604028975
541,226981.5552734425,226981.5552734425,226981.5552734425
542,204345.46965895523,204345.46965895523,204345.46965895523
543,272128.07975835761,272128.07975835761,272128.07975835761
544,255829.3722478392,255829.3722478392,255829.37224783917
545,181125.96767982256,181125.96767982256,181125.96767982256
546,271364.38021407818,271364.38021407818,271364.38021407818
547,624473.38676528051,624473.38676528051,624473.38676528051
548,211870.44473508871,211870.44473508871,211870.44473508871
549,180490.41162020483,180490.41162020483,180490.41162020483
550,201172.13717796039,201172.13717796039,201172.13717796039
551,560717.17876384547,560717.17876384547,560717.17876384547
552,243671.09921394932,243671.09921394932,243671.09921394935
553,282826.6827922563,282826.6827922563,282826.6827922563
554,239225.80439143561,239225.80439143561,239225.80439143561
555,219156.6282383707,219156.6282383707,219156.6282383707
556,256509.07001922809,256509.07001922809,256509.07001922812
557,236059.56453748388,236059.56453748388,236059.56453748388
558,205348.82528333657,205348.82528333657,205348.82528333657
559,225942.0491338076,225942.0491338076,225942.0491338076
560,188957.01630487552,188957.01630487552,188957.01630487552
561,207024.62629929525,207024.62629929525,207024.62629929525
562,240141.6300830179,240141.6300830179,240141.6300830179
563,176609.37901891401,176609.37901891401,176609.37901891401
564,189500.11209196044,189500.11209196044,189500.11209196044
565,242732.33288373699,242732.33288373699,242732.33288373696
566,196808.66939570184,196808.66939570184,196808.66939570184
567,221643.2551459466,221643.2551459466,221643.2551459466
568,270676.32832875254,270676.32832875254,270676.32832875254
569,295289.09860129183,295289.09860129183,295289.09860129183
570,472076.32031894935,472076.32031894935,472076.32031894935
571,242354.67475676161,242354.67475676161,242354.67475676161
572,226412.93694824493,226412.93694824493,226412.93694824493
573,185552.03954568732,185552.03954568732,185552.03954568735
574,229020.98334285081,229020.98334285081,229020.98334285076
575,231777.81964057879,231777.81964057879,231777.81964057879
576,230567.2661637011,230567.2661637011,230567.2661637011
577,209387.51610568297,209387.51610568297,209387.51610568297
578,227943.85756574941,227943.85756574941,227943.85756574941
579,203975.53337909991,203975.53337909991,203975.53337909991
580,208196.65918845791,208196.65918845791,208196.65918845791
581,217700.00678536491,217700.00678536491,217700.00678536491
582,231583.44560713231,231583.44560713231,231583.44560713231
583,205152.45411967207,205152.45411967207,205152.45411967207
584,298638.70577728807,298638.70577728807,298638.70577728807
585,295748.83668073599,295748.83668073599,295748.83668073599
586,266155.54288251232,266155.54288251232,266155.54288251232
587,258282.37155333321,258282.37155333321,258282.37155333316
588,236997.96161069503,236997.96161069503,236997.96161069503
589,233604.14310947785,233604.14310947785,233604.14310947785
590,199350.11774191345,199350.11774191345,199350.11774191345
591,239544.7653336692,239544.7653336692,239544.76533366917
592,186975.01710014133,186975.01710014133,186975.01710014135
593,233800.80273059712,233800.80273059712,233800.80273059712
594,215216.5623966812,215216.5623966812,215216.56239668117
595,198503.27339782065,198503.27339782065,198503.27339782065
596,265684.86952817813,265684.86952817813,265684.86952817813
597,175724.72599536914,175724.72599536914,175724.72599536914
598,188082.17066871785,188082.17066871785,188082.17066871785
599,247891.63430444809,247891.63430444809,247891.63430444812
600,194607.6475890865,194607.6475890865,194607.6475890865
601,263402.47858005995,263402.47858005995,263402.47858005995
602,212163.70428211705,212163.70428211705,212163.70428211705
603,227404.27129330041,227404.27129330041,227404.27129330041
604,184424.79307177479,184424.79307177479,184424.79307177479
605,217734.15605157599,217734.15605157599,217734.15605157599
606,235250.16886525587,235250.16886525587,235250.16886525587
607,201231.24696712947,201231.24696712947,201231.24696712947
608,267839.24108573369,267839.24108573369,267839.24108573369
609,305261.52969125501,305261.52969125501,305261.52969125501
610,305243.59422645497,305243.59422645497,305243.59422645497
611,239524.5676570858,239524.5676570858,239524.5676570858
612,245882.02501745825,245882.02501745825,245882.02501745825
613,243698.90060169791,243698.90060169791,243698.90060169791
614,292882.00273188902,292882.00273188902,292882.00273188902
615,272375.54997852736,272375.54997852736,272375.54997852736
616,236482.06396143523,236482.06396143523,236482.06396143523
617,215100.78440512149,215100.78440512149,215100.78440512149
618,202892.46920854339,202892.46920854339,202892.46920854336
619,215498.21375885105,215498.21375885105,215498.21375885105
620,220131.51187460049,220131.51187460049,220131.51187460049
621,169673.25665036929,169673.25665036929,169673.25665036929
622,187175.49122408428,187175.49122408428,187175.49122408428
623,229635.90961964059,229635.90961964059,229635.90961964056
624,259066.5814242248,259066.5814242248,259066.5814242248
625,212893.38971027583,212893.38971027583,212893.38971027583
626,190426.36885944431,190426.36885944431,190426.36885944431
627,241539.06819441385,241539.06819441385,241539.06819441385
628,205074.614123254,205074.614123254,205074.61412325397
629,220992.85273017164,220992.85273017164,220992.85273017164
630,207922.26223823533,207922.26223823533,207922.26223823533
631,316833.95415622951,316833.95415622951,316833.95415622951
632,200708.45108977167,200708.45108977167,200708.45108977167
633,173645.80402003432,173645.80402003432,173645.80402003432
634,371259.51944326988,371259.51944326988,371259.51944326982
635,276654.7716794989,276654.7716794989,276654.7716794989
636,308955.91834074608,308955.91834074608,308955.91834074608
637,215986.8262692414,215986.8262692414,215986.8262692414
638,250263.29721295708,250263.29721295708,250263.29721295708
639,322362.25191369443,322362.25191369443,322362.25191369443
640,268857.95999775478,268857.95999775478,268857.95999775478
641,233528.51949617523,233528.51949617523,233528.51949617523
642,211241.60698237989,211241.60698237989,211241.60698237989
643,288853.87319099699,288853.87319099699,288853.87319099694
644,181794.6136178984,181794.6136178984,181794.61361789837
645,190066.88076323783,190066.88076323783,190066.88076323783
646,249674.86307817319,249674.86307817319,249674.86307817319
647,216466.10483344132,216466.10483344132,216466.10483344135
648,195219.77117332333,195219.77117332333,195219.77117332333
649,208843.5262303566,208843.5262303566,208843.5262303566
650,204194.29345573351,204194.29345573351,204194.29345573351
651,250843.67264009241,250843.67264009241,250843.67264009241
652,227376.5269762621,227376.5269762621,227376.5269762621
653,327048.75979606702,327048.75979606702,327048.75979606702
654,195590.8449262986,195590.8449262986,195590.8449262986
655,270200.00156114122,270200.00156114122,270200.00156114122
656,231874.20316527199,231874.20316527199,231874.20316527199
657,206098.58855076056,206098.58855076056,206098.58855076056
658,314008.17806329136,314008.17806329136,314008.17806329136
659,331530.92245964706,331530.92245964706,331530.92245964706
660,234042.40846739875,234042.40846739875,234042.40846739875
661,200566.86149044253,200566.86149044253,200566.86149044253
662,173128.61562193726,173128.61562193726,173128.61562193726
663,201301.48363710169,201301.48363710169,201301.48363710169
664,233299.99486262599,233299.99486262599,233299.99486262596
665,196719.8162947229,196719.8162947229,196719.8162947229
666,241858.27281240464,241858.27281240464,241858.27281240464
667,236230.31663739955,236230.31663739955,236230.31663739955
668,207369.06655630289,207369.06655630289,207369.06655630289
669,199630.08542216764,199630.08542216764,199630.08542216764
670,229269.89269297864,229269.89269297864,229269.89269297864
671,274858.76254407514,274858.76254407514,274858.76254407514
672,220500.2382652722,220500.2382652722,220500.2382652722
673,170213.10801505423,170213.10801505423,170213.10801505423
674,185411.14838567545,185411.14838567545,185411.14838567545
675,193836.55828958601,193836.55828958601,193836.55828958601
676,254737.85346757987,254737.85346757987,254737.85346757987
677,224704.0482860723,224704.0482860723,224704.0482860723
678,199071.46576649969,199071.46576649969,199071.46576649972
679,214679.02725752752,214679.02725752752,214679.02725752752
680,191329.21723548009,191329.21723548009,191329.21723548009
681,206239.46803276509,206239.46803276509,206239.46803276509
682,217783.24142677881,217783.24142677881,217783.24142677881
683,230887.2152318256,230887.2152318256,230887.2152318256
684,184363.25152953848,184363.25152953848,184363.25152953848
685,268607.37554407341,268607.37554407341,268607.37554407341
686,207002.8299129392,207002.8299129392,207002.8299129392
687,185489.98426546389,185489.98426546389,185489.98426546389
688,225343.81837049665,225343.81837049665,225343.81837049665
689,215733.79895610479,215733.79895610479,215733.79895610476
690,207814.89176134529,207814.89176134529,207814.89176134529
691,216691.46573536127,216691.46573536127,216691.46573536127
692,188924.58789500911,188924.58789500911,188924.58789500911
693,331840.39895025542,331840.39895025542,331840.39895025542
694,213898.10627140931,213898.10627140931,213898.10627140931
695,229509.94415076324,229509.94415076324,229509.94415076324
696,228468.27126694904,228468.27126694904,228468.27126694904
697,213884.88998954801,213884.88998954801,213884.88998954801
698,291285.64893367892,291285.64893367892,291285.64893367887
699,254068.01366038847,254068.01366038847,254068.01366038847
700,204401.69932231173,204401.69932231173,204401.69932231173
701,276842.20683061611,276842.20683061611,276842.20683061611
702,224472.02570014319,224472.02570014319,224472.02570014316
703,271675.80306661141,271675.80306661141,271675.80306661141
704,245558.93622641143,245558.93622641143,245558.93622641143
705,181207.52931963955,181207.52931963955,181207.52931963955
706,183516.43976620832,183516.43976620832,183516.43976620832
707,175718.23801781511,175718.23801781511,175718.23801781511
708,207364.13549858035,207364.13549858035,207364.13549858035
709,231743.7480255249,231743.7480255249,231743.7480255249
710,182657.15983755444,182657.15983755444,182657.15983755444
711,282953.87666973029,282953.87666973029,282953.87666973029
712,290460.13430640649,290460.13430640649,290460.13430640649
713,215732.69569960481,215732.69569960481,215732.69569960481
714,221505.43942674572,221505.43942674572,221505.43942674575
715,274276.11179399816,274276.11179399816,274276.11179399816
716,233749.68461054383,233749.68461054383,233749.68461054383
717,297516.90272938571,297516.90272938571,297516.90272938571
718,244695.86044956528,244695.86044956528,244695.86044956528
719,268340.66724978888,268340.66724978888,268340.66724978888
720,210783.32094836503,210783.32094836503,210783.32094836503
721,233454.47186181488,233454.47186181488,233454.47186181488
722,179516.79458375231,179516.79458375231,179516.79458375231
723,212222.68869676325,212222.68869676325,212222.68869676325
724,241879.41582637496,241879.41582637496,241879.41582637496
725,355725.35787076043,355725.35787076043,355725.35787076043
726,205776.76651828032,205776.76651828032,205776.76651828032
727,205993.53333748685,205993.53333748685,205993.53333748685
728,202362.26289353089,202362.26289353089,202362.26289353089
729,229563.97739967232,229563.97739967232,229563.97739967232
730,179724.34850177294,179724.34850177294,179724.34850177294
731,215363.28310841223,215363.28310841223,215363.28310841223
732,357060.83274967998,357060.83274967998,357060.83274967998
733,294269.38331056188,294269.38331056188,294269.38331056188
734,215730.15597728724,215730.15597728724,215730.15597728724
735,214677.94897753559,214677.94897753559,214677.94897753556
736,291069.66563249275,291069.66563249275,291069.66563249275
737,246175.81223215241,246175.81223215241,246175.81223215241
738,183421.48397130449,183421.48397130449,183421.48397130449
739,221086.05889468265,221086.05889468265,221086.05889468265
740,236958.32407394552,236958.32407394552,236958.32407394552
741,164012.52358205948,164012.52358205948,164012.52358205948
742,217425.78758541803,217425.78758541803,217425.78758541803
743,211111.14098687493,211111.14098687493,211111.14098687493
744,291304.27452607884,291304.27452607884,291304.27452607884
745,332988.87526281242,332988.87526281242,332988.87526281242
746,297640.17827366188,297640.17827366188,297640.17827366188
747,249054.41464552964,249054.41464552964,249054.41464552964
748,204413.3916672176,204413.3916672176,204413.3916672176
749,264521.27845633309,264521.27845633309,264521.27845633309
750,184359.68944257451,184359.68944257451,184359.68944257448
751,235296.62349158651,235296.62349158651,235296.62349158648
752,225937.23229038887,225937.23229038887,225937.23229038887
753,187565.10914331232,187565.10914331232,187565.10914331232
754,252303.76204766161,252303.76204766161,252303.76204766161
755,216273.89412375569,216273.89412375569,216273.89412375569
756,234617.99461950205,234617.99461950205,234617.99461950205
757,212512.45628047621,212512.45628047621,212512.45628047621
758,322549.12715863006,322549.12715863006,322549.12715863006
759,246487.42288822195,246487.42288822195,246487.42288822195
760,251385.3946519733,251385.3946519733,251385.3946519733
761,249615.21437973969,249615.21437973969,249615.21437973969
762,237470.18527800115,237470.18527800115,237470.18527800115
763,244233.25659298632,244233.25659298632,244233.25659298632
764,236594.87410639727,236594.87410639727,236594.87410639727
765,283438.53740336234,283438.53740336234,283438.53740336234
766,183641.82327959721,183641.82327959721,183641.82327959721
767,245747.29672505253,245747.29672505253,245747.29672505253
768,220446.58668362623,220446.58668362623,220446.58668362623
769,299962.23382366402,299962.23382366402,299962.23382366402
770,210334.54392205147,210334.54392205147,210334.54392205147
771,182598.13906225585,182598.13906225585,182598.13906225585
772,209496.628521832,209496.628521832,209496.628521832
773,237055.02690048807,237055.02690048807,237055.02690048807
774,267924.25151200208,267924.25151200208,267924.25151200208
775,201153.69549568207,201153.69549568207,201153.69549568207
776,316881.93851515505,316881.93851515505,316881.93851515505
777,219265.62853007248,219265.62853007248,219265.62853007248
778,216535.33933269008,216535.33933269008,216535.33933269008
779,244452.8707752444,244452.8707752444,244452.8707752444
780,207927.58532194933,207927.58532194933,207927.58532194933
781,209313.71316932965,209313.71316932965,209313.71316932965
782,226899.84350938143,226899.84350938143,226899.84350938143
783,265123.61758890148,265123.61758890148,265123.61758890148
784,227563.01388120465,227563.01388120465,227563.01388120465
785,180961.63981509005,180961.63981509005,180961.63981509005
786,238916.03605474555,238916.03605474555,238916.03605474555
787,255570.67020272481,255570.67020272481,255570.67020272481
788,204121.89762939804,204121.89762939804,204121.89762939804
789,211651.50117134681,211651.50117134681,211651.50117134681
790,234817.07766736441,234817.07766736441,234817.07766736441
791,253785.57370876893,253785.57370876893,253785.57370876893
792,169249.09592136956,169249.09592136956,169249.09592136956
793,247850.6925598855,247850.6925598855,247850.6925598855
794,256599.51869208465,256599.51869208465,256599.51869208465
795,183782.27254200843,183782.27254200843,183782.27254200843
796,289055.3567724335,289055.3567724335,289055.3567724335
797,197070.48457592496,197070.48457592496,197070.48457592496
798,514208.9393230952,514208.9393230952,514208.9393230952
799,202601.67611836101,202601.67611836101,202601.67611836101
800,210713.0264121932,210713.0264121932,210713.02641219317
801,250641.60672788945,250641.60672788945,250641.60672788945
802,221695.32222586879,221695.32222586879,221695.32222586879
803,192940.03345872485,192940.03345872485,192940.03345872485
804,180056.54807075055,180056.54807075055,180056.54807075055
805,278468.07668097282,278468.07668097282,278468.07668097282
806,232768.28264456239,232768.28264456239,232768.28264456239
807,337473.58857438521,337473.58857438521,337473.58857438521
808,252711.22827246584,252711.22827246584,252711.22827246584
809,353260.35445223941,353260.35445223941,353260.35445223941
810,246592.39464033995,246592.39464033995,246592.39464033995
811,184743.39166242364,184743.39166242364,184743.39166242364
812,265773.3990914129,265773.3990914129,265773.3990914129
813,244754.09565597665,244754.09565597665,244754.09565597665
814,225234.67026481929,225234.67026481929,225234.67026481929
815,194333.41840567481,194333.41840567481,194333.41840567481
816,205940.82094523552,205940.82094523552,205940.82094523552
817,225191.8093198837,225191.8093198837,225191.8093198837
818,220355.85414973291,220355.85414973291,220355.85414973291
819,274410.06772963773,274410.06772963773,274410.06772963773
820,227573.41595678288,227573.41595678288,227573.41595678288
821,268571.09144473949,268571.09144473949,268571.09144473949
822,218635.84752358709,218635.84752358709,218635.84752358709
823,205826.31096535653,205826.31096535653,205826.31096535653
824,238706.63482996091,238706.63482996091,238706.63482996088
825,237571.121711285,237571.121711285,237571.121711285
826,230041.46680901884,230041.46680901884,230041.46680901884
827,225775.0868124642,225775.0868124642,225775.0868124642
828,204168.15644446303,204168.15644446303,204168.15644446303
829,204943.45154786881,204943.45154786881,204943.45154786881
830,267892.68000740506,267892.68000740506,267892.68000740506
831,176145.33699000353,176145.33699000353,176145.33699000353
832,290205.5940196616,290205.5940196616,290205.5940196616
833,345156.19682886213,345156.19682886213,345156.19682886213
834,249423.14901109919,249423.14901109919,249423.14901109919
835,239778.82321299452,239778.82321299452,239778.82321299455
836,251887.63512967419,251887.63512967419,251887.63512967416
837,196673.7464431464,196673.7464431464,196673.7464431464
838,375464.08946864988,375464.08946864988,375464.08946864982
839,233183.64247404103,233183.64247404103,233183.64247404103
840,248915.1588356935,248915.1588356935,248915.1588356935
841,186397.17460350887,186397.17460350887,186397.17460350887
842,257318.53855739729,257318.53855739729,257318.53855739729
843,221812.52220984839,221812.52220984839,221812.52220984836
844,199033.22942146813,199033.22942146813,199033.22942146813
845,185258.73398709841,185258.73398709841,185258.73398709836
846,237591.95612967669,237591.95612967669,237591.95612967669
847,290853.55359780014,290853.55359780014,290853.55359780014
848,193741.52756610399,193741.52756610399,193741.52756610399
849,208003.1878195692,208003.1878195692,208003.1878195692
850,201788.58665368083,201788.58665368083,201788.58665368083
851,307720.1801221685,307720.1801221685,307720.1801221685
852,168946.58969863417,168946.58969863417,168946.58969863417
853,299175.73624097509,299175.73624097509,299175.73624097509
854,195459.37812419911,195459.37812419911,195459.37812419911
855,191591.41803716929,191591.41803716929,191591.41803716932
856,214846.002202884,214846.002202884,214846.00220288397
857,222557.67355374451,222557.67355374451,222557.67355374451
858,231820.93532886475,231820.93532886475,231820.93532886475
859,297699.91871369199,297699.91871369199,297699.91871369199
860,203435.66039208192,203435.66039208192,203435.66039208192
861,248833.35507840401,248833.35507840401,248833.35507840401
862,345399.43293523602,345399.43293523602,345399.43293523602
863,168848.92844264646,168848.92844264646,168848.92844264646
864,250390.40103688839,250390.40103688839,250390.40103688839
865,250722.4799522479,250722.4799522479,250722.4799522479
866,223622.63010088884,223622.63010088884,223622.63010088884
867,277139.68589705648,277139.68589705648,277139.68589705648
868,207226.06365951936,207226.06365951936,207226.06365951936
869,247917.22162058749,247917.22162058749,247917.22162058749
870,321822.06773266749,321822.06773266749,321822.06773266749
871,208869.54656158839,208869.54656158839,208869.54656158839
872,191062.54369659731,191062.54369659731,191062.54369659731
873,208694.99876940969,208694.99876940969,208694.99876940969
874,214552.8502385696,214552.8502385696,214552.8502385696
875,223153.27247354941,223153.27247354941,223153.27247354941
876,222027.08861127985,222027.08861127985,222027.08861127985
877,204047.2691302358,204047.2691302358,204047.2691302358
878,211648.35572296893,211648.35572296893,211648.35572296893
879,257455.52083028751,257455.52083028751,257455.52083028751
880,271437.98168658442,271437.98168658442,271437.98168658442
881,239629.80308484405,239629.80308484405,239629.80308484405
882,452278.60009682731,452278.60009682731,452278.60009682726
883,206388.6468645588,206388.6468645588,206388.6468645588
884,256755.62944780069,256755.62944780069,256755.62944780069
885,223769.28048551435,223769.28048551435,223769.28048551435
886,258192.83019114879,258192.83019114879,258192.83019114879
887,277732.10319024383,277732.10319024383,277732.10319024383
888,204244.44144056583,204244.44144056583,204244.44144056583
889,231559.08196861719,231559.08196861719,231559.08196861716
890,274423.25047884253,274423.25047884253,274423.25047884253
891,230395.82115017105,230395.82115017105,230395.82115017105
892,201119.41709755,201119.41709755,201119.41709754997
893,200924.27085962024,200924.27085962024,200924.27085962024
894,216643.25114900203,216643.25114900203,216643.25114900203
895,263662.24071617291,263662.24071617291,263662.24071617291
896,197927.64962207049,197927.64962207049,197927.64962207049
897,188274.99965753089,188274.99965753089,188274.99965753089
898,246861.85434784315,246861.85434784315,246861.85434784315
899,288943.69788798474,288943.69788798474,288943.69788798474
900,276995.26898326242,276995.26898326242,276995.26898326242
901,217546.69022934887,217546.69022934887,217546.69022934887
902,202660.66082644759,202660.66082644759,202660.66082644759
903,282133.98272347177,282133.98272347177,282133.98272347177
904,205879.62586497952,205879.62586497952,205879.62586497952
905,243610.43368087985,243610.43368087985,243610.43368087985
906,206210.0711563048,206210.0711563048,206210.0711563048
907,263151.93273526279,263151.93273526279,263151.93273526279
908,296110.06066680374,296110.06066680374,296110.06066680374
909,187872.20608905359,187872.20608905359,187872.20608905359
910,201388.3214845247,201388.3214845247,201388.3214845247
911,226868.34943453941,226868.34943453941,226868.34943453941
912,263491.83848156751,263491.83848156751,263491.83848156751
913,185278.42248599604,185278.42248599604,185278.42248599604
914,299336.34314929158,299336.34314929158,299336.34314929158
915,175520.3883085429,175520.3883085429,175520.3883085429
916,311112.22205439868,311112.22205439868,311112.22205439868
917,187600.7010613734,187600.7010613734,187600.7010613734
918,172321.04521625681,172321.04521625681,172321.04521625681
919,249329.35001655569,249329.35001655569,249329.35001655569
920,236819.42763883169,236819.42763883169,236819.42763883169
921,238070.87543084665,238070.87543084665,238070.87543084665
922,201131.67058627435,201131.67058627435,201131.67058627435
923,215302.80688295304,215302.80688295304,215302.80688295304
924,271835.12276680639,271835.12276680639,271835.12276680639
925,195902.56637260647,195902.56637260647,195902.56637260647
926,330627.9781680858,330627.9781680858,330627.9781680858
927,193771.14444071089,193771.14444071089,193771.14444071092
928,218099.71359681312,218099.71359681312,218099.71359681312
929,209521.82072617416,209521.82072617416,209521.82072617416
930,213971.37852380285,213971.37852380285,213971.37852380285
931,238073.41327112119,238073.41327112119,238073.41327112119
932,239891.89558192005,239891.89558192005,239891.89558192005
933,287479.78517958941,287479.78517958941,287479.78517958941
934,208363.04636002821,208363.04636002821,208363.04636002821
935,174390.75265442528,174390.75265442528,174390.75265442528
936,238803.70544344065,238803.70544344065,238803.70544344065
937,194493.22281368269,194493.22281368269,194493.22281368269
938,245554.46699946059,245554.46699946059,245554.46699946056
939,209121.10430472303,209121.10430472303,209121.10430472303
940,230888.7159188948,230888.7159188948,230888.7159188948
941,339108.12158575444,339108.12158575444,339108.12158575444
942,302879.46151331987,302879.46151331987,302879.46151331987
943,218154.34124101119,218154.34124101119,218154.34124101119
944,206796.75974098479,206796.75974098479,206796.75974098479
945,581486.4813395259,581486.4813395259,581486.4813395259
946,246175.79337159169,246175.79337159169,246175.79337159169
947,188128.79805752967,188128.79805752967,188128.79805752967
948,222099.69932058905,222099.69932058905,222099.69932058905
949,196957.8972004212,196957.8972004212,196957.89720042117
950,201470.22026063403,201470.22026063403,201470.22026063403
951,260000.89491504521,260000.89491504521,260000.89491504521
952,250458.15005805649,250458.15005805649,250458.15005805652
953,228409.53072343595,228409.53072343595,228409.53072343595
954,244441.870829886,244441.870829886,244441.87082988597
955,255181.62757633851,255181.62757633851,255181.62757633851
956,235020.27376553728,235020.27376553728,235020.27376553728
957,337551.73203568242,337551.73203568242,337551.73203568242
958,181522.87965749664,181522.87965749664,181522.87965749664
959,285255.04320832231,285255.04320832231,285255.04320832231
960,227692.17396682021,227692.17396682021,227692.17396682021
961,237424.00330334253,237424.00330334253,237424.00330334253
962,292249.49774951464,292249.49774951464,292249.49774951464
963,202820.72995534929,202820.72995534929,202820.72995534929
964,180854.07973397389,180854.07973397389,180854.07973397389
965,228309.61989624336,228309.61989624336,228309.61989624336
966,212833.47409198951,212833.47409198951,212833.47409198951
967,229929.6376235185,229929.6376235185,229929.6376235185
968,246827.29375168969,246827.29375168969,246827.29375168969
969,204316.34635092865,204316.34635092865,204316.34635092865
970,194302.43424908011,194302.43424908011,194302.43424908011
971,201627.92504271693,201627.92504271693,201627.92504271693
972,231178.81388296347,231178.81388296347,231178.81388296347
973,250595.51009990909,250595.51009990909,250595.51009990909
974,716616.78363064607,716616.78363064607,716616.78363064607
975,226761.59730367147,226761.59730367147,226761.59730367147
976,234613.82416177279,234613.82416177279,234613.82416177276
977,228495.99041878604,228495.99041878604,228495.99041878604
978,245033.82606242105,245033.82606242105,245033.82606242105
979,203260.60800260719,203260.60800260719,203260.60800260719
980,227154.94920355201,227154.94920355201,227154.94920355201
981,231270.60913631989,231270.60913631989,231270.60913631989
982,358381.34267797851,358381.34267797851,358381.34267797851
983,289634.21057660866,289634.21057660866,289634.21057660866
984,208253.23856554279,208253.23856554279,208253.23856554276
985,234862.04054275088,234862.04054275088,234862.04054275088
986,166207.66663675927,166207.66663675927,166207.66663675927
987,276220.82559725939,276220.82559725939,276220.82559725933
988,284766.79840630246,284766.79840630246,284766.79840630246
989,305232.65585816506,305232.65585816506,305232.65585816506
990,374164.22170847259,374164.22170847259,374164.22170847259
991,206750.97256765369,206750.97256765369,206750.97256765369
992,204566.13741222263,204566.13741222263,204566.13741222263
993,217284.23888978979,217284.23888978979,217284.23888978976
994,267405.34504010627,267405.34504010627,267405.34504010627
995,262065.48724018969,262065.48724018969,262065.48724018969
996,215248.79692475381,215248.79692475381,215248.79692475381
997,214070.2262867183,214070.2262867183,214070.2262867183
998,249219.62584487555,249219.62584487555,249219.62584487555
999,225795.49627815784,225795.49627815784,225795.49627815784
