alpha,utilization,oracle_mode,oracle_margin_cny,oracle_best_value_cny,capacity,actual_maximum_demand,contracted_maximum_demand
1.2,0.4945,contracted_maximum_demand,60408.2708125161,5276065.102807532,6744784.344818059,5336473.373620048,5276065.102807532
1.2,0.495,contracted_maximum_demand,60408.2708125161,5276065.102807532,6737971.431338445,5336473.373620048,5276065.102807532
1.2,0.4955,contracted_maximum_demand,60408.2708125161,5276065.102807532,6731172.267431948,5336473.373620048,5276065.102807532
1.2,0.496,contracted_maximum_demand,60408.2708125161,5276065.102807532,6724386.811517198,5336473.373620048,5276065.102807532
1.2,0.4965,contracted_maximum_demand,60408.2708125161,5276065.102807532,6717615.0221803235,5336473.373620048,5276065.102807532
1.2,0.497,contracted_maximum_demand,60408.2708125161,5276065.102807532,6710856.858174105,5336473.373620048,5276065.102807532
1.2,0.4975,contracted_maximum_demand,60408.2708125161,5276065.102807532,6704112.278417146,5336473.373620048,5276065.102807532
1.2,0.498,contracted_maximum_demand,60408.2708125161,5276065.102807532,6697381.241993033,5336473.373620048,5276065.102807532
1.2,0.4985,contracted_maximum_demand,60408.2708125161,5276065.102807532,6690663.7081495095,5336473.373620048,5276065.102807532
1.2,0.499,contracted_maximum_demand,60408.2708125161,5276065.102807532,6683959.636297656,5336473.373620048,5276065.102807532
1.2,0.4995,contracted_maximum_demand,60408.2708125161,5276065.102807532,6677268.986011072,5336473.373620048,5276065.102807532
1.2,0.5,contracted_maximum_demand,60408.2708125161,5276065.102807532,6670591.717025061,5336473.373620048,5276065.102807532
1.2,0.5005,contracted_maximum_demand,60408.2708125161,5276065.102807532,6663927.789235826,5336473.373620048,5276065.102807532
1.2,0.501,contracted_maximum_demand,60408.2708125161,5276065.102807532,6657277.162699662,5336473.373620048,5276065.102807532
1.2,0.5015,contracted_maximum_demand,60408.2708125161,5276065.102807532,6650639.797632165,5336473.373620048,5276065.102807532
1.2,0.502,contracted_maximum_demand,60408.2708125161,5276065.102807532,6644015.654407431,5336473.373620048,5276065.102807532
1.2,0.5025,contracted_maximum_demand,60408.2708125161,5276065.102807532,6637404.693557275,5336473.373620048,5276065.102807532
1.2,0.503,contracted_maximum_demand,60408.2708125161,5276065.102807532,6630806.8757704375,5336473.373620048,5276065.102807532
1.2,0.5035,contracted_maximum_demand,60408.2708125161,5276065.102807532,6624222.161891819,5336473.373620048,5276065.102807532
1.2,0.504,contracted_maximum_demand,60408.2708125161,5276065.102807532,6617650.512921687,5336473.373620048,5276065.102807532
1.2,0.5045,contracted_maximum_demand,60408.2708125161,5276065.102807532,6611091.890014928,5336473.373620048,5276065.102807532
1.2,0.505,contracted_maximum_demand,60408.2708125161,5276065.102807532,6604546.254480258,5336473.373620048,5276065.102807532
1.2,0.5055,contracted_maximum_demand,60408.2708125161,5276065.102807532,6598013.567779487,5336473.373620048,5276065.102807532
1.2,0.506,contracted_maximum_demand,60408.2708125161,5276065.102807532,6591493.79152674,5336473.373620048,5276065.102807532
1.2,0.5065,contracted_maximum_demand,60408.2708125161,5276065.102807532,6584986.887487722,5336473.373620048,5276065.102807532
1.2,0.507,contracted_maximum_demand,60408.2708125161,5276065.102807532,6578492.817578955,5336473.373620048,5276065.102807532
1.2,0.5075,contracted_maximum_demand,60408.2708125161,5276065.102807532,6572011.543867056,5336473.373620048,5276065.102807532
1.2,0.508,contracted_maximum_demand,60408.2708125161,5276065.102807532,6565543.028567973,5336473.373620048,5276065.102807532
1.2,0.5085,contracted_maximum_demand,60408.2708125161,5276065.102807532,6559087.234046275,5336473.373620048,5276065.102807532
1.2,0.509,contracted_maximum_demand,60408.2708125161,5276065.102807532,6552644.122814402,5336473.373620048,5276065.102807532
1.2,0.5095,contracted_maximum_demand,60408.2708125161,5276065.102807532,6546213.657531954,5336473.373620048,5276065.102807532
1.2,0.51,contracted_maximum_demand,60408.2708125161,5276065.102807532,6539795.801004961,5336473.373620048,5276065.102807532
1.2,0.5105,contracted_maximum_demand,60408.2708125161,5276065.102807532,6533390.516185172,5336473.373620048,5276065.102807532
1.2,0.511,contracted_maximum_demand,60408.2708125161,5276065.102807532,6526997.766169336,5336473.373620048,5276065.102807532
1.2,0.5115,contracted_maximum_demand,60408.2708125161,5276065.102807532,6520617.514198495,5336473.373620048,5276065.102807532
1.2,0.512,contracted_maximum_demand,60408.2708125161,5276065.102807532,6514249.723657287,5336473.373620048,5276065.102807532
1.2,0.5125,contracted_maximum_demand,60408.2708125161,5276065.102807532,6507894.358073231,5336473.373620048,5276065.102807532
1.2,0.513,contracted_maximum_demand,60408.2708125161,5276065.102807532,6501551.381116043,5336473.373620048,5276065.102807532
1.2,0.5135,contracted_maximum_demand,60408.2708125161,5276065.102807532,6495220.756596943,5336473.373620048,5276065.102807532
1.2,0.514,contracted_maximum_demand,60408.2708125161,5276065.102807532,6488902.448467958,5336473.373620048,5276065.102807532
1.2,0.5145,contracted_maximum_demand,60408.2708125161,5276065.102807532,6482596.420821246,5336473.373620048,5276065.102807532
1.2,0.515,contracted_maximum_demand,60408.2708125161,5276065.102807532,6476302.637888408,5336473.373620048,5276065.102807532
1.2,0.5155,contracted_maximum_demand,60408.2708125161,5276065.102807532,6470021.064039827,5336473.373620048,5276065.102807532
1.2,0.516,contracted_maximum_demand,60408.2708125161,5276065.102807532,6463751.663783973,5336473.373620048,5276065.102807532
1.2,0.5165,contracted_maximum_demand,60408.2708125161,5276065.102807532,6457494.4017667575,5336473.373620048,5276065.102807532
1.2,0.517,contracted_maximum_demand,60408.2708125161,5276065.102807532,6451249.242770852,5336473.373620048,5276065.102807532
1.2,0.5175,contracted_maximum_demand,60408.2708125161,5276065.102807532,6445016.151715035,5336473.373620048,5276065.102807532
1.2,0.518,contracted_maximum_demand,60408.2708125161,5276065.102807532,6438795.093653534,5336473.373620048,5276065.102807532
1.2,0.5185,contracted_maximum_demand,60408.2708125161,5276065.102807532,6432586.033775372,5336473.373620048,5276065.102807532
1.2,0.519,contracted_maximum_demand,60408.2708125161,5276065.102807532,6426388.93740372,5336473.373620048,5276065.102807532
1.2,0.5195,contracted_maximum_demand,60408.2708125161,5276065.102807532,6420203.769995247,5336473.373620048,5276065.102807532
1.2,0.52,contracted_maximum_demand,60408.2708125161,5276065.102807532,6414030.497139481,5336473.373620048,5276065.102807532
1.2,0.5205,contracted_maximum_demand,60408.2708125161,5276065.102807532,6407869.084558177,5336473.373620048,5276065.102807532
1.2,0.5209999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6401719.498104666,5336473.373620048,5276065.102807532
1.2,0.5215,contracted_maximum_demand,60408.2708125161,5276065.102807532,6395581.703763242,5336473.373620048,5276065.102807532
1.2,0.522,contracted_maximum_demand,60408.2708125161,5276065.102807532,6389455.667648525,5336473.373620048,5276065.102807532
1.2,0.5225,contracted_maximum_demand,60408.2708125161,5276065.102807532,6383341.3560048435,5336473.373620048,5276065.102807532
1.2,0.5229999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6377238.735205604,5336473.373620048,5276065.102807532
1.2,0.5235,contracted_maximum_demand,60408.2708125161,5276065.102807532,6371147.771752684,5336473.373620048,5276065.102807532
1.2,0.524,contracted_maximum_demand,60408.2708125161,5276065.102807532,6365068.4322758205,5336473.373620048,5276065.102807532
1.2,0.5245,contracted_maximum_demand,60408.2708125161,5276065.102807532,6359000.683531994,5336473.373620048,5276065.102807532
1.2,0.5249999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6352944.492404821,5336473.373620048,5276065.102807532
1.2,0.5255,contracted_maximum_demand,60408.2708125161,5276065.102807532,6346899.825903959,5336473.373620048,5276065.102807532
1.2,0.526,contracted_maximum_demand,60408.2708125161,5276065.102807532,6340866.651164506,5336473.373620048,5276065.102807532
1.2,0.5265,contracted_maximum_demand,60408.2708125161,5276065.102807532,6334844.935446402,5336473.373620048,5276065.102807532
1.2,0.5269999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6328834.6461338345,5336473.373620048,5276065.102807532
1.2,0.5275,contracted_maximum_demand,60408.2708125161,5276065.102807532,6322835.750734655,5336473.373620048,5276065.102807532
1.2,0.528,contracted_maximum_demand,60408.2708125161,5276065.102807532,6316848.216879792,5336473.373620048,5276065.102807532
1.2,0.5285,contracted_maximum_demand,60408.2708125161,5276065.102807532,6310872.01232267,5336473.373620048,5276065.102807532
1.2,0.5289999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6304907.104938623,5336473.373620048,5276065.102807532
1.2,0.5295,contracted_maximum_demand,60408.2708125161,5276065.102807532,6298953.462724325,5336473.373620048,5276065.102807532
1.2,0.53,contracted_maximum_demand,60408.2708125161,5276065.102807532,6293011.053797226,5336473.373620048,5276065.102807532
1.2,0.5305,contracted_maximum_demand,60408.2708125161,5276065.102807532,6287079.846394968,5336473.373620048,5276065.102807532
1.2,0.5309999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6281159.808874823,5336473.373620048,5276065.102807532
1.2,0.5315,contracted_maximum_demand,60408.2708125161,5276065.102807532,6275250.909713133,5336473.373620048,5276065.102807532
1.2,0.532,contracted_maximum_demand,60408.2708125161,5276065.102807532,6269353.117504756,5336473.373620048,5276065.102807532
1.2,0.5325,contracted_maximum_demand,60408.2708125161,5276065.102807532,6263466.400962498,5336473.373620048,5276065.102807532
1.2,0.5329999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6257590.728916568,5336473.373620048,5276065.102807532
1.2,0.5335,contracted_maximum_demand,60408.2708125161,5276065.102807532,6251726.070314022,5336473.373620048,5276065.102807532
1.2,0.534,contracted_maximum_demand,60408.2708125161,5276065.102807532,6245872.394218222,5336473.373620048,5276065.102807532
1.2,0.5345,contracted_maximum_demand,60408.2708125161,5276065.102807532,6240029.669808289,5336473.373620048,5276065.102807532
1.2,0.5349999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6234197.8663785625,5336473.373620048,5276065.102807532
1.2,0.5355,contracted_maximum_demand,60408.2708125161,5276065.102807532,6228376.95333806,5336473.373620048,5276065.102807532
1.2,0.536,contracted_maximum_demand,60408.2708125161,5276065.102807532,6222566.900209945,5336473.373620048,5276065.102807532
1.2,0.5365,contracted_maximum_demand,60408.2708125161,5276065.102807532,6216767.676630998,5336473.373620048,5276065.102807532
1.2,0.5369999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6210979.252351082,5336473.373620048,5276065.102807532
1.2,0.5375,contracted_maximum_demand,60408.2708125161,5276065.102807532,6205201.597232615,5336473.373620048,5276065.102807532
1.2,0.538,contracted_maximum_demand,60408.2708125161,5276065.102807532,6199434.681250056,5336473.373620048,5276065.102807532
1.2,0.5385,contracted_maximum_demand,60408.2708125161,5276065.102807532,6193678.474489379,5336473.373620048,5276065.102807532
1.2,0.5389999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6187932.947147553,5336473.373620048,5276065.102807532
1.2,0.5395,contracted_maximum_demand,60408.2708125161,5276065.102807532,6182198.06953203,5336473.373620048,5276065.102807532
1.2,0.54,contracted_maximum_demand,60408.2708125161,5276065.102807532,6176473.812060241,5336473.373620048,5276065.102807532
1.2,0.5405,contracted_maximum_demand,60408.2708125161,5276065.102807532,6170760.145259076,5336473.373620048,5276065.102807532
1.2,0.5409999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6165057.039764382,5336473.373620048,5276065.102807532
1.2,0.5415,contracted_maximum_demand,60408.2708125161,5276065.102807532,6159364.4663204625,5336473.373620048,5276065.102807532
1.2,0.542,contracted_maximum_demand,60408.2708125161,5276065.102807532,6153682.395779576,5336473.373620048,5276065.102807532
1.2,0.5425,contracted_maximum_demand,60408.2708125161,5276065.102807532,6148010.799101438,5336473.373620048,5276065.102807532
1.2,0.5429999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6142349.647352727,5336473.373620048,5276065.102807532
1.2,0.5435,contracted_maximum_demand,60408.2708125161,5276065.102807532,6136698.911706588,5336473.373620048,5276065.102807532
1.2,0.544,contracted_maximum_demand,60408.2708125161,5276065.102807532,6131058.563442151,5336473.373620048,5276065.102807532
1.2,0.5445,contracted_maximum_demand,60408.2708125161,5276065.102807532,6125428.5739440415,5336473.373620048,5276065.102807532
1.2,0.5449999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6119808.914701892,5336473.373620048,5276065.102807532
1.2,0.5455,contracted_maximum_demand,60408.2708125161,5276065.102807532,6114199.557309863,5336473.373620048,5276065.102807532
1.2,0.546,contracted_maximum_demand,60408.2708125161,5276065.102807532,6108600.473466173,5336473.373620048,5276065.102807532
1.2,0.5465,contracted_maximum_demand,60408.2708125161,5276065.102807532,6103011.634972609,5336473.373620048,5276065.102807532
1.2,0.5469999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6097433.01373406,5336473.373620048,5276065.102807532
1.2,0.5475,contracted_maximum_demand,60408.2708125161,5276065.102807532,6091864.581758046,5336473.373620048,5276065.102807532
1.2,0.5479999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6086306.311154253,5336473.373620048,5276065.102807532
1.2,0.5485,contracted_maximum_demand,60408.2708125161,5276065.102807532,6080758.174134057,5336473.373620048,5276065.102807532
1.2,0.5489999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6075220.143010074,5336473.373620048,5276065.102807532
1.2,0.5495,contracted_maximum_demand,60408.2708125161,5276065.102807532,6069692.190195687,5336473.373620048,5276065.102807532
1.2,0.5499999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6064174.288204602,5336473.373620048,5276065.102807532
1.2,0.5505,contracted_maximum_demand,60408.2708125161,5276065.102807532,6058666.409650373,5336473.373620048,5276065.102807532
1.2,0.5509999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6053168.527245972,5336473.373620048,5276065.102807532
1.2,0.5515,contracted_maximum_demand,60408.2708125161,5276065.102807532,6047680.613803319,5336473.373620048,5276065.102807532
1.2,0.5519999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6042202.642232846,5336473.373620048,5276065.102807532
1.2,0.5525,contracted_maximum_demand,60408.2708125161,5276065.102807532,6036734.585543042,5336473.373620048,5276065.102807532
1.2,0.5529999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6031276.416840019,5336473.373620048,5276065.102807532
1.2,0.5535,contracted_maximum_demand,60408.2708125161,5276065.102807532,6025828.109327065,5336473.373620048,5276065.102807532
1.2,0.5539999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6020389.636304208,5336473.373620048,5276065.102807532
1.2,0.5545,contracted_maximum_demand,60408.2708125161,5276065.102807532,6014960.971167773,5336473.373620048,5276065.102807532
1.2,0.5549999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,6009542.087409965,5336473.373620048,5276065.102807532
1.2,0.5555,contracted_maximum_demand,60408.2708125161,5276065.102807532,6004132.958618416,5336473.373620048,5276065.102807532
1.2,0.5559999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5998733.558475776,5336473.373620048,5276065.102807532
1.2,0.5565,contracted_maximum_demand,60408.2708125161,5276065.102807532,5993343.860759265,5336473.373620048,5276065.102807532
1.2,0.5569999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5987963.8393402705,5336473.373620048,5276065.102807532
1.2,0.5575,contracted_maximum_demand,60408.2708125161,5276065.102807532,5982593.468183911,5336473.373620048,5276065.102807532
1.2,0.5579999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5977232.721348621,5336473.373620048,5276065.102807532
1.2,0.5585,contracted_maximum_demand,60408.2708125161,5276065.102807532,5971881.57298573,5336473.373620048,5276065.102807532
1.2,0.5589999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5966539.997339054,5336473.373620048,5276065.102807532
1.2,0.5595,contracted_maximum_demand,60408.2708125161,5276065.102807532,5961207.968744469,5336473.373620048,5276065.102807532
1.2,0.5599999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5955885.461629519,5336473.373620048,5276065.102807532
1.2,0.5605,contracted_maximum_demand,60408.2708125161,5276065.102807532,5950572.450512989,5336473.373620048,5276065.102807532
1.2,0.5609999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5945268.9100045115,5336473.373620048,5276065.102807532
1.2,0.5615,contracted_maximum_demand,60408.2708125161,5276065.102807532,5939974.81480415,5336473.373620048,5276065.102807532
1.2,0.5619999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5934690.139702012,5336473.373620048,5276065.102807532
1.2,0.5625,contracted_maximum_demand,60408.2708125161,5276065.102807532,5929414.859577832,5336473.373620048,5276065.102807532
1.2,0.563,contracted_maximum_demand,60408.2708125161,5276065.102807532,5924148.949400587,5336473.373620048,5276065.102807532
1.2,0.5635,contracted_maximum_demand,60408.2708125161,5276065.102807532,5918892.384228094,5336473.373620048,5276065.102807532
1.2,0.564,contracted_maximum_demand,60408.2708125161,5276065.102807532,5913645.139206614,5336473.373620048,5276065.102807532
1.2,0.5645,contracted_maximum_demand,60408.2708125161,5276065.102807532,5908407.18957047,5336473.373620048,5276065.102807532
1.2,0.565,contracted_maximum_demand,60408.2708125161,5276065.102807532,5903178.5106416475,5336473.373620048,5276065.102807532
1.2,0.5655,contracted_maximum_demand,60408.2708125161,5276065.102807532,5897959.077829408,5336473.373620048,5276065.102807532
1.2,0.566,contracted_maximum_demand,60408.2708125161,5276065.102807532,5892748.8666299125,5336473.373620048,5276065.102807532
1.2,0.5665,contracted_maximum_demand,60408.2708125161,5276065.102807532,5887547.852625825,5336473.373620048,5276065.102807532
1.2,0.567,contracted_maximum_demand,60408.2708125161,5276065.102807532,5882356.0114859445,5336473.373620048,5276065.102807532
1.2,0.5675,contracted_maximum_demand,60408.2708125161,5276065.102807532,5877173.318964811,5336473.373620048,5276065.102807532
1.2,0.568,contracted_maximum_demand,60408.2708125161,5276065.102807532,5871999.750902343,5336473.373620048,5276065.102807532
1.2,0.5685,contracted_maximum_demand,60408.2708125161,5276065.102807532,5866835.283223448,5336473.373620048,5276065.102807532
1.2,0.569,contracted_maximum_demand,60408.2708125161,5276065.102807532,5861679.891937664,5336473.373620048,5276065.102807532
1.2,0.5695,contracted_maximum_demand,60408.2708125161,5276065.102807532,5856533.553138771,5336473.373620048,5276065.102807532
1.2,0.57,contracted_maximum_demand,60408.2708125161,5276065.102807532,5851396.243004439,5336473.373620048,5276065.102807532
1.2,0.5705,contracted_maximum_demand,60408.2708125161,5276065.102807532,5846267.937795846,5336473.373620048,5276065.102807532
1.2,0.571,contracted_maximum_demand,60408.2708125161,5276065.102807532,5841148.613857321,5336473.373620048,5276065.102807532
1.2,0.5715,contracted_maximum_demand,60408.2708125161,5276065.102807532,5836038.247615976,5336473.373620048,5276065.102807532
1.2,0.572,contracted_maximum_demand,60408.2708125161,5276065.102807532,5830936.815581347,5336473.373620048,5276065.102807532
1.2,0.5725,contracted_maximum_demand,60408.2708125161,5276065.102807532,5825844.2943450315,5336473.373620048,5276065.102807532
1.2,0.573,contracted_maximum_demand,60408.2708125161,5276065.102807532,5820760.660580332,5336473.373620048,5276065.102807532
1.2,0.5734999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5815685.891041903,5336473.373620048,5276065.102807532
1.2,0.574,contracted_maximum_demand,60408.2708125161,5276065.102807532,5810619.962565385,5336473.373620048,5276065.102807532
1.2,0.5745,contracted_maximum_demand,60408.2708125161,5276065.102807532,5805562.852067067,5336473.373620048,5276065.102807532
1.2,0.575,contracted_maximum_demand,60408.2708125161,5276065.102807532,5800514.536543531,5336473.373620048,5276065.102807532
1.2,0.5754999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5795474.993071296,5336473.373620048,5276065.102807532
1.2,0.576,contracted_maximum_demand,60408.2708125161,5276065.102807532,5790444.198806477,5336473.373620048,5276065.102807532
1.2,0.5765,contracted_maximum_demand,60408.2708125161,5276065.102807532,5785422.130984441,5336473.373620048,5276065.102807532
1.2,0.577,contracted_maximum_demand,60408.2708125161,5276065.102807532,5780408.766919464,5336473.373620048,5276065.102807532
1.2,0.5774999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5775404.084004383,5336473.373620048,5276065.102807532
1.2,0.578,contracted_maximum_demand,60408.2708125161,5276065.102807532,5770408.0597102605,5336473.373620048,5276065.102807532
1.2,0.5785,contracted_maximum_demand,60408.2708125161,5276065.102807532,5765420.671586051,5336473.373620048,5276065.102807532
1.2,0.579,contracted_maximum_demand,60408.2708125161,5276065.102807532,5760441.897258257,5336473.373620048,5276065.102807532
1.2,0.5794999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5755471.714430598,5336473.373620048,5276065.102807532
1.2,0.58,contracted_maximum_demand,60408.2708125161,5276065.102807532,5750510.100883674,5336473.373620048,5276065.102807532
1.2,0.5805,contracted_maximum_demand,60408.2708125161,5276065.102807532,5745557.034474643,5336473.373620048,5276065.102807532
1.2,0.581,contracted_maximum_demand,60408.2708125161,5276065.102807532,5740612.493136886,5336473.373620048,5276065.102807532
1.2,0.5814999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5735676.454879675,5336473.373620048,5276065.102807532
1.2,0.582,contracted_maximum_demand,60408.2708125161,5276065.102807532,5730748.897787853,5336473.373620048,5276065.102807532
1.2,0.5825,contracted_maximum_demand,60408.2708125161,5276065.102807532,5725829.8000215115,5336473.373620048,5276065.102807532
1.2,0.583,contracted_maximum_demand,60408.2708125161,5276065.102807532,5720919.139815661,5336473.373620048,5276065.102807532
1.2,0.5834999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5716016.895479916,5336473.373620048,5276065.102807532
1.2,0.584,contracted_maximum_demand,60408.2708125161,5276065.102807532,5711123.045398169,5336473.373620048,5276065.102807532
1.2,0.5845,contracted_maximum_demand,60408.2708125161,5276065.102807532,5706237.568028281,5336473.373620048,5276065.102807532
1.2,0.585,contracted_maximum_demand,60408.2708125161,5276065.102807532,5701360.441901762,5336473.373620048,5276065.102807532
1.2,0.5854999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5696491.645623452,5336473.373620048,5276065.102807532
1.2,0.586,contracted_maximum_demand,60408.2708125161,5276065.102807532,5691631.157871213,5336473.373620048,5276065.102807532
1.2,0.5865,contracted_maximum_demand,60408.2708125161,5276065.102807532,5686778.957395619,5336473.373620048,5276065.102807532
1.2,0.587,contracted_maximum_demand,60408.2708125161,5276065.102807532,5681935.0230196435,5336473.373620048,5276065.102807532
1.2,0.5874999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5677099.3336383505,5336473.373620048,5276065.102807532
1.2,0.588,contracted_maximum_demand,60408.2708125161,5276065.102807532,5672271.86821859,5336473.373620048,5276065.102807532
1.2,0.5885,contracted_maximum_demand,60408.2708125161,5276065.102807532,5667452.605798692,5336473.373620048,5276065.102807532
1.2,0.589,contracted_maximum_demand,60408.2708125161,5276065.102807532,5662641.525488167,5336473.373620048,5276065.102807532
1.2,0.5894999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5657838.606467398,5336473.373620048,5276065.102807532
1.2,0.59,contracted_maximum_demand,60408.2708125161,5276065.102807532,5653043.82798734,5336473.373620048,5276065.102807532
1.2,0.5905,contracted_maximum_demand,60408.2708125161,5276065.102807532,5648257.16936923,5336473.373620048,5276065.102807532
1.2,0.591,contracted_maximum_demand,60408.2708125161,5276065.102807532,5643478.610004282,5336473.373620048,5276065.102807532
1.2,0.5914999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5638708.129353391,5336473.373620048,5276065.102807532
1.2,0.592,contracted_maximum_demand,60408.2708125161,5276065.102807532,5633945.706946842,5336473.373620048,5276065.102807532
1.2,0.5925,contracted_maximum_demand,60408.2708125161,5276065.102807532,5629191.3223840175,5336473.373620048,5276065.102807532
1.2,0.593,contracted_maximum_demand,60408.2708125161,5276065.102807532,5624444.955333104,5336473.373620048,5276065.102807532
1.2,0.5934999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5619706.585530802,5336473.373620048,5276065.102807532
1.2,0.594,contracted_maximum_demand,60408.2708125161,5276065.102807532,5614976.192782038,5336473.373620048,5276065.102807532
1.2,0.5945,contracted_maximum_demand,60408.2708125161,5276065.102807532,5610253.756959681,5336473.373620048,5276065.102807532
1.2,0.595,contracted_maximum_demand,60408.2708125161,5276065.102807532,5605539.258004253,5336473.373620048,5276065.102807532
1.2,0.5954999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5600832.6759236455,5336473.373620048,5276065.102807532
1.2,0.596,contracted_maximum_demand,60408.2708125161,5276065.102807532,5596133.990792837,5336473.373620048,5276065.102807532
1.2,0.5965,contracted_maximum_demand,60408.2708125161,5276065.102807532,5591443.182753613,5336473.373620048,5276065.102807532
1.2,0.597,contracted_maximum_demand,60408.2708125161,5276065.102807532,5586760.232014289,5336473.373620048,5276065.102807532
1.2,0.5974999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5582085.118849424,5336473.373620048,5276065.102807532
1.2,0.598,contracted_maximum_demand,60408.2708125161,5276065.102807532,5577417.82359955,5336473.373620048,5276065.102807532
1.2,0.5984999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5572758.326670895,5336473.373620048,5276065.102807532
1.2,0.599,contracted_maximum_demand,60408.2708125161,5276065.102807532,5568106.60853511,5336473.373620048,5276065.102807532
1.2,0.5994999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5563462.649728992,5336473.373620048,5276065.102807532
1.2,0.6,contracted_maximum_demand,60408.2708125161,5276065.102807532,5558826.430854217,5336473.373620048,5276065.102807532
1.2,0.6004999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5554197.932577071,5336473.373620048,5276065.102807532
1.2,0.601,contracted_maximum_demand,60408.2708125161,5276065.102807532,5549577.13562817,5336473.373620048,5276065.102807532
1.2,0.6014999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5544964.020802212,5336473.373620048,5276065.102807532
1.2,0.602,contracted_maximum_demand,60408.2708125161,5276065.102807532,5540358.568957692,5336473.373620048,5276065.102807532
1.2,0.6024999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5535760.761016649,5336473.373620048,5276065.102807532
1.2,0.603,contracted_maximum_demand,60408.2708125161,5276065.102807532,5531170.577964396,5336473.373620048,5276065.102807532
1.2,0.6034999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5526588.000849264,5336473.373620048,5276065.102807532
1.2,0.604,contracted_maximum_demand,60408.2708125161,5276065.102807532,5522013.010782335,5336473.373620048,5276065.102807532
1.2,0.6044999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5517445.588937189,5336473.373620048,5276065.102807532
1.2,0.605,contracted_maximum_demand,60408.2708125161,5276065.102807532,5512885.716549637,5336473.373620048,5276065.102807532
1.2,0.6054999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5508333.374917475,5336473.373620048,5276065.102807532
1.2,0.606,contracted_maximum_demand,60408.2708125161,5276065.102807532,5503788.545400215,5336473.373620048,5276065.102807532
1.2,0.6064999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5499251.209418847,5336473.373620048,5276065.102807532
1.2,0.607,contracted_maximum_demand,60408.2708125161,5276065.102807532,5494721.348455569,5336473.373620048,5276065.102807532
1.2,0.6074999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5490198.944053548,5336473.373620048,5276065.102807532
1.2,0.608,contracted_maximum_demand,60408.2708125161,5276065.102807532,5485683.977816662,5336473.373620048,5276065.102807532
1.2,0.6084999999999999,contracted_maximum_demand,60408.2708125161,5276065.102807532,5481176.431409254,5336473.373620048,5276065.102807532
