scenario_id,replication_id,method_id,q99_error,regret,accuracy,fit_status
SCALE_SHIFT_8000_TO_12000,7,EVENT-EMP,0.1963649990950494,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,7,GEV,0.3400950471349154,0.0054585168003894215,0.4444444444444444,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,7,KDE,0.2630390576200876,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,7,TAIL,0.0119646298375982,0.0027476010600665447,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,8,EMP,-0.3158101112340165,0.029920554934238,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,8,EVENT-EMP,-0.3158101112340165,0.01772499417977831,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,8,GEV,-0.2300498882486145,0.028689260119054222,0.5555555555555556,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,8,KDE,-0.2572480680696987,0.02520390280180808,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,8,TAIL,-0.1036171367775737,0.023694296752396014,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,9,EMP,-0.2066816933419836,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,9,EVENT-EMP,-0.2066816933419836,0.003390858069952522,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,9,GEV,-0.0851092133366256,0.0054585168003894215,0.4444444444444444,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,9,KDE,-0.1441521612141774,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,9,TAIL,-0.042561606874741,0.0030580592853933224,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,10,EMP,-0.0737856259449105,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,10,EVENT-EMP,-0.0737856259449105,0.005466834607515156,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,10,GEV,0.153253712348866,0.0054585168003894215,0.4444444444444444,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,10,KDE,0.0164623560922992,0.0054585168003894215,0.4444444444444444,PASS
