replication_id,method_id,information_set,q99_relative_error,mean_relative_error,estimated_q99_kw,fit_status
5,KDE,monthly_maxima,-0.15454384888080669,0.0077314217613599001,224606.42593557152,PASS
5,EMP,monthly_maxima,-0.2042089160560169,0.0077314217613595002,211412.2546975869,PASS
6,TAIL,event_level,0.22268734775052429,0.021449744278893401,324822.80110133335,PASS
6,EVENT-EMP,event_level,-0.21889777567705779,-0.022076754671235599,207509.96803708543,PASS
6,GEV,monthly_maxima,-0.077785272739501005,-0.020247508544324201,244998.34031715075,PASS_LMOM_FINITE_MEAN
6,KDE,monthly_maxima,-0.15841779118700769,-0.020247508540920001,223577.26276191129,PASS
6,EMP,monthly_maxima,-0.21889777567705779,-0.020247508544324,207509.96803708543,PASS
7,TAIL,event_level,-0.14260647760437489,-0.040183991803968602,227777.74392044399,PASS
7,EVENT-EMP,event_level,-0.1950212499916138,-0.037398037779497503,213853.0777191988,PASS
7,GEV,monthly_maxima,-0.0897608405542967,-0.069011058679235904,241816.87492492475,PASS_LMOM_FINITE_MEAN
7,KDE,monthly_maxima,-0.14926769712764951,-0.069011058670925801,226008.10429157093,PASS
7,EMP,monthly_maxima,-0.1950212499916138,-0.069011058679010306,213853.0777191988,PASS
8,TAIL,event_level,-0.0123299420551488,-0.0240625919666318,262387.4004877836,PASS
8,EVENT-EMP,event_level,-0.15175915891163561,-0.038527386764614598,225346.21505471889,PASS
8,GEV,monthly_maxima,-0.1634562193145021,-0.0292751087309744,222238.73877985531,PASS_LMOM_FINITE_MEAN
8,KDE,monthly_maxima,-0.11239428564174569,-0.0292751087309693,235804.0057761565,PASS
8,EMP,monthly_maxima,-0.15175915891163561,-0.029275108730974001,225346.21505471889,PASS
9,TAIL,event_level,0.048620494143221997,0.023607574859953601,278579.67682950501,PASS
9,EVENT-EMP,event_level,-0.18259654760479829,0.0193231842324251,217153.86155372599,PASS
9,GEV,monthly_maxima,-0.1274440790591338,0.053209173633409101,231805.83235690405,PASS_LMOM_FINITE_MEAN
9,KDE,monthly_maxima,-0.12601766991975691,0.0532091736340215,232184.77650237296,PASS
9,EMP,monthly_maxima,-0.18259654760479829,0.053209173633409899,217153.86155372599,PASS
