comparison_type,one_to_one_matching,mode_left,mode_right,pair_rank_within_mode_pair,method_id,cell_left,cell_right,relative_margin_gap,left_action_accuracy,left_absolute_regret_mean_cny,left_absolute_regret_p95_cny,left_regret_over_oracle_mean,left_regret_over_capacity_mean,left_d_mv_mean,right_action_accuracy,right_absolute_regret_mean_cny,right_absolute_regret_p95_cny,right_regret_over_oracle_mean,right_regret_over_capacity_mean,right_d_mv_mean
nearest_gap_descriptive,False,actual_maximum_demand,capacity,3,TAIL,A110_U400,A120_U700,0.005156827583849,1.0,0.0,0.0,0.0,0.0,0.874927260715581,0.941,32441.088340284994,525173.1385112447,0.006808619925048299,0.006808619925048299,1.0744006503527452
nearest_gap_descriptive,False,actual_maximum_demand,capacity,4,EMP,A105_U400,A120_U720,0.0078003056741754,1.0,0.0,0.0,0.0,0.0,0.8545904726170234,0.978,15457.22625081206,0.0,0.0033367963061448056,0.0033367963061448056,0.9356604147031207
nearest_gap_descriptive,False,actual_maximum_demand,capacity,4,EVENT-EMP,A105_U400,A120_U720,0.0078003056741754,1.0,0.0,0.0,0.0,0.0,0.816766107684069,0.975,17147.02528543835,0.0,0.0037015781295700687,0.0037015781295700687,0.8985462963680981
nearest_gap_descriptive,False,actual_maximum_demand,capacity,4,GEV,A105_U400,A120_U720,0.0078003056741754,1.0,0.0,0.0,0.0,0.0,0.8429840891269228,0.981,13274.337652716547,0.0,0.002865569807117009,0.002865569807117009,0.9228313639602369
nearest_gap_descriptive,False,actual_maximum_demand,capacity,4,KDE,A105_U400,A120_U720,0.0078003056741754,1.0,0.0,0.0,0.0,0.0,1.0057014007800644,0.989,7619.382363052415,0.0,0.0016448181912846417,0.0016448181912846417,1.0790475177210328
nearest_gap_descriptive,False,actual_maximum_demand,capacity,4,TAIL,A105_U400,A120_U720,0.0078003056741754,1.0,0.0,0.0,0.0,0.0,0.7469492441763392,0.98,13929.64338609299,0.0,0.003007032558263008,0.003007032558263008,0.8534933832564391
nearest_gap_descriptive,False,actual_maximum_demand,capacity,5,EMP,A105_U420,A105_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.0212733690834888,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.0900881208228315
nearest_gap_descriptive,False,actual_maximum_demand,capacity,5,EVENT-EMP,A105_U420,A105_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,0.9789695629585499,1.0,0.0,0.0,0.0,0.0,1.0465924392494559
nearest_gap_descriptive,False,actual_maximum_demand,capacity,5,GEV,A105_U420,A105_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.0095282525129559,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.0778145765759786
nearest_gap_descriptive,False,actual_maximum_demand,capacity,5,KDE,A105_U420,A105_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.2170835791201915,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.2730458357379866
nearest_gap_descriptive,False,actual_maximum_demand,capacity,5,TAIL,A105_U420,A105_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,0.9210375416235532,0.999,571.7650043164333,0.0,0.0001199999999999999,0.0001199999999999999,1.0049966980770026
nearest_gap_descriptive,False,actual_maximum_demand,capacity,6,EMP,A105_U420,A110_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.0212733690834888,0.998,1598.374611307958,0.0,0.0003354611630809145,0.0003354611630809145,1.0769029407560096
nearest_gap_descriptive,False,actual_maximum_demand,capacity,6,EVENT-EMP,A105_U420,A110_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,0.9789695629585499,1.0,0.0,0.0,0.0,0.0,1.034215967355215
nearest_gap_descriptive,False,actual_maximum_demand,capacity,6,GEV,A105_U420,A110_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.0095282525129559,0.998,1583.1539776848667,0.0,0.0003322667107779887,0.0003322667107779887,1.0639786183316537
nearest_gap_descriptive,False,actual_maximum_demand,capacity,6,KDE,A105_U420,A110_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.2170835791201915,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.2531018324089287
nearest_gap_descriptive,False,actual_maximum_demand,capacity,6,TAIL,A105_U420,A110_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,0.9210375416235532,0.999,571.7650043164333,0.0,0.0001199999999999999,0.0001199999999999999,0.9895045997822679
nearest_gap_descriptive,False,actual_maximum_demand,capacity,7,EMP,A105_U420,A115_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.0212733690834888,0.984,12059.880824453881,0.0,0.002531084777853149,0.002531084777853149,1.0645864544524781
nearest_gap_descriptive,False,actual_maximum_demand,capacity,7,EVENT-EMP,A105_U420,A115_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,0.9789695629585499,0.985,11240.918314396378,0.0,0.002359203846937497,0.002359203846937497,1.0225632153870574
nearest_gap_descriptive,False,actual_maximum_demand,capacity,7,GEV,A105_U420,A115_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.0095282525129559,0.986,10590.84251916792,0.0,0.002222768257423449,0.002222768257423449,1.050990969549982
nearest_gap_descriptive,False,actual_maximum_demand,capacity,7,KDE,A105_U420,A115_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,1.2170835791201915,0.993,5072.1878248381145,0.0,0.0010645326915526287,0.0010645326915526287,1.2336790668331568
nearest_gap_descriptive,False,actual_maximum_demand,capacity,7,TAIL,A105_U420,A115_U700,0.009077412966214,1.0,0.0,0.0,0.0,0.0,0.9210375416235532,0.99,7558.9717396124815,0.0,0.001586450030879279,0.001586450030879279,0.9748291243928056
nearest_gap_descriptive,False,actual_maximum_demand,capacity,8,EMP,A105_U440,A105_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0992263466861831,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.0900881208228315
nearest_gap_descriptive,False,actual_maximum_demand,capacity,8,EVENT-EMP,A105_U440,A105_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0579377406458972,1.0,0.0,0.0,0.0,0.0,1.0465924392494559
nearest_gap_descriptive,False,actual_maximum_demand,capacity,8,GEV,A105_U440,A105_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0899911934917799,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.0778145765759786
nearest_gap_descriptive,False,actual_maximum_demand,capacity,8,KDE,A105_U440,A105_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.2998911730562142,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.2730458357379866
nearest_gap_descriptive,False,actual_maximum_demand,capacity,8,TAIL,A105_U440,A105_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0159607483490378,0.999,571.7650043164333,0.0,0.0001199999999999999,0.0001199999999999999,1.0049966980770026
nearest_gap_descriptive,False,actual_maximum_demand,capacity,9,EMP,A105_U440,A110_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0992263466861831,0.998,1598.374611307958,0.0,0.0003354611630809145,0.0003354611630809145,1.0769029407560096
nearest_gap_descriptive,False,actual_maximum_demand,capacity,9,EVENT-EMP,A105_U440,A110_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0579377406458972,1.0,0.0,0.0,0.0,0.0,1.034215967355215
nearest_gap_descriptive,False,actual_maximum_demand,capacity,9,GEV,A105_U440,A110_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.0899911934917799,0.998,1583.1539776848667,0.0,0.0003322667107779887,0.0003322667107779887,1.0639786183316537
nearest_gap_descriptive,False,actual_maximum_demand,capacity,9,KDE,A105_U440,A110_U700,0.0248761393931657,1.0,0.0,0.0,0.0,0.0,1.2998911730562142,0.998,1143.5300086328666,0.0,0.0002399999999999998,0.0002399999999999998,1.2531018324089287
