alpha,utilization,cell_id,oracle_mode,method_id,action_accuracy,mean_regret_cny,mean_regret_over_oracle,mean_regret_over_capacity,mean_d_mv,oracle_margin_cny
1.15,0.4,A115_U400,actual_maximum_demand,EVENT-EMP,1.0,0.0,0.0,0.0,1.1865025973997685,401276.6592780184
1.15,0.4,A115_U400,actual_maximum_demand,GEV,0.999,401.2766592780184,7.51951019303612e-05,4.8124865235431197e-05,1.219331960433477,401276.6592780184
1.15,0.4,A115_U400,actual_maximum_demand,KDE,1.0,0.0,0.0,0.0,1.3780404052583148,401276.6592780184
1.15,0.4,A115_U400,actual_maximum_demand,TAIL,1.0,0.0,0.0,0.0,1.0349907998913246,401276.6592780184
1.15,0.42,A115_U420,actual_maximum_demand,EMP,0.98,5327.938691718616,0.00099840068875006,0.0006709252628400399,1.9748937637089348,266396.9345859308
1.15,0.42,A115_U420,actual_maximum_demand,EVENT-EMP,0.995,1331.984672929654,0.000249600172187515,0.00016773131571000998,1.8862552269304982,266396.9345859308
1.15,0.42,A115_U420,actual_maximum_demand,GEV,0.987,3463.1601496171,0.000648960447687539,0.000436101420846026,1.9422842881947429,266396.9345859308
1.15,0.42,A115_U420,actual_maximum_demand,KDE,0.995,1331.984672929654,0.000249600172187515,0.00016773131571000998,2.265765414069157,266396.9345859308
1.15,0.42,A115_U420,actual_maximum_demand,TAIL,1.0,0.0,0.0,0.0,1.6832088116150892,266396.9345859308
1.15,0.44,A115_U440,actual_maximum_demand,EMP,0.898,18388.83544652722,0.0034458778596046756,0.0024258980131616897,3.120643036098228,178305.8674325319
1.15,0.44,A115_U440,actual_maximum_demand,EVENT-EMP,0.924,13558.352930539682,0.002540695320914199,0.0017886495059235943,2.9852101521964816,178305.8674325319
1.15,0.44,A115_U440,actual_maximum_demand,GEV,0.922,13920.099764815133,0.002608482941866958,0.0018363719910743372,3.0819801870035555,178305.8674325319
1.15,0.44,A115_U440,actual_maximum_demand,KDE,0.966,6069.536260098128,0.0011373684145229402,0.0008007073638241492,3.6757340934243787,178305.8674325319
1.15,0.44,A115_U440,actual_maximum_demand,TAIL,0.98,3566.117348650638,0.000668253563538634,0.000470450508731198,2.7403630395769185,178305.8674325319
1.15,0.46,A115_U460,actual_maximum_demand,EMP,0.79,29422.98479974868,0.005513563497795417,0.004057982734377416,4.331415310101794,135058.7313822629
1.15,0.46,A115_U460,actual_maximum_demand,EVENT-EMP,0.81,26147.50247889433,0.004899771937053049,0.003606232145671034,4.156643813242146,135058.7313822629
1.15,0.46,A115_U460,actual_maximum_demand,GEV,0.826,24015.764788333865,0.0045003063084792525,0.00331222544304072,4.2860076866415,135058.7313822629
1.15,0.46,A115_U460,actual_maximum_demand,KDE,0.928,9947.612222838516,0.001864079800718738,0.0013719627333289872,5.128525322948311,135058.7313822629
1.15,0.46,A115_U460,actual_maximum_demand,TAIL,0.897,13928.604432771246,0.002610076628813504,0.0019210163988067333,3.9199492673552587,135058.7313822629
1.15,0.48,A115_U480,actual_maximum_demand,EMP,0.723,37888.664219714476,0.007099944395302445,0.005452757295592273,4.6537598553009465,129460.8797199484
1.15,0.48,A115_U480,actual_maximum_demand,EVENT-EMP,0.76,32428.022124270476,0.006076676459133635,0.004666887520614628,4.478166753155245,129460.8797199484
1.15,0.48,A115_U480,actual_maximum_demand,GEV,0.778,30032.51047668249,0.005627782315029069,0.004322136817942321,4.6052808137946135,129460.8797199484
1.15,0.48,A115_U480,actual_maximum_demand,KDE,0.908,12440.232457670825,0.0023311710912242117,0.0017903393980601924,5.43688809417314,129460.8797199484
1.15,0.48,A115_U480,actual_maximum_demand,TAIL,0.826,23200.87528516146,0.004347604431018243,0.0033389602030220083,4.2756552712414475,129460.8797199484
1.15,0.5,A115_U500,actual_maximum_demand,EMP,0.708,42637.532810074015,0.00798983332716422,0.0063918666617313715,4.696679601195481,129460.8797199484
1.15,0.5,A115_U500,actual_maximum_demand,EVENT-EMP,0.746,36604.18574574785,0.00685924639420003,0.005487397115360019,4.5138321139828514,129460.8797199484
1.15,0.5,A115_U500,actual_maximum_demand,GEV,0.764,34150.74682782322,0.006399497277854246,0.005119597822283393,4.6389826027300325,129460.8797199484
1.15,0.5,A115_U500,actual_maximum_demand,KDE,0.905,13516.376958493554,0.002532829457242202,0.0020262635657937603,5.448062432187333,129460.8797199484
1.15,0.5,A115_U500,actual_maximum_demand,TAIL,0.819,26363.050299395796,0.004940163372634261,0.003952130698107406,4.30418105990107,129460.8797199484
1.15,0.52,A115_U520,actual_maximum_demand,EMP,0.706,43880.08564168897,0.008222674895859624,0.006841265513355206,4.701731501479725,129460.8797199484
1.15,0.52,A115_U520,actual_maximum_demand,EVENT-EMP,0.746,37053.96433663582,0.006943530257230504,0.005777017174015777,4.516158568707121,129460.8797199484
1.15,0.52,A115_U520,actual_maximum_demand,GEV,0.763,34919.527646101014,0.0065435588639343205,0.005444240974793353,4.641708497209707,129460.8797199484
1.15,0.52,A115_U520,actual_maximum_demand,KDE,0.905,13598.69740894335,0.00254825545952617,0.002120148542325773,5.4485534046951445,129460.8797199484
1.15,0.52,A115_U520,actual_maximum_demand,TAIL,0.819,26743.40072548645,0.005011437114572308,0.004169515679324158,4.3053405764116155,129460.8797199484
1.15,0.54,A115_U540,actual_maximum_demand,EMP,0.705,44781.3837518592,0.008391568853922948,0.007250315489789426,4.701754538065642,129460.8797199484
1.15,0.54,A115_U540,actual_maximum_demand,EVENT-EMP,0.745,37893.96477507601,0.0071009376646379106,0.0061352101422471545,4.516158568707121,129460.8797199484
1.15,0.54,A115_U540,actual_maximum_demand,GEV,0.762,35765.85819613931,0.0067021524688836084,0.0057906597331154365,4.641709970928639,129460.8797199484
1.15,0.54,A115_U540,actual_maximum_demand,KDE,0.903,15278.698285823735,0.002863070274340984,0.00247369271703061,5.4485534046951445,129460.8797199484
1.15,0.54,A115_U540,actual_maximum_demand,TAIL,0.819,26743.40072548645,0.005011437114572308,0.004329881666990474,4.3053405764116155,129460.8797199484
1.15,0.56,A115_U560,actual_maximum_demand,EMP,0.697,49516.09210550422,0.009278804303658395,0.008313808656077924,4.701754538065642,129460.8797199484
1.15,0.56,A115_U560,actual_maximum_demand,EVENT-EMP,0.74,40770.43686469264,0.007639958828659075,0.006845403110478532,4.516158568707121,129460.8797199484
1.15,0.56,A115_U560,actual_maximum_demand,GEV,0.755,39881.154461774866,0.007473316490047628,0.006696091575082674,4.641709970928639,129460.8797199484
1.15,0.56,A115_U560,actual_maximum_demand,KDE,0.896,19173.40620102857,0.003592898316669025,0.0032192368917354467,5.4485534046951445,129460.8797199484
1.15,0.56,A115_U560,actual_maximum_demand,TAIL,0.815,29221.049077524327,0.005475722828858022,0.004906247654656787,4.3053405764116155,129460.8797199484
1.15,0.58,A115_U580,actual_maximum_demand,EMP,0.65,67127.44004018205,0.012578989032722447,0.01167330182236643,4.701754538065642,129460.8797199484
1.15,0.58,A115_U580,actual_maximum_demand,EVENT-EMP,0.709,52373.32324538997,0.009814219912402925,0.009107596078709913,4.516158568707121,129460.8797199484
1.15,0.58,A115_U580,actual_maximum_demand,GEV,0.71,56869.80430267128,0.010656814026993451,0.009889523417049921,4.641709970928639,129460.8797199484
1.15,0.58,A115_U580,actual_maximum_demand,KDE,0.848,37198.79086297002,0.006970669252629628,0.006468781066440296,5.4485534046951445,129460.8797199484
1.15,0.58,A115_U580,actual_maximum_demand,TAIL,0.783,41648.722906976975,0.0078045405628481765,0.007242613642323107,4.3053405764116155,129460.8797199484
1.15,0.6,A115_U600,actual_maximum_demand,EMP,0.547,79295.51941365187,0.014859161446515544,0.014264794988654917,4.701754538065642,129460.8797199484
1.15,0.6,A115_U600,actual_maximum_demand,EVENT-EMP,0.61,67293.98012048278,0.012610196923897176,0.012105789046941285,4.516158568707121,129460.8797199484
1.15,0.6,A115_U600,actual_maximum_demand,GEV,0.603,70502.34691516614,0.013211411728142872,0.012682955259017152,4.641709970928639,129460.8797199484
1.15,0.6,A115_U600,actual_maximum_demand,KDE,0.745,49175.18656641038,0.009214922126192841,0.008846325241145123,5.4485534046951445,129460.8797199484
1.15,0.6,A115_U600,actual_maximum_demand,TAIL,0.677,58317.53485273844,0.01092810378123898,0.010490979629989414,4.3053405764116155,129460.8797199484
1.15,0.62,A115_U620,actual_maximum_demand,EMP,0.337,57893.314365252,0.010848609242845218,0.01076182036890244,14.143791466297237,43036.075593709946
1.15,0.62,A115_U620,actual_maximum_demand,EVENT-EMP,0.394,51763.32759263711,0.009699913026554244,0.009622313722341796,13.585482718713793,43036.075593709946
1.15,0.62,A115_U620,actual_maximum_demand,GEV,0.387,49676.40493469325,0.00930884527228413,0.009234374510105841,13.96316573830693,43036.075593709946
1.15,0.62,A115_U620,actual_maximum_demand,KDE,0.513,30202.41008132001,0.005659619746370404,0.005614342788399424,16.390307602211976,43036.075593709946
1.15,0.62,A115_U620,actual_maximum_demand,TAIL,0.463,41959.53937594065,0.007862784359303734,0.007799882084429287,12.951301224075872,43036.075593709946
1.15,0.64,A115_U640,capacity,EMP,0.652,76968.54384460818,0.014769264901890301,0.014769264901890301,4.86668093463991,125073.59469421952
1.15,0.64,A115_U640,capacity,EVENT-EMP,0.659,73931.20375394358,0.014186438747783456,0.014186438747783456,4.674574698912273,125073.59469421952
1.15,0.64,A115_U640,capacity,GEV,0.663,68610.70685542145,0.013165504426061013,0.013165504426061013,4.804530146514212,125073.59469421952
1.15,0.64,A115_U640,capacity,KDE,0.675,52156.84105505569,0.010008221066817901,0.010008221066817901,5.6396757340944434,125073.59469421952
1.15,0.64,A115_U640,capacity,TAIL,0.672,65513.96144161496,0.012571279161223477,0.012571279161223477,4.4563617115099765,125073.59469421952
1.15,0.66,A115_U660,capacity,EMP,0.858,59990.2255986068,0.011871075483162184,0.011871075483162184,2.1508991630774528,282994.8001162149
1.15,0.66,A115_U660,capacity,EVENT-EMP,0.855,60734.88971590352,0.012018432220994439,0.012018432220994439,2.0659950678228274,282994.8001162149
1.15,0.66,A115_U660,capacity,GEV,0.868,54494.85538556394,0.010783632421296655,0.010783632421296655,2.123430734396899,282994.8001162149
1.15,0.66,A115_U660,capacity,KDE,0.889,39485.85997437289,0.007813599958927957,0.007813599958927957,2.4925352574792314,282994.8001162149
1.15,0.66,A115_U660,capacity,TAIL,0.883,49805.43716038374,0.009855673955267426,0.009855673955267426,1.9695527207119916,282994.8001162149
1.15,0.68,A115_U680,capacity,EMP,0.946,32153.535605661487,0.0065554616859689495,0.0065554616859689495,1.4102314071967885,431626.5228663273
1.15,0.68,A115_U680,capacity,EVENT-EMP,0.953,28055.340035410176,0.005719921720104053,0.005719921720104053,1.3545642593438938,431626.5228663273
1.15,0.68,A115_U680,capacity,GEV,0.956,26142.297723305357,0.005329890722130926,0.005329890722130926,1.3922218038194558,431626.5228663273
1.15,0.68,A115_U680,capacity,KDE,0.974,14588.866178629238,0.002974377513211729,0.002974377513211729,1.6342242184023628,431626.5228663273
1.15,0.68,A115_U680,capacity,TAIL,0.958,25087.861064440254,0.005114912213943037,0.005114912213943037,1.2913320868580016,431626.5228663273
1.15,0.7,A115_U700,capacity,EMP,0.984,12059.880824453881,0.002531084777853149,0.002531084777853149,1.0645864544524781,571765.0043164333
1.15,0.7,A115_U700,capacity,EVENT-EMP,0.985,11240.918314396378,0.002359203846937497,0.002359203846937497,1.0225632153870574,571765.0043164333
1.15,0.7,A115_U700,capacity,GEV,0.986,10590.84251916792,0.002222768257423449,0.002222768257423449,1.050990969549982,571765.0043164333
1.15,0.7,A115_U700,capacity,KDE,0.993,5072.1878248381145,0.0010645326915526287,0.0010645326915526287,1.2336790668331568,571765.0043164333
1.15,0.7,A115_U700,capacity,TAIL,0.99,7558.9717396124815,0.001586450030879279,0.001586450030879279,0.9748291243928056,571765.0043164333
1.15,0.72,A115_U720,capacity,EMP,0.999,974.5646633997355,0.0002103821032418834,0.0002103821032418834,0.8644762186531403,704118.0145748667
1.15,0.72,A115_U720,capacity,EVENT-EMP,0.999,886.4461919960874,0.000191359712994644,0.000191359712994644,0.8303520846752048,704118.0145748667
1.15,0.72,A115_U720,capacity,GEV,0.999,945.8207448635624,0.00020417707009820471,0.00020417707009820471,0.8534362760255493,704118.0145748667
1.15,0.72,A115_U720,capacity,KDE,0.999,926.3487900484168,0.0001999736026813269,0.0001999736026813269,1.0017845053983532,704118.0145748667
1.15,0.72,A115_U720,capacity,TAIL,0.998,1831.337113075695,0.0003953360593331443,0.0003953360593331443,0.791590567176113,704118.0145748667
1.15,0.74,A115_U740,capacity,EMP,1.0,0.0,0.0,0.0,0.7339695431318333,829316.8080625739
1.15,0.74,A115_U740,capacity,EVENT-EMP,1.0,0.0,0.0,0.0,0.7049969994283445,829316.8080625739
1.15,0.74,A115_U740,capacity,GEV,1.0,0.0,0.0,0.0,0.7245962585096153,829316.8080625739
1.15,0.74,A115_U740,capacity,KDE,1.0,0.0,0.0,0.0,0.8505489218539161,829316.8080625739
1.15,0.74,A115_U740,capacity,TAIL,1.0,0.0,0.0,0.0,0.6720871602956614,829316.8080625739
1.15,0.76,A115_U760,capacity,EMP,1.0,0.0,0.0,0.0,0.6421315122094308,947926.1913667192
1.15,0.76,A115_U760,capacity,EVENT-EMP,1.0,0.0,0.0,0.0,0.6167841616620342,947926.1913667192
1.15,0.76,A115_U760,capacity,GEV,1.0,0.0,0.0,0.0,0.6339310609984012,947926.1913667192
1.15,0.76,A115_U760,capacity,KDE,1.0,0.0,0.0,0.0,0.7441238815819036,947926.1913667192
1.15,0.76,A115_U760,capacity,TAIL,1.0,0.0,0.0,0.0,0.5879921702686759,947926.1913667192
1.2,0.4,A120_U400,actual_maximum_demand,EMP,0.991,2867.844952249023,0.0005374045275716592,0.0003439388976458616,1.496345232095127,318649.43913878035
1.2,0.4,A120_U400,actual_maximum_demand,EVENT-EMP,0.998,637.2988782775607,0.0001194232283492576,7.643086614352481e-05,1.428950511110383,318649.43913878035
1.2,0.4,A120_U400,actual_maximum_demand,GEV,0.994,1911.8966348326821,0.0003582696850477728,0.00022929259843057444,1.4685477765542516,318649.43913878035
1.2,0.4,A120_U400,actual_maximum_demand,KDE,0.998,637.2988782775607,0.0001194232283492576,7.643086614352481e-05,1.6149777789260866,318649.43913878035
1.2,0.4,A120_U400,actual_maximum_demand,TAIL,1.0,0.0,0.0,0.0,1.2377920056193916,318649.43913878035
1.2,0.42,A120_U420,actual_maximum_demand,EMP,0.873,20425.056338709557,0.0038274446265725514,0.0025720427890567497,3.11488089198111,160827.21526542958
1.2,0.42,A120_U420,actual_maximum_demand,EVENT-EMP,0.916,13616.94903803755,0.002551675626332294,0.0017147260208952983,2.9810329641801583,160827.21526542958
1.2,0.42,A120_U420,actual_maximum_demand,GEV,0.905,15278.585450215809,0.0028630491301133263,0.0019239690154361515,3.0634470373515814,160827.21526542958
1.2,0.42,A120_U420,actual_maximum_demand,KDE,0.945,8845.496839598625,0.0016575547595392942,0.0011138767984104035,3.4761336050707556,160827.21526542958
1.2,0.42,A120_U420,actual_maximum_demand,TAIL,0.991,1447.4449373888663,0.0002712362333791572,0.0001822707488307933,2.605650765935599,160827.21526542958
1.2,0.44,A120_U440,actual_maximum_demand,EMP,0.618,17821.0502551227,0.0033394807783016403,0.002350994467924359,11.397776192848207,46365.25905089639
1.2,0.44,A120_U440,actual_maximum_demand,EVENT-EMP,0.617,18262.382212368466,0.0034221818294166745,0.0024092160079093434,10.888592971196596,46365.25905089639
1.2,0.44,A120_U440,actual_maximum_demand,GEV,0.655,16133.704269866477,0.0030232895660307567,0.0021283958544856562,11.212615760763407,46365.25905089639
1.2,0.44,A120_U440,actual_maximum_demand,KDE,0.791,9690.339141637345,0.0018158694821827231,0.0012783721154566393,13.106658073779318,46365.25905089639
1.2,0.44,A120_U440,actual_maximum_demand,TAIL,0.776,10385.818027400792,0.001946195043104928,0.001370121310345872,9.737404319204533,46365.25905089639
1.2,0.46,A120_U460,contracted_maximum_demand,EMP,0.619,11812.364423736568,0.0022244082313676718,0.0016291471178038286,21.31550019639458,26133.186435214244
1.2,0.46,A120_U460,contracted_maximum_demand,EVENT-EMP,0.621,12031.984585152877,0.0022657653108908086,0.0016594368667607801,20.396105497664212,26133.186435214244
1.2,0.46,A120_U460,contracted_maximum_demand,GEV,0.563,12706.139869974686,0.0023927167416953176,0.0017524155541616402,21.05848819060788,26133.186435214244
1.2,0.46,A120_U460,contracted_maximum_demand,KDE,0.362,17178.713738713872,0.0032349554139997,0.0023692675717627227,25.078084654709333,26133.186435214244
1.2,0.46,A120_U460,contracted_maximum_demand,TAIL,0.626,9847.866304896143,0.001854469950656159,0.0013582058960947586,18.75990681987576,26133.186435214244
1.2,0.48,A120_U480,contracted_maximum_demand,EMP,0.692,22876.31237651552,0.004334127550268207,0.003292250644782237,10.000110164220564,58291.75316919014
1.2,0.48,A120_U480,contracted_maximum_demand,EVENT-EMP,0.703,23176.318636702992,0.004390966492495024,0.003335426126358316,9.594112237942051,58291.75316919014
1.2,0.48,A120_U480,contracted_maximum_demand,GEV,0.649,24547.01942293378,0.004650658349425423,0.0035326908984508916,9.889276268797127,58291.75316919014
1.2,0.48,A120_U480,contracted_maximum_demand,KDE,0.412,36877.66388555097,0.006986812227655143,0.005307258910745866,11.767305371725184,58291.75316919014
1.2,0.48,A120_U480,contracted_maximum_demand,TAIL,0.714,17492.700505842018,0.0033141528207488373,0.0025174666953080432,9.050561387548736,58291.75316919014
1.2,0.5,A120_U500,contracted_maximum_demand,EMP,0.715,25179.610711582485,0.004772422292170635,0.0037747192122877544,9.893890892005299,60408.2708125161
1.2,0.5,A120_U500,contracted_maximum_demand,EVENT-EMP,0.723,25184.72045842763,0.004773390769008125,0.003775485223319749,9.513386566346094,60408.2708125161
1.2,0.5,A120_U500,contracted_maximum_demand,GEV,0.676,26303.243635993033,0.004985390271624229,0.003943164977232828,9.775682866575215,60408.2708125161
1.2,0.5,A120_U500,contracted_maximum_demand,KDE,0.417,39127.39051525876,0.007416017382810107,0.0058656551285240855,11.480909147703155,60408.2708125161
1.2,0.5,A120_U500,contracted_maximum_demand,TAIL,0.724,20409.77423635224,0.003868370431117579,0.003059664734728236,9.050165003278968,60408.2708125161
1.2,0.52,A120_U520,contracted_maximum_demand,EMP,0.719,31237.28043088208,0.005920563871408569,0.004870148410552922,9.963036546718143,60408.2708125161
1.2,0.52,A120_U520,contracted_maximum_demand,EVENT-EMP,0.727,28626.036083011113,0.005425641178646221,0.0044630339839789425,9.571192280281515,60408.2708125161
1.2,0.52,A120_U520,contracted_maximum_demand,GEV,0.678,30341.743632653855,0.005750828134495146,0.0047305268732640675,9.82961423755676,60408.2708125161
1.2,0.52,A120_U520,contracted_maximum_demand,KDE,0.418,40363.04852724297,0.007650218058485374,0.006292930559847476,11.497564490054856,60408.2708125161
1.2,0.52,A120_U520,contracted_maximum_demand,TAIL,0.724,23458.676810160498,0.00444624475874592,0.003657400260354594,9.092994774144504,60408.2708125161
1.2,0.54,A120_U540,contracted_maximum_demand,EMP,0.719,34550.40710585383,0.006548517964167727,0.00559387251644944,9.970488011915881,60408.2708125161
1.2,0.54,A120_U540,contracted_maximum_demand,EVENT-EMP,0.727,29963.866419890455,0.005679207105300055,0.004851290126314855,9.574897582962718,60408.2708125161
1.2,0.54,A120_U540,contracted_maximum_demand,GEV,0.678,31999.756356405218,0.006065079890575468,0.005180910229704502,9.833678824081561,60408.2708125161
1.2,0.54,A120_U540,contracted_maximum_demand,KDE,0.418,42187.70050906629,0.007996053817951718,0.006830386041091885,11.498316237115208,60408.2708125161
1.2,0.54,A120_U540,contracted_maximum_demand,TAIL,0.724,23812.346460368964,0.004513277602980588,0.0038553302717599836,9.094814330044231,60408.2708125161
1.2,0.56,A120_U560,contracted_maximum_demand,EMP,0.718,39453.13916292935,0.007477758214532841,0.006624227315502267,9.970385142564455,60408.2708125161
1.2,0.56,A120_U560,contracted_maximum_demand,EVENT-EMP,0.727,32840.33850950708,0.006224399788401325,0.005513930501363566,9.574897582962718,60408.2708125161
1.2,0.56,A120_U560,contracted_maximum_demand,GEV,0.678,36116.32861860028,0.006845315195102798,0.006063972998016428,9.833678945625858,60408.2708125161
1.2,0.56,A120_U560,contracted_maximum_demand,KDE,0.418,46082.40842427113,0.008734238021390065,0.007737289227799017,11.498316237115208,60408.2708125161
1.2,0.56,A120_U560,contracted_maximum_demand,TAIL,0.724,26289.994812406843,0.004982879153332848,0.004414120281825182,9.094814330044231,60408.2708125161
1.2,0.58,A120_U580,contracted_maximum_demand,EMP,0.716,54527.66293706026,0.010334910937327973,0.009482230616146708,9.970385142564455,60408.2708125161
1.2,0.58,A120_U580,contracted_maximum_demand,EVENT-EMP,0.724,44038.565134062905,0.008346857795713812,0.007658201509340078,9.574897582962718,60408.2708125161
1.2,0.58,A120_U580,contracted_maximum_demand,GEV,0.675,51736.71106774669,0.009805927345402915,0.00899689073840531,9.833678945625858,60408.2708125161
1.2,0.58,A120_U580,contracted_maximum_demand,KDE,0.418,64107.793086212565,0.01215068272226187,0.011148192414506165,11.498316237115208,60408.2708125161
1.2,0.58,A120_U580,contracted_maximum_demand,TAIL,0.724,38303.63191459586,0.007259886140186793,0.006660910291890386,9.094814330044231,60408.2708125161
1.2,0.6,A120_U600,contracted_maximum_demand,EMP,0.691,66312.42739314414,0.012568538503790886,0.011929213516197835,9.970385142564455,60408.2708125161
1.2,0.6,A120_U600,contracted_maximum_demand,EVENT-EMP,0.711,57536.1286710215,0.01090512106084604,0.010350409279136236,9.574897582962718,60408.2708125161
1.2,0.6,A120_U600,contracted_maximum_demand,GEV,0.655,63870.23688017539,0.012105657461692069,0.011489877886034354,9.833678945625858,60408.2708125161
1.2,0.6,A120_U600,contracted_maximum_demand,KDE,0.417,75830.18822135091,0.014372489107649449,0.01364140240113558,11.498316237115208,60408.2708125161
1.2,0.6,A120_U600,contracted_maximum_demand,TAIL,0.719,54591.867023130464,0.010347079870959222,0.009820754021049937,9.094814330044231,60408.2708125161
1.2,0.62,A120_U620,contracted_maximum_demand,EMP,0.621,50108.80965919276,0.009497382743159933,0.009314754464557406,9.970385142564455,60408.2708125161
1.2,0.62,A120_U620,contracted_maximum_demand,EVENT-EMP,0.648,43428.0337435421,0.00823114061280873,0.008072861318217252,9.574897582962718,60408.2708125161
1.2,0.62,A120_U620,contracted_maximum_demand,GEV,0.596,47161.624940338545,0.008938787528463674,0.008766900659916357,9.833678945625858,60408.2708125161
1.2,0.62,A120_U620,contracted_maximum_demand,KDE,0.4,56344.90367322722,0.010679342004943127,0.01047398544517143,11.498316237115208,60408.2708125161
1.2,0.62,A120_U620,contracted_maximum_demand,TAIL,0.657,40671.69079111073,0.007708716628509397,0.0075604831955551136,9.094814330044231,60408.2708125161
1.2,0.64,A120_U640,capacity,EMP,0.493,45644.76460424203,0.008758638089678505,0.008758638089678505,9.314013904870198,64665.32388170343
1.2,0.64,A120_U640,capacity,EVENT-EMP,0.492,40289.401104136494,0.0077310133195041125,0.0077310133195041125,8.944562115730353,64665.32388170343
1.2,0.64,A120_U640,capacity,GEV,0.51,40365.13177446016,0.007745545052538665,0.007745545052538665,9.186307361846874,64665.32388170343
1.2,0.64,A120_U640,capacity,KDE,0.599,33619.51988397662,0.006451149654633896,0.006451149654633896,10.741358110419,64665.32388170343
1.2,0.64,A120_U640,capacity,TAIL,0.495,38673.55219007057,0.007420952878430257,0.007420952878430257,8.496083744108693,64665.32388170343
1.2,0.66,A120_U660,capacity,EMP,0.678,81222.4454995319,0.016072581355226004,0.016072581355226004,2.705885785996269,222586.5293036988
1.2,0.66,A120_U660,capacity,EVENT-EMP,0.678,77161.23900957474,0.015268935622710051,0.015268935622710051,2.5985535063738743,222586.5293036988
1.2,0.66,A120_U660,capacity,GEV,0.706,71599.72963373385,0.014168404712180277,0.014168404712180277,2.668784776369813,222586.5293036988
1.2,0.66,A120_U660,capacity,KDE,0.795,48596.369077262665,0.009616419337772771,0.009616419337772771,3.120554524626681,222586.5293036988
1.2,0.66,A120_U660,capacity,TAIL,0.714,68851.93352098936,0.013624661214948174,0.013624661214948174,2.4682626067153226,222586.5293036988
1.2,0.68,A120_U680,capacity,EMP,0.84,65514.25752387069,0.013357044474039627,0.013357044474039627,1.6224787506132996,371218.2520538112
1.2,0.68,A120_U680,capacity,EVENT-EMP,0.829,67202.43735154193,0.013701230516752013,0.013701230516752013,1.558121140309322,371218.2520538112
1.2,0.68,A120_U680,capacity,GEV,0.849,60304.617918379416,0.012294903338136329,0.012294903338136329,1.6002325789320138,371218.2520538112
1.2,0.68,A120_U680,capacity,KDE,0.908,36034.159833833146,0.007346643214414697,0.007346643214414697,1.8711186675134697,371218.2520538112
1.2,0.68,A120_U680,capacity,TAIL,0.866,53504.56571292902,0.010908508938399782,0.010908508938399782,1.4799972900018497,371218.2520538112
1.2,0.7,A120_U700,capacity,EMP,0.93,39067.16828874449,0.008199277953805668,0.008199277953805668,1.1778347410624381,511356.7335039172
1.2,0.7,A120_U700,capacity,EVENT-EMP,0.935,35208.95089773252,0.0073895290474784,0.0073895290474784,1.1311144809424647,511356.7335039172
1.2,0.7,A120_U700,capacity,GEV,0.935,35750.760694274235,0.007503242155300969,0.007503242155300969,1.161685183570882,511356.7335039172
1.2,0.7,A120_U700,capacity,KDE,0.969,16840.999055247543,0.0035345288210596043,0.0035345288210596043,1.3583343205048177,511356.7335039172
1.2,0.7,A120_U700,capacity,TAIL,0.941,32441.088340284994,0.006808619925048299,0.006808619925048299,1.0744006503527452,511356.7335039172
1.2,0.72,A120_U720,capacity,EMP,0.978,15457.22625081206,0.0033367963061448056,0.0033367963061448056,0.9356604147031207,643709.7437623506
1.2,0.72,A120_U720,capacity,EVENT-EMP,0.975,17147.02528543835,0.0037015781295700687,0.0037015781295700687,0.8985462963680981,643709.7437623506
1.2,0.72,A120_U720,capacity,GEV,0.981,13274.337652716547,0.002865569807117009,0.002865569807117009,0.9228313639602369,643709.7437623506
1.2,0.72,A120_U720,capacity,KDE,0.989,7619.382363052415,0.0016448181912846417,0.0016448181912846417,1.0790475177210328,643709.7437623506
1.2,0.72,A120_U720,capacity,TAIL,0.98,13929.64338609299,0.003007032558263008,0.003007032558263008,0.8534933832564391,643709.7437623506
1.2,0.74,A120_U740,capacity,EMP,0.994,5174.251672802587,0.0011480079729962967,0.0011480079729962967,0.7833099733177338,768908.5372500578
1.2,0.74,A120_U740,capacity,EVENT-EMP,0.994,4984.68819004875,0.001105949641985026,0.001105949641985026,0.7522390221629369,768908.5372500578
1.2,0.74,A120_U740,capacity,GEV,0.996,3344.8840636346686,0.0007421273290560633,0.0007421273290560633,0.7725698338000343,768908.5372500578
1.2,0.74,A120_U740,capacity,KDE,0.999,866.1142615173692,0.00019216422791610798,0.00019216422791610798,0.9033498361505601,768908.5372500578
1.2,0.74,A120_U740,capacity,TAIL,0.995,4227.897236360997,0.0009380409078019376,0.0009380409078019376,0.7145219235095999,768908.5372500578
1.2,0.76,A120_U760,capacity,EMP,0.999,1049.3413824955514,0.00023910905794494842,0.00023910905794494842,0.6786271148429581,887517.920554203
1.2,0.76,A120_U760,capacity,EVENT-EMP,1.0,0.0,0.0,0.0,0.6517085377076542,887517.920554203
1.2,0.76,A120_U760,capacity,GEV,0.999,1006.6913743660244,0.000229390577919942,0.000229390577919942,0.6693223055820261,887517.920554203
1.2,0.76,A120_U760,capacity,KDE,1.0,0.0,0.0,0.0,0.7826246490953936,887517.920554203
1.2,0.76,A120_U760,capacity,TAIL,1.0,0.0,0.0,0.0,0.6190320153713569,887517.920554203
