prefix_replications,method_id,cell_id,metric,estimate,mcse,normal_ci95_low,normal_ci95_high,replications
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-4413.230048024812,2532.5331217132075,-9376.994966582699,550.5348705330744,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-3629.3638487669455,1745.6597786758146,-7050.8570149715415,-207.87068256234897,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-4158.589577659639,1170.7148249021832,-6453.190634467917,-1863.9885208513601,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-3807.6830637389576,951.1402026255118,-5671.917860884961,-1943.4482665929545,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-3295.1791552640834,818.7802217087632,-4899.988389813259,-1690.3699207149077,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-2974.500130625996,730.5450086426042,-4406.3683475655,-1542.6319136864918,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-4415.162172699244,1764.4311489084018,-7873.447224559712,-956.877120838777,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-3906.3750987064604,1130.318670565868,-6121.799693015561,-1690.9505043973595,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-3640.3386676284717,732.9313906404618,-5076.884193283777,-2203.7931419731667,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-3410.9522444779177,579.3669648708825,-4546.511495624847,-2275.3929933309882,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-2937.278019279926,482.2366930860431,-3882.4619377285703,-1992.0941008312816,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-2757.757752165973,427.9546159798055,-3596.548799486392,-1918.9667048455544,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-491.2012772278209,906.7139916890313,-2268.360700938322,1285.9581464826806,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-885.048527624756,580.6992085164695,-2023.2189763170363,253.1219210675241,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-1370.3382669200842,699.9173910664736,-2742.176353410372,1.4998195702039538,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-1167.3034054095406,490.4500564091247,-2128.585515971425,-206.02129484765612,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-1292.668795150544,461.05271464422316,-2196.3321158532212,-389.0054744478665,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_cny_per_month_TAIL_minus_EVENT_EMP,-1292.1710562688988,417.29055431678626,-2110.0605427297996,-474.2815698079978,1000
100,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-7.999999999999899e-05,0.00021257440765030407,-0.0004966458389945949,0.000336645838994597,100
200,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,0.0,0.00015004187020318624,-0.000294082065598245,0.000294082065598245,200
400,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,3.9999999999999495e-05,0.00010594366498463067,-0.00016764958336987662,0.0002476495833698756,400
600,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,9.333333333333216e-05,8.324881635107131e-05,-6.98343467147676e-05,0.00025650101338143194,600
800,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-9.999999999999879e-06,7.554474674622348e-05,-0.00015806770362259792,0.00013806770362259814,800
1000,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-7.999999999999903e-06,6.648576055334139e-05,-0.000138312090684549,0.00012231209068454922,1000
100,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,7.9999999999998e-05,0.00021257440765030147,-0.0003366458389945929,0.0004966458389945888,100
200,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,0.000159999999999996,0.0001384479656621178,-0.00011135801269775486,0.0004313580126977469,200
400,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,5.999999999999851e-05,9.598976553632599e-05,-0.00012813994045120044,0.00024813994045119747,400
600,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,3.999999999999901e-05,8.543059287644305e-05,-0.00012744396203782937,0.00020744396203782736,600
800,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,4.999999999999876e-05,6.710069395252865e-05,-8.151736014695738e-05,0.00018151736014695492,800
1000,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,3.9999999999999e-05,5.934578268016817e-05,-7.63177340531306e-05,0.0001563177340531286,1000
100,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,0.0,0.0,0.0,0.0,100
200,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,0.0,0.0,0.0,0.0,200
400,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-9.5538582679406e-05,9.553858267940599e-05,-0.00028279420473104175,9.171703937222972e-05,400
600,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-6.369238845293734e-05,6.369238845293734e-05,-0.00018852946982069453,6.114469291481985e-05,600
800,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-4.7769291339703e-05,4.7769291339702996e-05,-0.00014139710236552087,4.585851968611486e-05,800
1000,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-7.643086614352481e-05,5.401772752821582e-05,-0.0001823056120988278,2.9443879811778196e-05,1000
100,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00025042926544831197,9.72906862615862e-05,-0.0004411190105210209,-5.973952037560302e-05,100
200,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0001765748993867775,5.454176213681569e-05,-0.0002834767531749362,-6.967304559861873e-05,200
400,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00019902259292236448,8.618284723456001e-05,-0.0003679409735021021,-3.0104212342626862e-05,400
600,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00013933949476368148,5.830925887347288e-05,-0.0002536256421556883,-2.5053347371674643e-05,600
800,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00015626163952144127,5.576481781881122e-05,-0.00026556068244631124,-4.696259659657129e-05,800
1000,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00016845323820511326,5.07832884118942e-05,-0.0002679884834924259,-6.891799291780064e-05,1000
100,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.001064625040061353,0.002011264346754689,-0.005006703159700543,0.002877453079577837,100
200,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00048346979748320354,0.0012860937179111163,-0.0030042134845889913,0.0020372738896225844,200
400,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00022277817018060282,0.0007539057954021569,-0.0017004335291688304,0.0012548771888076249,400
600,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.000692704903273222,0.0006632800198277937,-0.0019927337421356975,0.0006073239355892537,600
800,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.001315546708630046,0.0005962902367498981,-0.002484275572659846,-0.0001468178446002459,800
1000,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0005809091224301009,0.0005526096505658408,-0.001664024037539149,0.0005022057926789471,1000
100,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,0.00013040415401901803,0.0002524751481928036,-0.00036444713643887707,0.0006252554444769131,100
200,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-7.555091621708601e-05,0.00021584483023797074,-0.0004986067834835087,0.00034750495104933667,200
400,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0003861374172514307,0.0001535422008939342,-0.0006870801310035417,-8.51947034993197e-05,400
600,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0005410421581329823,0.00012633570073321095,-0.0007886601315700759,-0.0002934241846958889,600
800,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0005046782743507399,0.00010616859983390407,-0.0007127687300251919,-0.0002965878186762879,800
1000,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00041343958814549345,9.303018955624071e-05,-0.0005957787596757253,-0.00023110041661526166,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0008269937351961436,0.00047457055332316464,-0.0017571520197095462,0.0001031645493172591,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0006801053045084213,0.00032711861494618945,-0.0013212577898029526,-3.895281921388995e-05,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0007792767407435983,0.00021937986811466358,-0.001209261282248339,-0.00034929219923885763,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0007135204838764088,0.00017823385146589687,-0.0010628588327495666,-0.000364182135003251,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0006174825440998604,0.00015343095793492802,-0.0009182072216523192,-0.00031675786654740146,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0005573906065623647,0.00013689659021891266,-0.0008257079233914336,-0.00028907328973329594,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.000833974641770172,0.0003332812652812272,-0.0014872059217213773,-0.00018074336181896663,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0007378704668444703,0.00021350452633430778,-0.0011563393384597135,-0.000319401595229227,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0006876191672029794,0.000138442523749428,-0.0009589665137518583,-0.0004162718206541005,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0006442906432233106,0.00010943592513302188,-0.0008587850564840335,-0.00042979622996258774,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0005548188918303716,9.108910559427815e-05,-0.0007333535387951568,-0.0003762842448655864,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0005209095257412635,8.083582971482408e-05,-0.0006793477519823187,-0.00036247129950020833,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-6.7009521979359e-05,0.00012369363430400293,-0.00030944904521520473,0.00017543000125648674,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00012073803858853349,7.9218801294835e-05,-0.00027600688912641006,3.45308119493431e-05,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00018694111044370877,9.548250783283482e-05,-0.00037408682579606503,2.046049086474645e-07,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0001592431592255225,6.690704067424852e-05,-0.0002903809589470496,-2.8105359503995396e-05,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.0001763454658129793,6.289666466250987e-05,-0.00029962292855149864,-5.306800307445993e-05,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_capacity_fee_TAIL_minus_EVENT_EMP,-0.00017627756443308512,5.6926644672180165e-05,-0.00028785378799055824,-6.4701340875612e-05,1000
100,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-8.064516129032201e-05,0.00021428871738942058,-0.0005006510473735864,0.0003393607247929423,100
200,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,0.0,0.00015125188528547083,-0.00029645369515952284,0.00029645369515952284,200
400,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,4.032258064516099e-05,0.00010679804937966857,-0.0001690015961389894,0.0002496467574293114,400
600,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,9.408602150537565e-05,8.392017777325783e-05,-7.03975269302097e-05,0.000258569569940961,600
800,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-1.0080645161290253e-05,7.61539785748225e-05,-0.00015934244316794235,0.00013918115284536182,800
1000,TAIL-minus-EVENT-EMP,BASE_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-8.064516129032206e-06,6.702193604167515e-05,-0.0001394275107707155,0.0001232984785126511,1000
100,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,7.9999999999998e-05,0.00021257440765030147,-0.0003366458389945929,0.0004966458389945888,100
200,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,0.000159999999999996,0.0001384479656621178,-0.00011135801269775486,0.0004313580126977469,200
400,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,5.999999999999851e-05,9.598976553632599e-05,-0.00012813994045120044,0.00024813994045119747,400
600,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,3.999999999999901e-05,8.543059287644305e-05,-0.00012744396203782937,0.00020744396203782736,600
800,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,4.999999999999876e-05,6.710069395252865e-05,-8.151736014695738e-05,0.00018151736014695492,800
1000,TAIL-minus-EVENT-EMP,BASE_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,3.9999999999999e-05,5.934578268016817e-05,-7.63177340531306e-05,0.0001563177340531286,1000
100,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,0.0,0.0,0.0,0.0,100
200,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,0.0,0.0,0.0,0.0,200
400,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.000149279035436572,0.00014927903543657202,-0.00044186594489225314,0.00014330787401910914,400
600,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-9.951935695771467e-05,9.951935695771468e-05,-0.00029457729659483547,9.55385826794061e-05,600
800,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-7.4639517718286e-05,7.4639517718286e-05,-0.00022093297244612652,7.165393700955454e-05,800
1000,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0001194232283492576,8.440269926283729e-05,-0.00028485251890441866,4.6006062205903466e-05,1000
100,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0003478184242337661,0.0001351259531410917,-0.0006126652923903058,-8.297155607722636e-05,100
200,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0002452429158149695,7.575244741224402e-05,-0.00039371771274296775,-9.676811888697124e-05,200
400,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.000276420267947729,0.00011969839893688898,-0.0005110291298640314,-4.1811406031426576e-05,400
600,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00019352707606066935,8.098508176871238e-05,-0.0003522578363273456,-3.4796315793993084e-05,600
800,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00021703005489089123,7.745113585946009e-05,-0.000368834281175433,-6.522582860634947e-05,800
1000,TAIL-minus-EVENT-EMP,STRESS_ACTUAL_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00023396283084043562,7.053234501651977e-05,-0.00037220622707281436,-9.571943460805687e-05,1000
100,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.001064625040061353,0.002011264346754689,-0.005006703159700543,0.002877453079577837,100
200,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00048346979748320354,0.0012860937179111163,-0.0030042134845889913,0.0020372738896225844,200
400,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00022277817018060282,0.0007539057954021569,-0.0017004335291688304,0.0012548771888076249,400
600,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.000692704903273222,0.0006632800198277937,-0.0019927337421356975,0.0006073239355892537,600
800,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.001315546708630046,0.0005962902367498981,-0.002484275572659846,-0.0001468178446002459,800
1000,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0005809091224301009,0.0005526096505658408,-0.001664024037539149,0.0005022057926789471,1000
100,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,0.00013040415401901803,0.0002524751481928036,-0.00036444713643887707,0.0006252554444769131,100
200,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-7.555091621708601e-05,0.00021584483023797074,-0.0004986067834835087,0.00034750495104933667,200
400,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0003861374172514307,0.0001535422008939342,-0.0006870801310035417,-8.51947034993197e-05,400
600,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0005410421581329823,0.00012633570073321095,-0.0007886601315700759,-0.0002934241846958889,600
800,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0005046782743507399,0.00010616859983390407,-0.0007127687300251919,-0.0002965878186762879,800
1000,TAIL-minus-EVENT-EMP,STRESS_CAPACITY_NEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00041343958814549345,9.303018955624071e-05,-0.0005957787596757253,-0.00023110041661526166,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0008364623942332426,0.00048000414558295966,-0.0017772705195758434,0.00010434573110935832,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0006878921654768218,0.00033086395725990896,-0.0013363855217062434,-3.939880924740016e-05,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0007881990643835599,0.00022189165639355197,-0.0012231067109149218,-0.000353291417852198,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0007216899317092952,0.0001802745387124549,-0.0010750280275857067,-0.0003683518358328836,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0006245524062071625,0.00015518766462397637,-0.0009287202288701562,-0.0003203845835441689,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_CLEAR,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0005637724464474837,0.0001384639867794391,-0.0008351618605351844,-0.0002923830323597831,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0008368285998498877,0.00033442179247740857,-0.0014922953131056085,-0.0001813618865941669,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.000740395545276307,0.00021423516361926482,-0.001160296465970066,-0.00032049462458254795,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0006899722798513922,0.0001389162901440408,-0.0009622482085337122,-0.0004176963511690723,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0006464954806306065,0.000109810427578421,-0.0008617239186843116,-0.0004312670425769013,600
800,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0005567175465133909,9.140082309246544e-05,-0.0007358631597746232,-0.00037757193325215865,800
1000,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_HIGH,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0005226921386353826,8.111245931216399e-05,-0.0006816725588872241,-0.0003637117183835412,1000
100,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-9.225109443801802e-05,0.000170287338314023,-0.0004260142775335031,0.00024151208865746704,100
200,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00016621841002719903,0.0001090594426530513,-0.0003799749176271796,4.7538097572781524e-05,200
400,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.00025735927558478055,0.00013144946549504895,-0.0005150002279550765,2.8167678551541293e-07,400
600,TAIL-minus-EVENT-EMP,STRESS_CONTRACT_NEAR_LOW,paired_regret_over_oracle_value_TAIL_minus_EVENT_EMP,-0.0002192278841333455,9.211000982382089e-05,-0.0003997635033880344,-3.869226487865658e-05,600
